Rank,Nickname,Points,Prize
1,zypyy,40334.00,150.00
2,BetBetAllin!!,35736.00,110.00
3,The Great 8,35670.00,100.00
4,Wowie_Zowie,34325.00,90.00
5,Suhana1108,33879.00,80.00
6,BLIND RUNNER,33242.00,80.00
7,QZX-A@,29912.00,70.00
8,Callboy2026,29870.00,70.00
9,Blindsight-,29834.00,60.00
10,SolvedGoodMan,28712.00,60.00
11,DiosVoluntad,28501.00,50.00
12,chrams,28174.00,40.00
13,ccclubblr,25561.00,30.00
14,murat607,24375.00,20.00
15,ssorinacho92,23273.00,16.00
16,zhangjiahao888,22994.00,16.00
17,BrookDaniel,22146.00,15.00
18,fong0000,21962.00,15.00
19,Uzhar_MD,21289.00,15.00
20,ZJPER,21022.00,14.00
21,Sillicon Chrome,20427.00,14.00
22,vetal2k,20063.00,14.00
23,artyurpet222,19926.00,14.00
24,china-fishy,19272.00,13.00
25,Bule-bule-bule!,19147.00,13.00
26,CYFTLT,19122.00,13.00
27,RuAle,18512.00,13.00
28,Elonone,18156.00,12.00
29,kamigami,18016.00,12.00
30,riggedasf,17951.00,12.00
31,Dianfu Zhao,17020.00,12.00
32,Camilinipok3r,16614.00,12.00
33,BearJaguar,16208.00,11.00
34,jinyugong,15425.00,11.00
35,Stanley_ho,15337.00,11.00
36,GD7414,14652.00,11.00
37,Wayennn,14547.00,11.00
38,davatt83,14433.00,10.00
39,GG NO NAME,14234.00,10.00
40,Jonyjays,13999.00,10.00
41,VIKTAR0000,13805.00,9.00
42,Jianggg,13690.00,9.00
43,Dracoulas,13685.00,9.00
44,MMysteryPPlayer,13590.00,9.00
45,realabk,13547.00,9.00
46,BocaFB,13156.00,9.00
47,XANDRRR,13140.00,9.00
48,kr1st3,12673.00,9.00
49,Usoppo_,12488.00,9.00
50,cnlzl,12397.00,9.00
51,ManYing,12256.00,9.00
52,cn_kk17_,12202.00,9.00
53,nionioscyp,11567.00,9.00
54,Y@_@Y,11185.00,9.00
55,gambleluck,11032.00,9.00
56,iFbby,10961.00,9.00
57,OCESOLAPA,10911.00,9.00
58,Grubby_Kid,10796.00,9.00
59,NTxxxTN,10777.00,9.00
60,Roadtosrt,10688.00,9.00
61,Halmat911,10508.00,9.00
62,Kassad,10499.00,9.00
63,ANDYLAU927,10466.00,9.00
64,I-love-i-win,10437.00,9.00
65,Femto123,10283.00,9.00
66,Moneymaker168,10182.00,9.00
67,Brent sisiren,10151.00,9.00
