Rank,Nickname,Points,Prize
1,SirPauI,717.50,1200.00
2,Afouteza,635.50,800.00
3,Roman Duong,551.00,550.00
4,PiscoSour,462.50,430.00
5,SBSBDSB,395.00,390.00
6,Angelo Krom,381.00,350.00
7,Siebe Hartog,377.00,320.00
8,VietJetAir,327.50,290.00
9,I MP I,322.00,260.00
10,Zeljko Tokic,317.00,240.00
11,Davide Suriano,306.50,220.00
12,zengyihao19,303.00,200.00
13,Fakerbymywold,277.00,180.00
14,J Schusteritsch,272.00,170.00
15,N Evdokimov,238.00,160.00
16,knxwledge,235.00,160.00
17,StitCx,232.00,150.00
18,dogandmonkey,229.50,140.00
19,Cameron Couch,228.00,130.00
20,Roeland Peeks,224.00,120.00
21,Owl Howell,210.00,120.00
22,Agustin Coelli,206.00,110.00
23,WavesAndWins,202.00,110.00
24,G Kovari,199.00,100.00
25,Levente Szabo,198.00,100.00
