Rank,Nickname,Points,Prize
1,Lcs_is_my_dog,7005.00,60.00
2,EccjCC,5983.00,50.00
3,Kill Line,5177.00,44.00
4,alelei,4976.00,38.00
5,Lcs1573,4836.00,32.00
6,nl-50,4832.00,26.00
7,BayaShark,4677.00,22.00
8,Ynkuyf18,4195.00,18.00
9,iterum,3818.00,15.00
10,Anarion2,3545.00,13.00
11,Bernardino1940,3484.00,11.00
12,ggpkAA88,3483.00,10.00
13,VKGS,3385.00,9.00
14,nuts on r1ver,3313.50,8.00
15,GlusterTwo,3006.00,8.00
16,Thank You 2749,2978.50,7.00
17,Chalong Miracle,2869.00,7.00
18,Jooooosef,2792.00,7.00
19,NicknameMaster,2738.00,6.00
20,baoma328,2580.00,6.00
21,Beblebabla,2561.00,5.00
22,JoePuke,2535.00,5.00
23,Piedrita!,2515.00,5.00
24,AggroDog,2358.00,5.00
25,gongyifei1993,2303.00,5.00
26,st604,2287.50,5.00
27,Shamamix,2262.00,5.00
28,I OnFire I,2248.00,4.00
29,Lapiain,2195.00,4.00
30,BIG FISH AK,2176.00,4.00
31,Baixiaochun,2083.00,4.00
32,Yeo6,2061.50,3.00
33,TeusL,2024.00,3.00
34,RykCorporation,2021.00,3.00
35,goldeprostata,2001.00,3.00
36,D Ushakov,1978.50,3.00
37,Ahwooo,1937.00,3.00
38,hnyzxc,1933.00,3.00
39,tengajie666,1836.50,3.00
40,Bannalia,1830.00,3.00
41,Joker_86,1821.00,2.50
42,CupHeadR,1818.50,2.50
43,wqq2026,1717.50,2.50
44,Nortstink,1696.00,2.50
45,BeerendBotje,1693.00,2.50
46,xuepro,1658.00,2.50
47,Flash Pls,1636.50,2.50
48,Koros28,1619.50,2.50
49,Arhimandrit,1599.00,2.50
50,100dneybezgneva,1571.00,2.50
51,Waitcoffee,1485.00,2.00
52,sloopje,1450.00,2.00
53,kiattttt,1449.00,2.00
54,Sandovlal,1415.50,2.00
55,datou2026,1415.50,2.00
56,Rake Runner,1397.00,2.00
57,777REDIS777,1385.50,2.00
58,Cresento,1370.00,2.00
59,Leon_zik,1349.50,2.00
60,The_Fisherman,1333.00,2.00
61,LXHY0058,1327.00,2.00
62,Krllkzv,1316.00,2.00
63,Rafa1603,1298.00,2.00
64,Sptnz,1288.00,2.00
65,geomorphism,1278.00,2.00
66,Alioosha,1264.00,2.00
67,Grantxx,1246.00,2.00
68,ForADyingSun,1226.00,2.00
69,JokerXX,1205.00,2.00
70,osprey10,1197.00,2.00
71,Uncle_K,1190.00,1.50
72,Figo1993,1188.50,1.50
73,weredyk22,1178.00,1.50
74,Kiwiinjapan,1145.00,1.50
75,borntoplay,1129.00,1.50
76,bratbugor,1124.00,1.50
77,AdiVino,1115.50,1.50
78,Kuzmich_007,1092.00,1.50
79,Lw_king,1091.50,1.50
80,YaEbanutiyFish,1081.00,1.50
81,Tilltmachine,1058.50,1.50
82,MRHODES,1051.50,1.50
83,fivepb2026,1043.00,1.50
84,BilboBolson,1039.00,1.50
85,HonorOfKings,1017.00,1.50
86,Rubys30,1015.00,1.50
87,NovgorodWesT,1011.00,1.50
88,CaChaBaCha10,1010.00,1.50
89,ESTQ2026LAOMO,1005.00,1.50
90,roma367,1000.50,1.50
91,GameFowl,995.00,1.00
92,nothingriver,994.50,1.00
93,nnnnnice,990.00,1.00
94,IamTanXuan666,988.00,1.00
95,stonespirit,983.00,1.00
96,zurroll,980.50,1.00
97,BaJI6geMaR,977.00,1.00
98,NoobEatFish,958.00,1.00
99,Lutkutin,952.50,1.00
100,Bai Xiaochun,948.00,1.00
101,1morebeer,941.00,1.00
102,Vayshan,931.00,1.00
103,Wauuu,910.50,1.00
104,Zsombor Viola,888.00,1.00
105,scissorfingers,882.00,1.00
106,reedmns,876.50,1.00
107,DARAK_Toku,865.50,1.00
108,xiaoshu5,862.00,1.00
109,Riven 5,852.50,1.00
110,im_Versager,851.00,1.00
111,xinyan99,845.00,1.00
112,linusrun,842.00,1.00
113,JoieZY@v@d,836.50,1.00
114,D0RIT0S,834.00,1.00
115,GGLIXAO,823.00,1.00
116,TYnorthChi,813.00,1.00
117,Mamad24,810.00,1.00
118,radu_cf,808.00,1.00
119,yucall6ove,802.00,1.00
120,Cherry Red,791.00,1.00
121,Kiedis,788.00,
122,luohao158,788.00,
123,ppnnnn,786.00,
124,fdgfrdsgfdhd,785.00,
125,Tsg777,779.00,
126,LuckyAnisa,777.00,
127,EddieBBPrinter,777.00,
128,yyTHEROCK,775.00,
129,CloudKing19,770.00,
130,AzReLM,765.00,
131,zhengshuangfei,758.50,
132,Big Daddy Mafro,742.00,
133,maojiumao,738.00,
134,Michael Lacey,734.50,
135,Hexiaojain,734.00,
136,KvassMagnate,733.00,
137,WhatisValueBluf,733.00,
138,Ven8m,729.00,
139,J0nZa,728.00,
140,Sun-Team-NO6,717.50,
141,kuisheX11,717.00,
142,dadiedi,717.00,
143,zhengzhengyang,716.50,
144,DC_epick2026,715.00,
145,ChinaMing666,714.00,
146,P4905-2919,712.00,
147,WindyNguyen,710.50,
148,Simon1314,709.00,
149,gtobluffrobot,690.00,
150,SmartOctopus,688.50,
