Rank,Nickname,Points,Prize
1,Matjaz Vogrinec,1198.00,1400.00
2,RiverRunAA,655.00,800.00
3,Manuel Saavedra,620.00,500.00
4,H Rodriguez,531.00,380.00
5,I MP I,470.00,320.00
6,Misha Inner,454.00,300.00
7,Nassgebiet,328.00,280.00
8,Joseph Adams,323.00,280.00
9,Tomasz Cichocki,281.00,260.00
10,A Luszczek,272.00,240.00
11,PiscoSour,266.00,220.00
12,Rodrigo Motoki,258.00,220.00
13,Isixione999,253.00,200.00
14,Checazzofai,246.00,200.00
15,ggman11,239.00,180.00
16,Angel Ganchev,225.00,180.00
17,Scott Corbett,224.00,180.00
18,R Gabdullin,203.00,160.00
19,P Sekinger,199.00,160.00
20,Ben Raven,184.00,160.00
21,Nelson Alves,180.00,160.00
22,VietJetAir,176.00,140.00
23,abarros,157.00,140.00
24,Matulla,152.00,140.00
25,Mr SmallWind,146.50,140.00
26,BigS777,141.00,140.00
27,ihuntnoobs,137.00,140.00
28,iamfatty,125.50,120.00
29,CiuciMima,125.00,120.00
30,blzbu,124.00,120.00
31,Pedro Toledo,118.00,120.00
32,Robbert Stevens,118.00,100.00
33,KhaleesiFire,109.00,100.00
34,N Evdokimov,97.50,100.00
35,Filip685,97.50,100.00
36,Mikhail Parshin,96.00,100.00
37,George Pittam,91.50,100.00
38,Matthias Ehlers,91.00,100.00
39,Robin Lacey,90.00,100.00
40,AK-MNG,90.00,100.00
41,Song Hui,89.00,
42,Smallcatsz,88.00,
43,U Sidoranka,88.00,
44,Gabriel11111,86.50,
45,Dimitri Blekher,84.00,
46,TropicalTilt,83.00,
47,LiangLEEE,75.50,
48,purrrrrrrrrr,73.00,
49,Gergely Kulcsar,69.00,
50,superaffa1971,64.00,
