Rank,Nickname,Points,Prize
1,M Papiernik,1192.00,750.00
2,Robin Schmitt,803.50,580.00
3,LittleZhu,756.00,450.00
4,Agustin Coelli,666.00,350.00
5,FunAmsterdam,608.00,270.00
6,Angelo Krom,574.50,230.00
7,Lasse Tungvikt,532.00,210.00
8,AABBDSB,505.00,190.00
9,And Stoenescu,488.00,170.00
10,Hellowestkkk,480.00,150.00
11,Gilinane,464.00,140.00
12,Roman Duong,406.00,130.00
13,CommanderE8,394.00,120.00
14,nairayelen,392.00,110.00
15,Btking,366.50,100.00
16,Zeljko Tokic,362.00,100.00
17,MillonaireWolf,361.00,90.00
18,Oasamina2203,343.00,90.00
19,yxztj666,334.00,80.00
20,Alex Wejdrup,318.00,80.00
21,Pathetic Beluga,297.00,70.00
22,N0I1MlT,286.00,70.00
23,CiuciMima,275.00,70.00
24,Toddy123,262.00,70.00
25,KONGfuPANDA,259.50,60.00
26,A Cvetkovic,259.00,60.00
27,2pigs1pot,255.00,60.00
28,H1perSonic,238.00,50.00
29,mors08,238.00,50.00
30,KhaleesiFire,228.00,50.00
