Rank,Nickname,Points,Prize
1,H Pesonen,1896.50,800.00
2,StatiCKy,1341.00,550.00
3,Zeljko Tokic,1283.00,400.00
4,Iblundered,1117.00,280.00
5,RiverRunAA,859.50,200.00
6,RocketCake,797.00,160.00
7,Lavoisier,634.00,140.00
8,Peter Kovacs,596.00,120.00
9,HabibiStackWeg,512.00,110.00
10,hulahHULAH,479.00,110.00
11,ElPerroMagico1,438.00,100.00
12,DingLiren,403.00,100.00
13,Misha Inner,399.00,90.00
14,milky Hao,386.00,90.00
15,Lisan al-Gaib!,386.00,90.00
16,Vander9,344.00,80.00
17,Matulla,342.50,80.00
18,H Rodriguez,334.00,80.00
19,Tomasz Cichocki,305.00,80.00
20,oucherpp,304.00,70.00
21,Robin Lacey,298.50,70.00
22,R Gabdullin,291.00,70.00
23,TrueProGambler,277.00,70.00
24,Ditto1031,270.00,70.00
25,ksanaxx,268.00,70.00
26,Filip685,256.00,70.00
27,GenerousGod,245.00,70.00
28,GrahamGooch,232.00,60.00
29,iamfatty,232.00,60.00
30,cascoonss,208.00,60.00
31,livovil,207.00,60.00
32,Mandark1,205.00,60.00
33,Limpwienerhans,204.00,60.00
34,SprasesAces,200.00,60.00
35,NOOOWAY,200.00,60.00
36,Gergely Kulcsar,189.00,60.00
37,Silverstoneia,186.00,60.00
38,Ben Raven,179.00,60.00
39,Simon Kerrigan,177.00,60.00
40,Matjaz Vogrinec,168.00,60.00
41,Nyuli Tibor,167.00,50.00
42,Fuzanglong-,160.00,50.00
43,Alex Wejdrup,160.00,50.00
44,Matthias Ehlers,155.00,50.00
45,P Sekinger,151.00,50.00
46,A Krapyvnytskyj,150.00,50.00
47,KONGfuPANDA,144.50,50.00
48,JMDLT,144.00,50.00
49,U Sidoranka,143.00,50.00
50,AiKami,139.00,50.00
51,D Vicente,137.00,50.00
52,Boris Premovic,131.00,50.00
53,JorikDavay,129.00,50.00
54,Rafal Maluchnik,126.00,50.00
55,teamace,123.00,50.00
56,Howard Roark,120.00,50.00
57,Florent889,119.50,50.00
58,hiitsme,118.00,50.00
59,Toni Verlander,118.00,50.00
60,I MP I,117.00,50.00
61,Elias Holloway,113.00,
62,Laszlo Molnar,112.00,
63,Agustin Coelli,108.00,
64,Munteanu93,103.00,
65,Rodrigo Motoki,99.00,
66,Sindre Hansen,98.00,
67,OJBKC,97.00,
68,a_xing_,94.00,
69,A Zgirouski,94.00,
70,makaproon,90.00,
71,Hugh_Hustler,90.00,
72,haven2025,87.00,
73,BronBron23,86.00,
74,TheWall_,86.00,
75,liuyidao021430,85.00,
76,fatpanda17,85.00,
77,AAC777,84.00,
78,P9499-3329,82.00,
79,tarnopolsky2306,82.00,
80,Evgeny Nazarev,81.00,
