Rank,Nickname,Points,Prize
1,000982@,5765.00,150.00
2,DCB1234,4935.00,120.00
3,shake ying,4773.00,100.00
4,Quebracho_EV,4199.50,85.00
5,pacoryan,3816.50,70.00
6,Parostatek,3704.00,55.00
7,yayalailo,3584.50,45.00
8,BaddTeddy,3504.00,35.00
9,Loosepls,2827.00,30.00
10,A-BAO,2637.00,25.00
11,Kirill Ivantsov,2561.50,25.00
12,ragerB,2515.50,20.00
13,RSNL,2485.00,20.00
14,FocusLebao,2421.00,20.00
15,Turtlebet,2408.00,18.00
16,CNEK,2327.00,18.00
17,skllzklerz,2187.00,16.00
18,kkchena,2126.50,16.00
19,samgwan,2057.50,15.00
20,TheFoldfather,2028.50,14.00
21,ArthurCorda,1983.00,13.00
22,neverfoldes,1950.00,13.00
23,bluffer111,1880.00,12.00
24,And then you,1703.50,12.00
25,SBSTNBOCCO,1695.00,11.00
26,June The Shark,1631.50,11.00
27,dezhoulaoda,1567.00,11.00
28,MZ998,1435.50,10.00
29,Trooper90,1398.50,10.00
30,iguesss,1353.00,10.00
31,Hermetics12,1351.00,9.00
32,KingOfHearts25,1269.50,9.00
33,Sbawn ye,1251.00,9.00
34,CHHH777,1235.00,8.00
35,Alan Watts,1218.00,8.00
36,fearteller,1187.00,8.00
37,SquirtleBae,1143.00,8.00
38,Kkrimz,1116.00,7.00
39,jinyu168,1112.00,7.00
40,Navuhodonosr,1100.00,7.00
41,Sofii,1062.50,6.00
42,Fischercito,1001.00,6.00
43,DiWangJing,992.00,6.00
44,SpravaMyasoBlt,992.00,6.00
45,Rob3rt0,973.00,6.00
46,FluffyLamb,970.00,6.00
47,Hot Spring,960.00,6.00
48,ab194361,957.00,6.00
49,Plutonium239,952.00,6.00
50,Pyku-3arpe6yku,839.00,6.00
51,dysonman89,811.00,5.00
52,K1LLSHOT,807.00,5.00
53,JogaBonito11,796.00,5.00
54,Compostela,791.00,5.00
55,RiverKingDan,790.00,5.00
56,Tinaxin888,790.00,5.00
57,OG-Tmpla,762.50,5.00
58,fish@fish_,758.00,5.00
59,LUNNNNNN7,733.00,5.00
60,Kam1248,733.00,5.00
