Rank,Nickname,Points,Prize
1,Osgiliath,1112.00,750.00
2,LiterallyPohui,801.50,580.00
3,Azarix,750.00,450.00
4,morfondu,639.50,350.00
5,NOOOWAY,615.00,270.00
6,Roman Duong,553.00,230.00
7,Owl Howell,475.00,210.00
8,Andrey Kuklin,417.50,190.00
9,Lavoisier,409.00,170.00
10,Avalorn12,409.00,150.00
11,Matheus Souza,407.00,140.00
12,Mugi-Chan,405.00,130.00
13,FitzyE,374.00,120.00
14,Plsdontbluff,362.00,110.00
15,VielenDank,334.50,100.00
16,Pathetic Beluga,331.00,100.00
17,AbundanceFlow,319.00,90.00
18,PINK FLOYD,317.00,90.00
19,David Lacasa,303.50,80.00
20,Cameron Couch,295.00,80.00
21,Revan7,288.00,70.00
22,QiangA,250.00,70.00
23,Mike wang x,241.00,70.00
24,BeoXXG,240.00,70.00
25,LeLoup24,236.00,60.00
26,Robbert Stevens,229.00,60.00
27,Hantren,204.00,60.00
28,Shiny__Flakes,202.50,50.00
29,And Stoenescu,193.00,50.00
30,Mister_MJ,183.00,50.00
