Rank,Nickname,Points,Prize
1,Carantin1,48437.00,30.00
2,GODHAND!,47740.00,25.00
3,GGPeru,41908.00,21.00
4,FOCUS GOD,39859.00,21.00
5,glorytohk,37269.00,17.00
6,Scuffed,36875.00,17.00
7,dayanmei,36350.00,13.00
8,phamnhantutien,35407.00,13.00
9,SixthSpeed,34889.00,10.00
10,brownside,34572.00,10.00
11,Xiaomia3hp,34395.00,7.00
12,vekt0r,31654.00,5.00
13,Save Me River,28925.00,5.00
14,Asthma88,24980.00,5.00
15,Cratosgen,24478.00,5.00
16,Dankwin,24317.00,4.50
17,zruo613,23119.00,4.50
18,IBabushkaI,22535.00,4.00
19,ZZZK17,22346.00,4.00
20,Galtran,21405.00,4.00
21,TrueteIIer,20873.00,3.50
22,Thorny,20465.00,3.50
23,Transurfing___,20331.00,3.50
24,so1id,20313.00,3.50
25,Wraithblade,19867.00,3.00
26,Alena K-a___13,19404.00,3.00
27,wwwshshownown,19356.00,3.00
28,Rocio Palermo,19353.00,3.00
29,psihoO,19168.00,3.00
30,HARU74,19022.00,2.50
31,Jsatoooo,18989.00,2.50
32,Steamroller9,18661.00,2.50
33,andylu,18649.00,2.50
34,FishenROLL,18469.00,2.50
35,PiluginKirill,18307.00,2.50
36,JamG777,17778.00,2.00
37,x- invoker -x,16955.00,2.00
38,taokouzi,16396.00,2.00
39,kratos13,16347.00,2.00
40,0xAT,16340.00,2.00
41,alwaysnats7,16141.00,2.00
42,FourKingBell,16004.00,2.00
43,MLSRIP,15987.00,2.00
44,CccchrisssS,15799.00,2.00
45,freestyle123,15573.00,2.00
46,chelo_tzr,15464.00,2.00
47,Japaloiro,15341.00,2.00
48,BEPATIENT,15167.00,2.00
49,Z@RiN@,14971.00,2.00
50,HZQ88,14901.00,2.00
51,i4444,14866.00,2.00
52,Par1sH1lton,14614.00,2.00
53,jokerknife,14502.00,2.00
54,kislisin,14448.00,2.00
55,eimonkogure,14447.00,2.00
56,Rake4high,14421.00,2.00
57,poker_m5,14165.00,2.00
