Rank,Nickname,Points,Prize
1,miaomiao1234,47558.00,150.00
2,4ydo_,36806.00,110.00
3,Ryokan Taigu,34021.00,100.00
4,zypyy,32293.00,90.00
5,yyjyjj,27960.00,80.00
6,QZX-A@,27181.00,80.00
7,Misclickking,26483.00,70.00
8,bxjqdba,25272.00,70.00
9,Hiu Chun Leung,22689.00,60.00
10,Elonone,21534.00,60.00
11,nlnlobo,21493.00,50.00
12,vaqa654,21361.00,40.00
13,CrownUguy,20188.00,30.00
14,kderling,19945.00,20.00
15,GrimLee,19678.00,16.00
16,BetBetAllin!!,19454.00,16.00
17,ironbet,19058.00,15.00
18,cyvzjwqk,18527.00,15.00
19,KibagamiGenjuro,17591.00,15.00
20,PuertoVallarta,17306.00,14.00
21,Stanley_ho,17218.00,14.00
22,EP0nGe,16955.00,14.00
23,realabk,15889.00,14.00
24,Bule-bule-bule!,15708.00,13.00
25,Haim Kael,14742.00,13.00
26,R Nevak,14557.00,13.00
27,ThaPokerG,14423.00,13.00
28,Masstinha,14036.00,12.00
29,buzta,12703.00,12.00
30,Jianggg,12695.00,12.00
31,slayer_66,12602.00,12.00
32,kangdaniel,12571.00,12.00
33,NYixuan-jialian,12509.00,11.00
34,Namooo,12330.00,11.00
35,ppgb@,12303.00,11.00
36,vital429,12199.00,11.00
37,PIPOCA,12124.00,11.00
38,LeGi4,12092.00,10.00
39,3xcellentGTO,11912.00,10.00
40,HumbleJake,11764.00,10.00
41,MISS ALL SUNDAY,11746.00,9.00
42,gambleluck,11415.00,9.00
43,Hermy[Nit],11185.00,9.00
44,PP12356,11138.00,9.00
45,Neo53,10576.00,9.00
46,artyurpet222,10552.00,9.00
47,cantlosesor,10489.00,9.00
48,OCESOLAPA,10472.00,9.00
49,chrams,10379.00,9.00
50,bAlleskAnk,10296.00,9.00
51,FreeYB,10245.00,9.00
52,FRUITS TEA,10131.00,9.00
53,Ezev93,10051.00,9.00
54,SeredaMSK,10043.00,9.00
55,Bobby-88,9847.00,9.00
56,2000 HOURS,9541.00,9.00
57,Dianfu Zhao,9459.00,9.00
58,linuspoker,9386.00,9.00
59,sween2026,9252.00,9.00
60,Ya Luo,9198.00,9.00
61,MPNL,9195.00,9.00
62,kean1992,9151.00,9.00
63,QiaoBZ,9125.00,9.00
64,speed-1,9058.00,9.00
65,loveziyou,8990.00,9.00
66,psychokiller86,8968.00,9.00
67,johnnyflush,8871.00,9.00
68,redrabbit,8744.00,9.00
69,MmLunG,8626.00,9.00
70,WinneeThePush,8591.00,9.00
71,vetal2k,8585.00,9.00
72,BunnyHop,8536.00,9.00
73,Ackerrman,8522.00,9.00
74,Alex Alvarado,8509.00,9.00
