Rank,Nickname,Points,Prize
1,sheshier1,6064.00,120.00
2,chuoc341955AS,5864.00,100.00
3,HaoFeng888,5501.50,80.00
4,OmgItsLuigi,5062.00,65.00
5,IRiverYouShiver,4839.50,50.00
6,GGFocusN,4422.50,40.00
7,Beblebabla,3568.00,35.00
8,Hateful_8th,3377.50,30.00
9,Violet@,3235.00,25.00
10,Ridikulus,3086.00,20.00
11,pzzz777,3069.00,15.00
12,Dr Gener,2624.00,14.00
13,mffff333,2338.50,13.00
14,ro2hok,2304.00,12.00
15,Shamamix,2248.50,11.00
16,asher llee,2170.00,11.00
17,WHWF,2167.00,10.00
18,Oldbob67,2160.50,10.00
19,SharpeShooter,2066.50,9.00
20,Smeargle,2051.00,9.00
21,FinalBoss!!!,1967.00,8.00
22,kid2507,1902.00,8.00
23,ROou,1855.00,8.00
24,lukaaso,1821.00,7.00
25,devil mom,1815.00,7.00
26,LuckyPro233,1803.00,7.00
27,YunMillion,1747.50,7.00
28,godthree,1742.50,7.00
29,EV_Burn3r,1712.00,6.00
30,GGDAXIAMI,1630.00,6.00
31,supermmcc,1620.00,6.00
32,freekingall,1619.50,6.00
33,Fingolfin89,1619.00,6.00
34,Mr Chips,1613.00,6.00
35,MKP [Ginta],1561.00,6.00
36,2andahalfmen777,1560.00,5.00
37,VP34,1522.00,5.00
38,Bam1,1478.00,5.00
39,BlindingLight,1429.00,5.00
40,abadasini,1426.50,5.00
41,lluckyQueen,1379.50,4.00
42,mikison200,1353.00,4.00
43,KLLLLL,1343.00,4.00
44,dezhoutiancai,1331.00,4.00
45,Julyai852,1256.00,4.00
46,DragonBenoni,1245.00,4.00
47,kaliwen94,1237.50,4.00
48,yong19830806,1214.50,4.00
49,pacoryan,1190.00,4.00
50,HuangYeJun,1176.00,4.00
51,0sincerity,1173.50,4.00
52,DJdkll,1172.00,4.00
53,T_rex!!M,1168.00,4.00
54,youdayong666,1167.50,4.00
55,Shadow2024,1143.00,4.00
56,Bobh2,1120.50,4.00
57,lukou111,1118.50,4.00
58,TrueGood,1118.00,4.00
59,Iamclownfish,1111.00,4.00
60,ChrisEggWhite,1093.00,4.00
61,amor-fati,1080.00,3.00
62,nemoim,1079.00,3.00
63,cccccchh,1072.00,3.00
64,Middleee,1067.00,3.00
65,josemir83,1061.00,3.00
66,Ara66,1048.00,3.00
67,xiaobangbang,1047.50,3.00
68,Nikolaikos63,1029.00,3.00
69,Megechi Kham,1024.00,3.00
70,cant5t0p,1021.00,3.00
71,Dmig-21C,1009.00,3.00
72,lkjhgfdsazxcvbn,1003.00,3.00
73,mich_bjukenon,995.00,3.00
74,AAKK685,988.00,3.00
75,Kasheshan,985.50,3.00
76,AK-May,981.00,3.00
77,ArtPapazyan,979.00,3.00
78,Selina-,978.00,3.00
79,Tangchunmei,974.50,3.00
80,NNiu@,971.00,3.00
81,Makymaky,962.00,3.00
82,yar_stein,958.00,3.00
83,Texan55,954.00,3.00
84,DWB89,946.00,3.00
85,luckyxiaodai,940.00,3.00
86,taiswailou,898.00,3.00
87,buyaoBBw,891.00,3.00
88,dunno_grind,881.00,3.00
89,skvmsdkvmfdk,879.00,3.00
90,katrinka,879.00,3.00
91,SheepZK,879.00,2.50
92,voyporuno,848.50,2.50
93,dezhoulaoda,832.00,2.50
94,Rrahmani09,793.00,2.50
95,Shani Dev,788.00,2.50
96,Alex240789,772.00,2.50
97,111 BB,771.00,2.50
98,Poker Lins,768.00,2.50
99,DuzyNiedzwiedz,765.00,2.50
100,NiuBHonghong,764.00,2.50
