Rank,Nickname,Points,Prize
1,Vesper_31,38274.00,600.00
2,alphlooo,29007.00,500.00
3,vmestozavodika,31288.00,450.00
4,Gumshark,30105.00,400.00
5,peyotecoyote,26020.00,350.00
6,Kamil Szulc,25187.00,350.00
7,Jin Ao Wang,22536.00,300.00
8,Oscar1109,21983.00,300.00
9,liangdushe,20179.00,250.00
10,HikkaMikka,20023.00,250.00
11,H Pesonen,19660.00,210.00
12,David Keta,18748.00,170.00
13,ERICOKE,17453.00,130.00
14,nandao12,15613.00,110.00
15,KharaziSAN,14649.00,90.00
16,darionoDhad,13992.00,90.00
17,fish-cht,13829.00,90.00
18,Thesis,13324.00,90.00
19,AmatsukaAmu,13048.00,90.00
20,morfondu,12550.00,80.00
21,TakeMyTilt,12346.00,80.00
22,BSRR,12150.00,80.00
23,isildur9569,11866.00,80.00
24,Vesper_31,11760.00,80.00
25,kkchena,11142.00,80.00
26,HaveAAdream_1,11040.00,80.00
27,nattereri Kner,10600.00,80.00
28,BethHarmon2026,10172.00,80.00
29,DOMINATE__,10145.00,80.00
30,Dilemmaa,10076.00,80.00
31,Felix Hu,9947.00,70.00
32,Franz Jaeger,9639.00,70.00
33,Elean0re,9501.00,70.00
34,sp1ros,9286.00,70.00
35,Anton Zinatov,9256.00,70.00
36,yingxionga,9162.00,70.00
37,WhakaTaka,8884.00,70.00
38,AmitRomem,8836.00,70.00
39,pokermonies,8821.00,70.00
40,ELENA1305,8778.00,70.00
41,KATSP45,8745.00,60.00
42,JH66610,8741.00,60.00
43,HORN3T,8733.00,60.00
44,bbb135di,8685.00,60.00
45,Orange_Minus,8645.00,60.00
46,Papik_Mihail,8554.00,60.00
47,27oop Allin,8378.00,60.00
48,HumanityExp!871,8235.00,60.00
49,pad ka prao,8215.00,60.00
50,HillSizeToHS,8151.00,60.00
51,PilotAA,7801.00,60.00
52,Tinpooooo,7741.00,60.00
53,wild garza,7734.00,60.00
54,Gilbertjj,7572.00,60.00
55,Supppppppp,7403.00,60.00
56,Saulo Costa,7279.00,60.00
57,trollbag,7255.00,60.00
58,SHUTUPMONEY,6954.00,60.00
59,liaogh5,6813.00,60.00
60,Old TRee,6795.00,60.00
61,SsssssH,6776.00,60.00
62,Stur Ungar,6767.00,60.00
63,watch_it,6612.00,60.00
64,NoArmor_,6585.00,60.00
65,Woody Pride,6585.00,60.00
66,Igor Stevanovic,6493.00,60.00
67,DonatikS,6441.00,60.00
68,Brelan Cohen,6434.00,60.00
69,Njord777,6313.00,60.00
70,Kruzzzin,6252.00,60.00
71,Cyph3rr,6232.00,60.00
72,DDooDDoo,6193.00,60.00
73,hiitsme,6165.00,60.00
74,ll_Kiwicito_ll,6154.00,60.00
75,ThreeBetKing105,6050.00,60.00
76,HONEY Well,6040.00,60.00
77,Brickt63,6012.00,60.00
78,LunarWisp,6002.00,60.00
79,XianxianOO30,5861.00,60.00
80,Simuy Raporo,5854.00,60.00
81,FrenchRiviera,5733.00,60.00
82,Diego A Torres,5682.00,60.00
83,WuSaQi,5669.00,60.00
84,El Gugondo,5636.00,60.00
85,GGEZGG,5632.00,60.00
86,ENDG4ME,5628.00,60.00
87,johnmart,5620.00,60.00
88,V Zheleztsov,5597.00,60.00
89,kwn_,5576.00,60.00
90,Rick Rule,5576.00,60.00
91,B Riemann,5565.00,60.00
92,huoyanshan,5532.00,60.00
93,csagile9,5525.00,60.00
94,Al-Baida,5518.00,60.00
95,Robin Lecomte,5517.00,60.00
96,Metsuki-Sutemi,5474.00,60.00
97,AdAugusta,5444.00,60.00
98,nosleep02,5426.00,60.00
99,cyhnjupt7,5360.00,60.00
100,ToxicF[][][][]r,5334.00,60.00
101,LuckyStrike2026,5316.00,
102,Bobby_Fisher@,5220.00,
103,Draco809,5164.00,
104,msk18,5128.00,
105,vasedaic,5043.00,
106,wei2huge,4974.00,
107,xuyayaa,4969.00,
108,ChopBlock,4895.00,
109,Vinicius C,4863.00,
110,Specter0007,4827.00,
111,livendream,4762.00,
112,Never Aof Never,4658.00,
113,MEGAM1ND,4590.00,
114,moyuke001,4550.00,
115,B3ttingB1G,4517.00,
116,Herkulidis,4458.00,
117,Beer y GinTonic,4229.00,
118,como-estas,4218.00,
119,lucky goose,4169.00,
120,A Morkos,4158.00,
