Rank,Nickname,Points,Prize
1,joaking223,1971.00,500.00
2,KrumRygg,1623.00,400.00
3,AiKami,1526.00,320.00
4,Bankrollcall,1433.00,260.00
5,G Reis Santos,1218.00,210.00
6,Ticheross,1166.50,170.00
7,IntoTheVoid,1107.50,140.00
8,Jaloseis,1084.00,110.00
9,StatiCKy,876.00,90.00
10,Marc McLaughlin,811.00,70.00
11,LosMuchosHeapos,786.00,70.00
12,Iblundered,763.00,60.00
13,Lavoisier,757.00,60.00
14,pedicel,678.00,60.00
15,Filip685,651.00,60.00
16,Tabbypoint,645.00,60.00
17,Flod-Trun,598.50,60.00
18,ooo118,536.50,50.00
19,sp1ros,492.00,50.00
20,Btrthnyou,490.00,50.00
21,Dirlanda,461.00,50.00
22,FrequencyRaiser,461.00,50.00
23,IwantMiIIioN,440.00,50.00
24,Nassgebiet,413.00,50.00
25,GenerousGod,412.00,40.00
26,And Stoenescu,387.00,40.00
27,fish130,387.00,40.00
28,Alex Wejdrup,379.00,40.00
29,YourSweetLover,373.00,40.00
30,BerryTTT,371.50,40.00
31,Caloggero T,349.00,40.00
32,ZEV13,347.50,40.00
33,Via negativa 97,342.00,40.00
34,JBSMJ,337.00,40.00
35,Hanaiakamalama,322.50,40.00
36,FriendlyGambool,318.00,40.00
37,tan god,295.00,30.00
38,wild garza,287.00,30.00
39,jaeahkim,279.50,30.00
40,LeopardodaVinci,278.00,30.00
41,chernobubles,275.00,30.00
42,guanguanwi,269.50,30.00
43,KoldunJafar,269.00,30.00
44,Luilly Ponce,263.00,30.00
45,Fuzanglong-,256.00,30.00
46,Kakic,249.00,30.00
47,HTHL888,245.00,30.00
48,DelaGaya,241.00,30.00
49,MarinaAndrieski,239.00,30.00
50,MMelo,236.00,30.00
51,JustaChad,224.00,30.00
52,Animal8,221.00,30.00
53,JohnBooker,216.00,30.00
54,K-WOO,209.00,30.00
55,b365@,207.50,30.00
56,Andrew Tate III,207.00,30.00
57,agamerr,194.00,30.00
58,ratyian77,189.00,30.00
59,C4shUnutsG4i,179.00,30.00
60,markk11,179.00,30.00
61,aIIIIIIIII,175.00,25.00
62,TTR164030441,171.50,25.00
63,Marko Lekic,171.00,25.00
64,Pubba,168.00,25.00
65,Purechaox,165.50,25.00
66,HONGLIXIE2025,164.00,25.00
67,wei2huge,163.50,25.00
68,xingyunbaobao,163.00,25.00
69,ParisDedes,157.00,25.00
70,ldsx990117,152.00,25.00
71,LavrenAA,152.00,25.00
72,JasonG666666,152.00,25.00
73,Don pokerito,151.50,25.00
74,Beer y GinTonic,147.50,25.00
75,7even86,147.00,25.00
76,Inaliko,146.00,25.00
77,MyChipsRGreasy!,143.00,25.00
78,Hssssss_,142.50,25.00
79,maddsda,141.00,25.00
80,Tong74,139.00,25.00
81,Miha Gabric,139.00,25.00
82,paree18AA,139.00,25.00
83,D Duberstein,138.50,25.00
84,All in Bleff,137.00,25.00
85,VONTRUNG,134.00,25.00
86,naturalnoob,132.00,25.00
87,whacker11,128.00,25.00
88,T-bag!!,126.00,25.00
89,GinTOnick,124.50,25.00
90,sp0tlight,121.00,25.00
91,Petike_,121.00,
92,Yffffy,119.00,
93,Fuckuall,117.00,
94,Rgogo,116.50,
95,Wind Warning,113.00,
96,Gokuzzz7_,113.00,
97,fangfeiaa,113.00,
98,HxHxAA,112.00,
99,tX0miN,109.00,
100,lenman555,104.00,
