Rank,Nickname,Points,Prize
1,Jean Lhuillier,593.50,1200.00
2,SirPauI,537.50,800.00
3,N Evdokimov,503.00,550.00
4,LiangLEEE,452.50,430.00
5,Siebe Hartog,437.50,390.00
6,Osgiliath,392.50,350.00
7,Angelo Krom,346.00,320.00
8,Sharp red hands,339.50,290.00
9,Plsdontbluff,336.50,260.00
10,Gabor Burgony,247.00,240.00
11,M Papiernik,238.50,220.00
12,SirPaul,230.00,200.00
13,P Sekinger,214.00,180.00
14,Evgeny Nazarev,189.00,170.00
15,TropicalTilt,181.00,160.00
16,cherry2022,173.50,160.00
17,N Dobrachev,158.00,150.00
18,Roeland Peeks,158.00,140.00
19,KTGM,156.00,130.00
20,Fxltsby,151.00,120.00
21,I MP I,149.00,120.00
22,VielenDank,140.00,110.00
23,Liam Brooker,124.00,110.00
24,Aof46,115.00,100.00
25,Pagenotfound4o4,111.00,100.00
