Rank,Nickname,Points,Prize
1,hongshan1,6223.50,150.00
2,Kaizoku Zoro,5501.00,120.00
3,A-BAO,4952.50,100.00
4,Crazy_Lizzi,4784.00,85.00
5,shake ying,4556.00,70.00
6,MikaPaasonen,4186.00,55.00
7,Valteriod,4016.00,45.00
8,Chan Chu,3551.00,35.00
9,GTOAPPrentice,3333.00,30.00
10,SzymonK,3184.50,25.00
11,Perro Dinero,2858.00,25.00
12,AmongTheTrees!,2616.00,20.00
13,Javepoker,2486.00,20.00
14,cccccchh,2400.00,20.00
15,am riduri,2399.50,18.00
16,Turtlebet,2254.00,18.00
17,BaddTeddy,2249.50,16.00
18,DeepAntE,2116.00,16.00
19,S Scherbovsky,2067.00,15.00
20,quimebasallo,1936.00,14.00
21,zaiyuan1,1900.00,13.00
22,LICHARDO,1871.00,13.00
23,Hellowestkkk,1753.00,12.00
24,Mindsetmdp,1708.00,12.00
25,FidelCashPro,1653.00,11.00
26,Zumbazippo,1604.00,11.00
27,KoosWerkloos,1567.00,11.00
28,MateeCocido,1554.00,10.00
29,Roly Poly,1478.00,10.00
30,Maxplan,1348.00,10.00
31,gogo_jungle,1340.00,9.00
32,Scrollr,1339.00,9.00
33,rocKoK,1333.00,9.00
34,PKWiz,1297.00,8.00
35,ALLPC,1250.00,8.00
36,Quebracho_EV,1213.00,8.00
37,MrManok,1194.00,8.00
38,DiWangJing,1150.00,7.00
39,111XXX,1141.50,7.00
40,Virtud,1126.00,7.00
41,Bifrost,1094.00,6.00
42,M1ckey1616,1083.00,6.00
43,BuNkR_B,1025.00,6.00
44,Edelweiss128,982.50,6.00
45,HUAZI1123,969.00,6.00
46,U-C-O,925.00,6.00
47,dalepalmer,913.00,6.00
48,Paszuly,912.50,6.00
49,DiepBaoAnh,890.50,6.00
50,samgwan,882.00,6.00
51,MaxExploit,821.00,5.00
52,victumsempra,787.00,5.00
53,Max Betstappen,780.00,5.00
54,JogaBonito11,763.00,5.00
55,sbody,756.00,5.00
56,IKAKQJT,730.00,5.00
57,axis7,724.00,5.00
58,LV-PR,691.00,5.00
59,bibiip,691.00,5.00
60,ksly,688.50,5.00
61,MikiBr,684.50,
62,RogerroooONY,679.00,
63,Hateful_8th,675.00,
64,xiaoyuuu0525,656.50,
65,Ridikulus,641.00,
66,0TO200,639.00,
67,Pwk25,619.00,
68,fcjlakj,612.00,
69,FluffyLamb,604.00,
70,Rob-T,600.50,
71,xhyyyyy,597.00,
72,111 BB,595.00,
73,DoctorDoom,594.00,
74,Zdravko19,593.50,
75,Icook,581.00,
76,Richard8088,576.00,
77,Humo23,571.00,
78,GGfish90Tian,569.50,
79,RPB078,566.00,
80,djb0715,559.00,
