Rank,Nickname,Points,Prize
1,Apologia,34249.00,400.00
2,Scern3,32114.00,320.00
3,alphlooo,30204.00,260.00
4,EniboyAA,29931.00,220.00
5,Vesper_31,29458.00,200.00
6,messica,26762.00,180.00
7,Kalthorr,25025.00,160.00
8,A Selimhanov,24067.00,160.00
9,Loosepls,23139.00,140.00
10,PilotAA,23025.00,140.00
11,dispose,23002.00,120.00
12,am riduri,20849.00,100.00
13,pinochart,20383.00,80.00
14,3button,19509.00,80.00
15,arkgu,19331.00,60.00
16,Rake2High,18752.00,60.00
17,Terasu,18263.00,60.00
18,MMysteryPPlayer,18048.00,60.00
19,TvP-,17953.00,50.00
20,SmileSD,17500.00,50.00
21,ERICOKE,17048.00,50.00
22,SpecialKind,16318.00,50.00
23,dthm60dsa,15582.00,50.00
24,Dedyla,15474.00,50.00
25,Melodymelomelo!,14280.00,50.00
26,Caio Pessagno,14244.00,50.00
27,xdks2510,14081.00,50.00
28,AAbanan123,13948.00,50.00
29,Te88er4ct,13938.00,50.00
30,valuesystem,13726.00,50.00
31,k-peSx5u,13044.00,40.00
32,shuzhuan,12982.00,40.00
33,diaobin946b,12776.00,40.00
34,ahquetpoche,11785.00,40.00
35,GTOAPPrentice,11565.00,40.00
36,wakutin0220k,11419.00,40.00
37,cantgopro,10951.00,40.00
38,stayhighh,10891.00,40.00
39,FreeSpiirit,10232.00,40.00
40,PepSi_Zero,9917.00,40.00
41,tan ren,9483.00,40.00
42,Destiny_HY,9474.00,40.00
43,Yipee,9340.00,40.00
44,Carol98,9256.00,40.00
45,P_Pokerr,9186.00,40.00
46,b49f28a,9137.00,40.00
47,1010gosu,9053.00,40.00
48,WelshXavi,8885.00,40.00
49,RickKackis,8812.00,40.00
50,V@lueTheSpot,8422.00,40.00
51,Roger Fedex,8366.00,40.00
52,Stuntkabouter,8337.00,40.00
53,MINONOLL,8264.00,40.00
54,Cankum!,8210.00,40.00
55,Greed Island,8210.00,40.00
56,BBJey,8193.00,40.00
57,MateyM47,7936.00,40.00
58,Dawei Peng,7468.00,40.00
59,rocketman22,7435.00,40.00
60,yyp2026,7396.00,40.00
61,Comfys,7387.00,30.00
62,sky--,7273.00,30.00
63,WTD6702,7270.00,30.00
64,whyser4,7094.00,30.00
65,ggheee,7076.00,30.00
66,Audaxis,7075.00,30.00
67,Banana!!,6994.00,30.00
68,LukasTseng,6975.00,30.00
69,POKER[JUSTICE]!,6960.00,30.00
70,goodluck-gg,6896.00,30.00
71,successus247,6849.00,30.00
72,akiras12,6772.00,30.00
73,Blackmelody,6754.00,30.00
74,Kabens,6744.00,30.00
75,OPPENHE1MER!,6721.00,30.00
76,jianglong wudi,6719.00,30.00
77,DA_VEPLA,6714.00,30.00
78,Dilemmaa,6650.00,30.00
79,roooooocky,6561.00,30.00
80,wulitouer,6548.00,30.00
81,CheckTheFL0P,6501.00,30.00
82,QTPG,6477.00,30.00
83,Jsui,6384.00,30.00
84,LordB,6312.00,30.00
85,krizhiki voloki,6268.00,30.00
86,ki19,6229.00,30.00
87,liaogh5,6227.00,30.00
88,Maloney1337,6182.00,30.00
89,WattCha,6175.00,30.00
90,Davide Crenna,6150.00,30.00
91,NoCaII,6146.00,30.00
92,1st place,6123.00,30.00
93,GilesWang,6111.00,30.00
94,mobius16,6065.00,30.00
95,ALEXALEXYXUNG,6063.00,30.00
96,PSYXRAIMOS_gto,6031.00,30.00
97,dkwmeod,6030.00,30.00
98,FunnyFellow,5976.00,30.00
99,Luckyzo3,5935.00,30.00
100,calmdownbond,5932.00,30.00
101,IONEQ__,5923.00,30.00
102,KATSP45,5879.00,30.00
103,FuSSion,5835.00,30.00
104,plzW,5770.00,30.00
105,suhhhh,5754.00,30.00
106,21yo,5753.00,30.00
107,vasedaic,5752.00,30.00
108,SOQIS,5742.00,30.00
109,aniccAAnicca,5725.00,30.00
110,Ommachubeachban,5723.00,30.00
111,madamjung,5703.00,30.00
112,Jave1in,5681.00,30.00
113,Mrhiphop07,5678.00,30.00
114,vjsHfsi,5650.00,30.00
115,y!_!@,5622.00,30.00
116,cntgs,5619.00,30.00
117,anyi2026,5613.00,30.00
118,David Keta,5611.00,30.00
119,imase,5600.00,30.00
120,RoA34,5577.00,30.00
121,Chinese Kungfu,5544.00,30.00
122,Xtar,5538.00,30.00
123,m@ri@m,5520.00,30.00
124,Dennis Henn,5518.00,30.00
125,kei2000,5514.00,30.00
126,tlhk,5511.00,30.00
127,Jack4suited,5447.00,30.00
128,xiaohsuan777,5446.00,30.00
129,afjirsJfa,5436.00,30.00
130,Fish_CJ,5432.00,30.00
131,LeJiMen,5427.00,30.00
132,p_b_s_b,5413.00,30.00
133,pingfandeshijie,5412.00,30.00
134,CrushMinder6,5387.00,30.00
135,Trlove20,5378.00,30.00
136,aliasx177,5369.00,30.00
137,Tears4Fearss,5367.00,30.00
138,Mopic,5358.00,30.00
139,The_Christ,5339.00,30.00
140,will_rodders,5326.00,30.00
141,rongyaoxi,5306.00,
142,SadFap,5300.00,
143,Peace and l0ve,5284.00,
144,Chrysalis,5279.00,
145,Taekwon85,5241.00,
146,Acfrif,5210.00,
147,MaxwellMaxwell,5096.00,
148,TheAndejos,5089.00,
149,Jack Zhanghx,4906.00,
150,TTNTTNTT,4836.00,
151,Wani777,4836.00,
152,Tenng,4784.00,
153,lvp1,4710.00,
154,zebragoat,4627.00,
155,Olive_06,4618.00,
156,baladrill,4557.00,
157,XunXianCBD,4498.00,
158,jennt,4474.00,
159,Crush-You-ALL,4455.00,
160,jeniaamerika7,4424.00,
