Rank,Nickname,Points,Prize
1,LiterallyPohui,801.50,1200.00
2,zengyihao19,784.00,800.00
3,Fakerbymywold,741.00,550.00
4,Siebe Hartog,725.00,430.00
5,MillonaireWolf,666.00,390.00
6,George Froggatt,619.50,350.00
7,Roman Duong,583.00,320.00
8,Jean Lhuillier,515.00,290.00
9,Cameron Couch,510.00,260.00
10,R Gabdullin,465.00,240.00
11,NOOOWAY,461.00,220.00
12,ACDC7Rock,444.00,200.00
13,N Evdokimov,410.50,180.00
14,AV3RAGE,408.50,170.00
15,OpenPalm,401.00,160.00
16,PadThaiYung,357.00,160.00
17,U Sidoranka,339.00,150.00
18,knxwledge,321.00,140.00
19,Angelo Krom,300.00,130.00
20,I MP I,286.00,120.00
21,Roeland Peeks,283.00,120.00
22,Zeljko Tokic,280.00,110.00
23,Davide Suriano,271.50,110.00
24,F Nuetzel,263.00,100.00
25,SirPauI,238.50,100.00
26,somehours,237.00,
27,Gabor Burgony,179.00,
28,J Schusteritsch,166.00,
29,BasiniK,165.50,
30,ALEXALEXYXUNG,157.00,
31,VietJetAir,142.00,
32,Matheus Souza,129.00,
33,Checazzofai,95.00,
34,CiuciMima,94.00,
35,B__0__S__S,87.00,
36,Hit hit!,75.00,
37,WhataRiver,72.00,
38,Beer y GinTonic,70.00,
39,Fantian001,69.00,
40,forh7,58.00,
