Rank,Nickname,Points,Prize
1,GeneralSiska,3004.50,350.00
2,Ude Party,2600.50,270.00
3,Leandro Souza,2383.00,210.00
4,Gaffero,2180.00,170.00
5,Slopertje,1838.00,130.00
6,iantampolski,1796.00,100.00
7,Stevie Jazz,1702.50,80.00
8,successus247,1642.00,60.00
9,slowtempo,1451.00,50.00
10,WOoooo!!!,1374.00,50.00
11,pohyikol,1311.50,40.00
12,Vinicius C,1253.00,40.00
13,Tangyuan_,1184.50,30.00
14,Jeronemoon,1162.00,30.00
15,AdAugusta,1149.00,30.00
16,hot2026,1112.00,30.00
17,shtrfgb,1067.50,25.00
18,Szczepanowski,1026.00,25.00
19,MarioMario10,1017.00,25.00
20,TAILZ,974.00,25.00
21,GiorDream,931.00,25.00
22,Jack4suited,901.50,25.00
23,Barry1961,815.00,25.00
24,N Dubovskiy,803.00,20.00
25,MaestroRUS,786.50,20.00
26,GGbannedMe,784.00,20.00
27,EveryDayHere,775.00,20.00
28,Kerchak,774.00,20.00
29,Dreamyen1987,746.00,20.00
30,Call Me Tincho,672.00,20.00
31,Thesis,669.00,20.00
32,ForwardOnly,654.00,20.00
33,CatETH,652.50,20.00
34,Nikolo_Budkin,647.50,15.00
35,Domboricrew,644.00,15.00
36,krosse-hosse,640.00,15.00
37,FriendlyGambool,636.00,15.00
38,SanSanJo!,631.00,15.00
39,El Apostochito,629.00,15.00
40,ascended,626.00,15.00
41,Caipirinhas,621.00,15.00
42,AsanteOnwatugwu,619.00,15.00
43,imafish2,616.00,15.00
44,Blackmelody,593.00,15.00
45,ILovEnrichetta,568.00,15.00
46,helloting,558.00,15.00
47,th0rr,556.00,15.00
48,ERA7ER,537.00,15.00
49,S Kaiba,490.00,15.00
50,TheGreedy,479.00,15.00
51,BBeatClownfish,466.00,15.00
52,R Malakhov,466.00,15.00
53,Thu_Z,455.00,15.00
54,bajot,440.50,15.00
55,Mafalda100,439.00,15.00
56,kolaz03,415.50,15.00
57,JohnPoulB10,410.00,15.00
58,Nightwish !,402.00,15.00
59,JC Saavedra,395.00,15.00
60,lloger,392.00,15.00
61,DuncanAjdaho,389.00,15.00
62,DhandoInvestor,384.00,15.00
63,Rangerer,383.00,15.00
64,End of Summer,382.50,15.00
65,kk0527,364.50,15.00
66,WannaParties,364.00,15.00
67,AlexTheGreatMKD,363.00,15.00
68,JackpotBee,360.00,15.00
69,ThereWay,355.00,15.00
70,Hyperventilatin,354.00,15.00
71,COBRAS__,349.00,10.00
72,SkinnyGoat,342.00,10.00
73,Neverfoldfish07,342.00,10.00
74,End1,337.00,10.00
75,Sanansaattaja,337.00,10.00
76,WiIITheWise,328.50,10.00
77,imsanturron,319.00,10.00
78,nuts x William,315.00,10.00
79,Mar_KK,310.00,10.00
80,QueenOfDisaster,302.00,10.00
81,Debal25,299.50,10.00
82,HerCyborg,295.00,10.00
83,mikekal98,293.00,10.00
84,AbsoluteResolve,293.00,10.00
85,Pavvelski,290.00,10.00
86,kamfe,289.00,10.00
87,plzW,280.00,10.00
88,OtbBigGandon,278.00,10.00
89,Duncanfau,278.00,10.00
90,Dirlanda,274.00,10.00
91,lungkingheen,274.00,10.00
92,solmon,273.00,10.00
93,ABCD-2023,272.00,10.00
94,ggcapilla,272.00,10.00
95,sebasuper,270.00,10.00
96,SoccerW,265.00,10.00
97,Karkirkurkarkor,263.00,10.00
98,AlwaysTripping,261.50,10.00
99,AAD19,261.00,10.00
100,flowstate23,255.00,10.00
101,Big-niuniu,251.00,10.00
102,haha15,250.50,10.00
103,Love m m,247.00,10.00
104,Egor Bryzgalov,245.50,10.00
105,maauser,244.00,10.00
106,UntilClimax,240.00,10.00
107,dmwyhh,239.00,10.00
108,SeregaChe,234.50,10.00
109,kidutu,233.00,10.00
110,RavenZz_,233.00,10.00
