Rank,Nickname,Points,Prize
1,nandao12,2865.50,200.00
2,BeatToHard,2635.50,160.00
3,xdks2510,2574.50,130.00
4,Artem Semenichev,2392.00,100.00
5,AllinG1,2334.00,80.00
6,Crimson-King,2220.00,60.00
7,Antonymous,2034.00,50.00
8,Zvezda,2013.50,40.00
9,markezinjo,1840.00,30.00
10,WilliamMunny,1825.00,25.00
11,drawingdead@,1573.00,25.00
12,D-C fnn_paty!,1550.00,20.00
13,beloud,1434.00,20.00
14,Liliia_stich,1371.00,20.00
15,sasigeiku,1128.00,20.00
16,ZFZSTAR,1127.00,15.00
17,Mulluss,1110.00,15.00
18,Lynxer,1058.00,15.00
19,Joestar27o,1053.00,15.00
20,philipcanthold,997.50,15.00
21,StupidLatte,964.00,15.00
22,urassisfired,934.00,15.00
23,goiteOneiros,901.00,15.00
24,naatiN,852.00,15.00
25,Sickhumm,840.50,15.00
26,yungCouch,826.50,10.00
27,RiverRatKing,826.00,10.00
28,Shegol111,823.50,10.00
29,MicroBus,785.50,10.00
30,Tisis,781.00,10.00
31,hsuan0527,770.00,10.00
32,prepitek,765.00,10.00
33,Dev1cee,758.00,10.00
34,neo79,725.00,10.00
35,Khomutskikh47,709.00,10.00
36,chisG94,705.00,10.00
37,DoubleUWayne,699.00,10.00
38,surge17,684.00,10.00
39,GoingNL10k,666.00,10.00
40,Lamusydupacicho,654.00,10.00
41,Ivan Stepic,648.00,10.00
42,Xtar,637.00,10.00
43,woody2010,621.00,10.00
44,Creiben,612.00,10.00
45,lasquevuelan,589.50,10.00
46,casio40,576.00,10.00
47,ToxicF[][][][]r,575.00,10.00
48,Insomnia_ya,574.00,10.00
49,S Scherbovsky,558.00,10.00
50,Pasti11,541.00,10.00
51,ChequieroVer,538.00,8.00
52,Gusshina,533.50,8.00
53,Ultra_Instinct,530.00,8.00
54,Donny_D,526.00,8.00
55,TiltedAgain,521.00,8.00
56,Sadovikow-,520.00,8.00
57,Inexpert0,516.00,8.00
58,Oskar Eyduk,515.00,8.00
59,Luzna_guma,503.00,8.00
60,andrechuvak1,502.00,8.00
61,ZFZB,498.50,8.00
62,kinacu,490.00,8.00
63,Valery Gukasov,480.00,8.00
64,Captain Aizen,478.00,8.00
65,YourJinx,462.00,8.00
66,Thu_Z,460.00,8.00
67,ALLPC,456.00,8.00
68,tommybbg,451.00,8.00
69,iamdwang,448.50,8.00
70,Foxtastic,444.00,8.00
71,sktlala,440.50,8.00
72,Vikings1,438.00,8.00
73,Santrope!,437.50,8.00
74,Puchitto,436.00,8.00
75,rightforward,420.00,8.00
76,just plastic!,417.00,8.00
77,ibetyoupayme,412.00,8.00
78,llllNear410llll,412.00,8.00
79,Engesa Osorio,411.00,8.00
80,L4tinA_PorFavor,409.00,8.00
81,vasubansal15,406.00,6.00
82,purochocolate,394.50,6.00
83,Look4theGood,394.00,6.00
84,Serenety,388.00,6.00
85,Vip Hong Chen,385.00,6.00
86,vvictorv,385.00,6.00
87,Sukuna666,384.00,6.00
88,Kokiri,384.00,6.00
89,YuHannah8,382.00,6.00
90,LGG888,382.00,6.00
91,Nesakyk_Mamai,380.00,6.00
92,OopsJack,377.00,6.00
93,thesouldrinker,374.50,6.00
94,Billy Z,371.00,6.00
95,sasuke900,369.00,6.00
96,w0lfmann,368.00,6.00
97,Ghtonya,366.00,6.00
98,bad_reg,365.00,6.00
99,Sindbad1815,363.00,6.00
100,DuncanAjdaho,360.00,6.00
101,LelouchLulu,356.00,6.00
102,Oc@lin25,350.00,6.00
103,GiorDream,347.00,6.00
104,XOZAIH,343.00,6.00
105,Deme,339.00,6.00
106,whyser4,339.00,6.00
107,tOxic_toxiC,336.50,6.00
108,Skala13320,334.00,6.00
109,SCounterS,331.00,6.00
110,Om Shreem Hreem,328.00,6.00
111,AcesSu,324.00,5.00
112,jjjz,324.00,5.00
113,selfwin,322.00,5.00
114,BluffAllinBro,321.50,5.00
115,VSlow,319.50,5.00
116,JOHICHIRO,311.50,5.00
117,Javriel,310.50,5.00
118,VERSACE18,308.00,5.00
119,Ajeje Brazorf,305.00,5.00
120,Xuegaoooo,296.00,5.00
121,KeleVRaN-,292.00,5.00
122,pica,292.00,5.00
123,Zelenkovskiy M,292.00,5.00
124,Blackmelody,290.00,5.00
125,daydayup@gcm,290.00,5.00
126,imsanturron,289.00,5.00
127,Wadisme,285.00,5.00
128,sgr0211,284.50,5.00
129,wpfwap00,282.50,5.00
130,dknvh,282.00,5.00
131,DaDaDen25,276.00,5.00
132,QPBST,276.00,5.00
133,Ofeklevi14,274.00,5.00
134,Freak2,271.00,5.00
135,ArbogastrMS,268.00,5.00
136,drnkl,268.00,5.00
137,stillerror,265.00,5.00
138,pohyikol,264.00,5.00
139,HappytoCU,263.00,5.00
140,Sofia4,263.00,5.00
141,tadawg@,263.00,5.00
142,BBongCha,262.00,5.00
143,xay2025,261.00,5.00
144,PacPacN1,258.00,5.00
145,qingyang Li,255.50,5.00
146,pureCu,254.00,5.00
147,janko514,253.00,5.00
148,Poker Engineer,253.00,5.00
149,S0Blessed,252.00,5.00
150,BKN city,249.00,5.00
151,stopcall,247.50,
152,min_ki@,246.00,
153,le_brassus,245.50,
154,Heocrong,243.00,
155,PlsMakeMoney,241.00,
156,barkozii,237.00,
157,Paistings-simp,236.00,
158,HaveFaithNoLuck,234.00,
159,Jamanda,232.00,
160,PurpleCat99,231.00,
161,Rannge,231.00,
162,weira_ct,225.00,
163,DameDolla5,224.00,
164,SFC HUIAAI,222.00,
165,RagingCanadian,221.00,
166,slip-night,218.00,
167,Dan430,214.00,
168,rusykrot14,213.00,
169,Thai Nguyen,212.00,
170,22oo22,210.00,
171,Lexaaxel,210.00,
172,DayaoGTO,208.00,
173,jljd,208.00,
174,Robb40,204.50,
175,nontargety,202.00,
176,Fireball4,202.00,
177,Callzilla,202.00,
178,sugondeeze,201.00,
179,Scobbie,200.00,
180,tupe,200.00,
