Rank,Nickname,Points,Prize
1,noeasywayouts,7525.00,60.00
2,HamzVV,7025.50,50.00
3,Shamamix,6567.50,44.00
4,epic-triumph,4860.00,38.00
5,nl-50,4809.00,32.00
6,osprey10,4346.00,26.00
7,Serhii Marchuk,3848.00,22.00
8,Faker Sariel,3532.50,18.00
9,iwantbb,3187.00,15.00
10,Beblebabla,3177.00,13.00
11,LXHY0058,3135.00,11.00
12,LuXoR15,2830.00,10.00
13,danilgun247,2769.00,9.00
14,iterum,2673.50,8.00
15,herotiger,2515.00,8.00
16,Jookeer88,2472.00,7.00
17,GlusterTwo,2309.00,7.00
18,Cole Poker,2131.00,7.00
19,Blazar421,2130.00,6.00
20,ggbao11,2016.00,6.00
21,VKGS,1980.00,5.00
22,kalbe,1959.00,5.00
23,IvoVRA,1918.00,5.00
24,chenfei123,1875.00,5.00
25,KingFromTheDeep,1846.00,5.00
26,na[-_-]malicek,1804.00,5.00
27,lengjingw,1735.50,5.00
28,gongyifei1993,1718.00,4.00
29,Ceiga,1707.00,4.00
30,MikaPaasonen,1690.00,4.00
31,JokerXX,1673.00,4.00
32,elchinomalta,1664.50,3.00
33,SpleenRiffa,1646.00,3.00
34,KenChauKen2025,1629.50,3.00
35,clyhappy,1596.00,3.00
36,Teifur,1594.00,3.00
37,Lcs1573,1588.50,3.00
38,Lvziyundaosui,1575.00,3.00
39,nuts on r1ver,1563.00,3.00
40,Ridikulus,1505.00,3.00
41,LHW258,1501.00,2.50
42,Smokey Nagata,1488.00,2.50
43,HUMO89,1471.00,2.50
44,Stackfu,1458.00,2.50
45,Val888,1456.00,2.50
46,Frau_Gaby1965,1441.00,2.50
47,007_Demonster,1407.00,2.50
48,redrabbit,1403.50,2.50
49,ppnnnn,1379.00,2.50
50,nothingriver,1371.50,2.50
51,Carus_,1369.00,2.00
52,DaXiGua28,1368.50,2.00
53,YaCanAlwaysFold,1349.50,2.00
54,jefffir,1345.00,2.00
55,borntoplay,1322.00,2.00
56,jeffjunjieBB,1320.50,2.00
57,yuzove,1293.50,2.00
58,BaJI6geMaR,1287.00,2.00
59,wudizhang1,1282.50,2.00
60,SattvaMind,1269.00,2.00
61,ImTxx,1262.00,2.00
62,senseipk,1236.00,2.00
63,Flash Pls,1228.00,2.00
64,Chalong Miracle,1188.00,2.00
65,AzReLM,1160.00,2.00
66,sadbadmadfu,1157.00,2.00
67,dadiedi,1144.00,2.00
68,EddieBBPrinter,1143.00,2.00
69,Rake Runner,1138.00,2.00
70,Zaibak5,1136.00,2.00
71,Jinwandalaosu,1119.00,1.50
72,WhatisValueBluf,1118.00,1.50
73,ALEX393ST,1112.00,1.50
74,Lw_king,1111.50,1.50
75,xiaoxsheng,1104.00,1.50
76,RiverEastKing,1095.50,1.50
77,White0801,1083.00,1.50
78,ChinaMing666,1082.50,1.50
79,jutajass1,1064.00,1.50
80,chihuoghvho,1063.00,1.50
81,Alpha one,1054.00,1.50
82,Rockziller,1036.00,1.50
83,A619272,1035.00,1.50
84,imladyboy,1032.00,1.50
85,Player_002,1023.50,1.50
86,Shtani Vsrani,1018.00,1.50
87,Zrlyx,1000.50,1.50
88,chen-sir,961.00,1.50
89,10tacle,956.50,1.50
90,ftall77,946.00,1.50
91,Linghoney,938.00,1.00
92,Kevinleen2021,930.00,1.00
93,YaEbanutiyFish,929.00,1.00
94,RJ@6688,928.00,1.00
95,Hellblade-,923.00,1.00
96,Zsombor Viola,914.00,1.00
97,faxuace,904.50,1.00
98,Yeo6,899.50,1.00
99,WangDisHeng_,886.00,1.00
100,Vlad Grossu,867.00,1.00
101,RiverKingDan,862.00,1.00
102,R_Hotzenplotz,859.00,1.00
103,DuzyAleWariat,858.00,1.00
104,Darri0us,852.00,1.00
105,lpbtsns30c,850.50,1.00
106,Diamondhands1,849.50,1.00
107,Miqiwangka,842.50,1.00
108,Makymaky,831.00,1.00
109,Tragedienne_,821.00,1.00
110,Bai Xiaochun,819.00,1.00
111,nuplumhitshot,817.00,1.00
112,zy0716,814.00,1.00
113,1morebeer,810.00,1.00
114,Vila94,808.00,1.00
115,TookySM,805.00,1.00
116,VonWallenstein,800.00,1.00
117,BLINDY_RUNNER,797.50,1.00
118,pazitas,788.00,1.00
119,zhengshuangfei,773.00,1.00
120,Vova Champion,770.00,1.00
