Rank,Nickname,Points,Prize
1,And then you,5481.00,150.00
2,000982@,4824.00,120.00
3,Smeargle,4564.00,100.00
4,Chan Chu,4550.50,85.00
5,ragerB,4279.00,70.00
6,magefapai,2897.50,55.00
7,Perro Dinero,2426.50,45.00
8,Alan Watts,2424.00,35.00
9,PKWiz,2381.00,30.00
10,maozhupk1977,2175.00,25.00
11,KamiennaWyspa,2069.00,25.00
12,Hermetics12,2058.00,20.00
13,SBSTNBOCCO,2021.00,20.00
14,jinyu168,1983.00,20.00
15,DCB1234,1851.50,18.00
16,yayalailo,1835.50,18.00
17,A-BAO,1728.00,16.00
18,KOORA3,1725.00,16.00
19,everydraw,1712.00,15.00
20,Super_Hans_,1558.00,14.00
21,FidelCashPro,1551.00,13.00
22,remlaParuaL,1547.00,13.00
23,RSNL,1541.00,12.00
24,Karyudon,1539.00,12.00
25,3STimeQPking,1502.00,11.00
26,ab194361,1492.50,11.00
27,dezhoulaoda,1447.00,11.00
28,KobraKGY,1398.00,10.00
29,dysonman89,1370.00,10.00
30,shake ying,1369.00,10.00
31,rocKoK,1330.00,9.00
32,Rafafa,1307.00,9.00
33,axis7,1292.00,9.00
34,Fischercito,1288.00,8.00
35,Navuhodonosr,1278.00,8.00
36,JogaBonito11,1275.00,8.00
37,StrongerRicher,1236.00,8.00
38,kkchena,1230.00,7.00
39,BaiYe999,1211.50,7.00
40,Dwiight Schrute,1168.00,7.00
41,zaiyuan1,1161.00,6.00
42,June The Shark,1117.00,6.00
43,diudediaopai,1106.00,6.00
44,OceanW!sdom,1102.50,6.00
45,Monellerma,1101.00,6.00
46,Liberata388,1091.00,6.00
47,BaddTeddy,1090.00,6.00
48,Javelove,1065.00,6.00
49,JOKICH,985.00,6.00
50,DiWangJing,978.00,6.00
51,KLLLLL,961.00,5.00
52,wuwu8888888,899.00,5.00
53,yuan001yuan,864.50,5.00
54,ROou,848.00,5.00
55,SpravaMyasoBlt,844.00,5.00
56,oraakkeli93,832.00,5.00
57,Bubble Q,821.50,5.00
58,Li Xiao,807.00,5.00
59,fish@fish_,790.00,5.00
60,Greta25,788.00,5.00
