Rank,Nickname,Points,Prize
1,Osgiliath,980.00,750.00
2,b1la,863.00,580.00
3,Angelo Krom,727.00,450.00
4,StatiCKy,639.50,350.00
5,M Papiernik,598.00,270.00
6,Azarix,595.00,230.00
7,Cameron Couch,524.00,210.00
8,SBSBDSB,495.00,190.00
9,Dano Vloemans,415.00,170.00
10,F Nuetzel,411.50,150.00
11,LeLoup24,376.00,140.00
12,P Sekinger,356.00,130.00
13,George Froggatt,333.50,120.00
14,Hantren,290.00,110.00
15,Gabor Burgony,276.00,100.00
16,Siebe Hartog,273.00,100.00
17,Andrey Kuklin,265.00,90.00
18,Bruinbeer,245.00,90.00
19,VielenDank,241.50,80.00
20,DonnySoldier,241.00,80.00
21,Halfy Potter,234.00,70.00
22,nairayelen,214.00,70.00
23,Aongza,208.00,70.00
24,ChiJing,204.50,70.00
25,Roman Duong,180.00,60.00
26,Lavoisier,177.00,60.00
27,titelcris,169.00,60.00
28,SirPauI,146.00,50.00
29,Big Flick,138.00,50.00
30,J Schusteritsch,135.00,50.00
