Rank,Nickname,Points,Prize
1,hippo132327,3945.00,500.00
2,CALLIFYOUDARE,2796.00,420.00
3,NEINICH,2611.00,360.00
4,Malong1993,2256.00,300.00
5,Hantren,1913.00,260.00
6,KOM TILL VASBY,1792.00,220.00
7,FengMo-L,1646.00,190.00
8,liam-cris-alva,1553.00,160.00
9,Nightwish !,1447.00,130.00
10,L0rdL0yly,1402.00,110.00
11,Raf TMNT,1399.00,100.00
12,Dr Dessert,1376.00,90.00
13,metranos,1302.00,80.00
14,Andrey Kuklin,1166.00,80.00
15,Vis Telimus,1160.00,70.00
16,Jin Chen,1147.00,70.00
17,AAlleyOOp,1098.00,60.00
18,jjs-1,1091.00,60.00
19,Lavoisier,1079.00,50.00
20,PaulwalkeRR,984.00,50.00
21,Marikaza,982.00,50.00
22,Joseph Warren,957.00,50.00
23,Pathetic Beluga,905.00,40.00
24,Thirty-seven,904.00,40.00
25,Dont Be Shy,855.00,40.00
26,Jungle blue,844.00,40.00
27,NOOOWAY,842.00,40.00
28,ll Pinguino,778.00,40.00
29,morfondu,692.00,30.00
30,Abanlan,665.00,30.00
31,Pennyswise,549.00,30.00
32,Karkirkurkarkor,540.00,30.00
33,Gordon-AK,516.00,30.00
34,flavor is,505.00,30.00
35,Always0nT0p,483.00,20.00
36,Revan7,464.00,20.00
37,4717,456.00,20.00
38,madMaxmedia,378.00,20.00
39,P7861-4775,369.00,20.00
40,Chanchi Lopez,368.00,20.00
