Rank,Nickname,Points,Prize
1,hippo132327,4882.00,500.00
2,b1la,3715.00,420.00
3,xiaokalami999,3353.00,360.00
4,Serpanika,3270.00,300.00
5,Richard Martin,3004.00,260.00
6,Intelligent17,2922.00,220.00
7,CrispyPump,2905.00,190.00
8,Mugi-Chan,2491.00,160.00
9,Tomas Rosado,2179.00,130.00
10,Thirty-seven,2168.00,110.00
11,StatiCKy,2024.00,100.00
12,M Filinovich,1947.00,90.00
13,Diego Emperador,1931.00,80.00
14,DonnySoldier,1763.00,80.00
15,F Nuetzel,1718.50,70.00
16,urnotindanger,1674.00,70.00
17,WhataRiver,1521.50,60.00
18,RAMBAZZZAMBAAA,1440.00,60.00
19,AAlleyOOp,1283.00,50.00
20,OndarinAR,1280.00,50.00
21,VielenDank,1179.50,50.00
22,Potss,1059.00,50.00
23,counterfactual,1037.00,40.00
24,Always0nT0p,979.00,40.00
25,DobbyNoBluffea,969.00,40.00
26,jjs-1,958.50,40.00
27,ll Pinguino,951.00,40.00
28,Hengkia88,941.50,40.00
29,Jin Chen,908.00,30.00
30,Dr Dessert,837.00,30.00
31,Dpacks,826.00,30.00
32,GodofLuckEDGAR,821.00,30.00
33,isoahti,740.00,30.00
34,JozefKovac18,692.50,30.00
35,A Passet,660.00,20.00
36,M Papiernik,656.00,20.00
37,FitzyE,639.00,20.00
38,LukLukLuk,629.00,20.00
39,Mateo58,612.00,20.00
40,tsk666888,601.50,20.00
