Rank,Nickname,Points,Prize
1,zhenbing1,3848.50,100.00
2,Kaluszko,3797.00,80.00
3,shomps_73,3777.00,65.00
4,Mihail Rudenko,3569.00,50.00
5,silversurfer19,3320.50,35.00
6,love dogs,3007.00,25.00
7,Notankbg,2788.00,7.00
8,Somesaylove,2768.00,20.00
9,Haim Kael,2543.50,16.00
10,Xuan Konan,2243.00,5.00
11,listanegra,2236.00,13.00
12,Rivand,2052.00,11.00
13,BerZerKKer,1936.00,10.00
14,EVzer0_17,1918.00,9.00
15,AntonioA,1861.00,9.00
16,PLuchoChannel,1765.00,8.00
17,krichina,1733.00,8.00
18,acichy,1711.00,8.00
19,Bitcoin 777,1703.00,7.00
20,Johanm53,1683.00,7.00
21,MillioDollar,1558.50,7.00
22,S howDollar OK,1536.00,7.00
23,RockGuan,1504.00,4.00
24,AKosta],1482.00,7.00
25,Zlie,1436.00,6.00
26,Videophile,1415.00,6.00
27,Umumum,1384.00,3.00
28,wkpfss,1342.00,6.00
29,G1deon,1342.00,6.00
30,Alfred0013,1330.00,6.00
31,69Maszek,1324.00,6.00
32,Vernaschi!,1282.00,5.00
33,ohlaracorp,1279.00,5.00
34,KoreanBOSS,1243.00,5.00
35,tortillamx,1214.50,5.00
36,LiVinCho138,1199.00,5.00
37,FISHARK-,1185.00,5.00
38,ChakSobchak,1169.50,4.00
39,RZefirov,1134.00,4.00
40,Bunnies Forever,1106.00,2.00
41,jupiter69,1101.00,2.00
42,Elieta,1097.00,4.00
43,GartexG96,1094.00,4.00
44,wizowizzo,1085.00,4.00
45,o_--_o,1079.00,4.00
46,ChronicTilt,1079.00,3.00
47,SNITCH@,1078.00,4.00
48,Elendil1,1070.00,4.00
49,pers_ikG,1036.00,4.00
50,MonoxideOwk,1010.00,2.00
51,DeWeMET,999.00,4.00
52,Awei98,988.00,4.00
53,GhostR1der,982.00,4.00
54,Steall_Jack,976.50,4.00
55,sido00,958.00,4.00
56,julkev,953.50,4.00
57,yyjyjj,920.00,4.00
58,Aequitaz,910.00,4.00
59,Fortuna6,903.00,4.00
60,bigDDstrawberry,899.00,4.00
61,Ampl!tuda,897.00,4.00
62,JCfizz,897.00,4.00
63,BBA747,892.00,4.00
64,Harris Wong,886.00,2.00
65,Sim915,879.00,4.00
66,lllIlllIlllIll,874.00,4.00
67,Sett1Esa,865.00,4.00
68,conan1,864.50,4.00
69,GangsterRaise,861.00,4.00
70,GGRunning good,861.00,4.00
71,Qustaros,856.00,4.00
72,Ashbur,850.00,1.00
73,Attila888,849.00,4.00
74,Mr_Vercotti,846.00,4.00
75,GoodTasteX,833.00,4.00
76,Model T Fold,828.50,4.00
77,Maliciouss,826.00,4.00
78,nionioscyp,805.00,3.00
79,TiKdnk,799.00,3.00
80,ButtonSmasher,795.00,2.00
81,LAFELLA1,792.00,3.00
82,Machito-,791.00,3.00
83,AlphaZero@,786.50,3.00
84,NLBR,785.00,3.00
85,James_Zhi,784.50,3.00
86,XiaoD123,782.00,3.00
87,jeffjunjieBB,779.50,3.00
88,shunliou,778.00,3.00
89,Zep451,766.50,3.00
90,elsio tol,766.00,3.00
91,Ace-From-Space,764.00,3.00
92,PositiveDW,757.00,1.00
93,hyperdonkey,745.00,3.00
94,Rjcnzz,737.50,3.00
95,Bast79,735.50,3.00
96,xiaoxiao8888,728.00,3.00
97,Drag_47,718.00,3.00
98,visual snow,717.00,3.00
99,Fanaf,708.00,3.00
100,baranQQ,704.00,3.00
101,joker_ches,695.00,3.00
102,pMpLT,691.00,3.00
103,Fromabyss,689.00,1.00
104,DX50,687.00,3.00
105,Pokerboss25,682.00,3.00
106,D4rri,673.50,3.00
107,xrSentinel,671.00,1.00
108,Nonam365,663.00,3.00
109,Chimoltrufias,660.00,3.00
110,Uppsalad,656.00,
111,elvichenteMx,652.00,3.00
112,yeany,651.00,
