Rank,Nickname,Points,Prize
1,Jean Lhuillier,656.00,1200.00
2,Hengsheng Lin,550.50,800.00
3,GoSuV,536.50,550.00
4,Afouteza,501.50,430.00
5,Nelson Alves,474.00,390.00
6,Jan Eckert,463.50,350.00
7,2pigs1pot,358.50,320.00
8,Mister_MJ,352.00,290.00
9,Playerx10,347.00,260.00
10,Siebe Hartog,339.00,240.00
11,Angelo Krom,334.00,220.00
12,forh7,302.00,200.00
13,BerryTTT,261.00,180.00
14,KONGfuPANDA,254.50,170.00
15,Matheus Souza,251.00,160.00
16,Street punter,248.00,160.00
17,I MP I,231.00,150.00
18,King of Stars,210.00,140.00
19,Robin Schmitt,193.00,130.00
20,N Evdokimov,188.00,120.00
21,GREAGYPoker,179.00,120.00
22,FunAmsterdam,176.00,110.00
23,Plsdontbluff,172.00,110.00
24,Levente Szabo,167.00,100.00
25,CiuciMima,158.00,100.00
