Rank,Nickname,Points,Prize
1,nvxia,3360.50,25.00
2,Nazarii20,3291.00,21.00
3,TudoPerfeito_,3250.50,18.00
4,BlessedLegend,1971.50,15.00
5,V PRIME-,1906.50,13.00
6,Hakuna Matata!!,1704.00,11.00
7,Unsurpassed,1574.00,9.00
8,Yashilagggou,1463.00,8.00
9,543-,1371.00,7.00
10,EvGeniy01,1252.00,6.00
11,dashjkg,1216.50,5.00
12,YAN1314,1185.00,4.50
13,staratel17rus,1179.50,4.00
14,EVGENY1104,1156.00,3.50
15,Santa14,1136.00,3.50
16,dainilaile,1132.00,3.00
17,CLG96,1131.00,3.00
18,iamFisherman,1053.00,2.50
19,Mr @,1045.50,2.50
20,Bluff game,1009.50,2.50
21,4ipa4e4i4ek,1000.50,2.50
22,Unstop@ble,979.50,2.50
23,Bali2020,959.50,2.00
24,kungfufighting,885.00,2.00
25,kuverer,873.00,2.00
26,Remus Roncov,834.00,1.80
27,cdzxf888,815.00,1.80
28,alvlku,809.00,1.80
29,KenChauKen2025,799.00,1.60
30,Troopie,799.00,1.60
31,1morebeer,780.00,1.60
32,den4ikRUS,768.50,1.40
33,al210584,768.00,1.40
34,Boltazar,767.00,1.40
35,Orias,760.00,1.40
36,SCreandoRiqueza,757.50,1.40
37,Pybody,745.00,1.20
38,chenwh16365,736.00,1.20
39,Legenda-One,728.00,1.20
40,poleggol87,703.00,1.20
41,fektivno007,695.50,1.00
42,jjpqjj,685.00,1.00
43,Leo-2046,678.00,1.00
44,chikipoker,664.00,1.00
45,Gin6gg,663.00,1.00
46,hesoyam0,652.00,1.00
47,Djaga-,646.00,1.00
48,liangyuxing,626.00,1.00
49,joker1296,619.00,1.00
50,Medveddr,597.00,1.00
51,L-e-o,582.00,0.80
52,PITUCA,581.00,0.80
53,Shem111,560.50,0.80
54,Alluring,560.00,0.80
55,kasrasz,559.00,0.80
56,fa guo du shen,549.00,0.80
57,PeakVammoooo,545.00,0.80
58,maohongqi,537.00,0.80
59,MisclickFish,536.00,0.80
60,ElmasManco,530.00,0.80
61,Maho211,521.00,0.60
62,podorozhnik,516.00,0.60
63,xiaopanzi,508.00,0.60
64,Sima13,506.00,0.60
65,Osako Tamushu,498.00,0.60
66,Soldier9,491.00,0.60
67,Pablo Burgos,484.00,0.60
68,6ixth Man,480.00,0.60
69,mansurio0909,478.00,0.60
70,evis,475.00,0.60
71,Second Uncle,474.00,0.60
72,VN Miner,474.00,0.60
73,wenzhoulang,470.00,0.60
74,ChickenBoyYy,469.50,0.60
75,BanDitBLR,466.00,0.60
76,dragon7189a,459.50,0.60
77,peresito,458.00,0.60
78,skvmsdkvmfdk,450.00,0.60
79,Duuibkoo,450.00,0.60
80,aliyou,448.00,0.60
81,Kadiee,446.00,0.40
82,Sooiop,443.00,0.40
83,YUUDADIDI,440.00,0.40
84,xiaofei555,439.00,0.40
85,On3 Bull3t,438.00,0.40
86,zafksm,428.00,0.40
87,lllIlllIlllIll,424.00,0.40
88,xiyeone,423.00,0.40
89,StiksonS,421.00,0.40
90,HamzVV,420.00,0.40
91,Happymesz21,414.00,0.40
92,cloorzrj,414.00,0.40
93,HYIP,411.50,0.40
94,DavidGianG,404.50,0.40
95,Niroxx,402.50,0.40
96,caothund,402.00,0.40
97,Cvrchak,398.00,0.40
98,MrHAnh,398.00,0.40
99,bomag,393.50,0.40
100,saneeeeek,388.00,0.40
101,DemonHunter001,381.00,0.30
102,levenja,373.00,0.30
103,IwannabluffU,372.00,0.30
104,jimobanzhiyan,371.50,0.30
105,xuqian1018,369.00,0.30
106,timliu1988,367.00,0.30
107,Rgon,367.00,0.30
108,GGLoveYou4Eva,366.00,0.30
109,Agent_Chucha,365.00,0.30
110,Leo379126,362.00,0.30
111,zaj11,360.00,0.30
112,FragmatiGG,356.00,0.30
113,HXL2378,347.00,0.30
114,CozyT,346.00,0.30
115,BogD@d,345.00,0.30
116,fengyu2077,338.00,0.30
117,avramia1,335.00,0.30
118,leoggpoker,333.00,0.30
119,Murzilk@,331.00,0.30
120,MuraBesPoker,326.00,0.30
121,muavotinh,324.00,0.20
122,xingbao666,323.00,0.20
123,KosVik777,323.00,0.20
124,UmbrellaaU,316.00,0.20
125,KISSFACE,315.00,0.20
126,starsisbetter,314.00,0.20
127,Jony nguyen 90,313.00,0.20
