Rank,Nickname,Points,Prize
1,osprey10,7022.00,60.00
2,LHW258,6256.50,50.00
3,Shamamix,6178.50,44.00
4,Blazar421,4774.00,38.00
5,LXHY0058,4451.00,32.00
6,Vlad Grossu,4328.50,26.00
7,D Ushakov,4202.50,22.00
8,ggbao11,4197.00,18.00
9,Atrue0,3968.50,15.00
10,Teifur,3763.00,13.00
11,XIAORONGRONG,3500.00,11.00
12,LuXoR15,3256.00,10.00
13,YaEbanutiyFish,3181.50,9.00
14,danilgun247,2964.00,8.00
15,AggroDog,2933.00,8.00
16,Darri0us,2675.00,7.00
17,BaJI6geMaR,2430.00,7.00
18,PhilPlay,2383.00,7.00
19,DaXiGua28,2318.00,6.00
20,Serhii Marchuk,2292.00,6.00
21,And then you,2282.00,5.00
22,Piedrita!,2213.00,5.00
23,Smokey Nagata,2178.00,5.00
24,KenChauKen2025,2074.00,5.00
25,IvoVRA,2073.50,5.00
26,iterum,2041.00,5.00
27,Nztpokerman,2038.00,5.00
28,Kill Line,2000.50,4.00
29,sadbadmadfu,1969.00,4.00
30,redrabbit,1926.00,4.00
31,never337,1919.00,4.00
32,Naitaiz,1907.00,3.00
33,DemonHunter001,1832.00,3.00
34,SpleenRiffa,1823.00,3.00
35,FengY77,1753.00,3.00
36,im_Versager,1751.00,3.00
37,lllIlllIlllIll,1731.00,3.00
38,seguilaolinap,1700.00,3.00
39,Thank You 2749,1679.00,3.00
40,woshixm777,1664.00,3.00
41,gongyifei1993,1577.50,2.50
42,VKGS,1540.00,2.50
43,lengjingw,1533.50,2.50
44,CH Jay,1491.00,2.50
45,borntoplay,1490.00,2.50
46,Lvziyundaosui,1472.00,2.50
47,tomeajah,1448.00,2.50
48,AzReLM,1444.00,2.50
49,XyLiuGun2025,1412.00,2.50
50,L333,1392.00,2.50
51,ChinaMing666,1390.50,2.00
52,Nortstink,1390.00,2.00
53,WindyNguyen,1385.50,2.00
54,WhatisValueBluf,1355.50,2.00
55,gechendong,1355.00,2.00
56,Robbi66,1351.50,2.00
57,Sunny220,1332.50,2.00
58,leveleleven!,1313.00,2.00
59,Felixu,1277.00,2.00
60,Tsg777,1266.00,2.00
61,Cole Poker,1260.50,2.00
62,zhengzhengyang,1259.50,2.00
63,RJ@6688,1238.00,2.00
64,clyhappy,1224.00,2.00
65,Shtani Vsrani,1223.00,2.00
66,nl-50,1223.00,2.00
67,Waitcoffee,1193.50,2.00
68,Rozna77,1175.00,2.00
69,Bannalia,1161.00,2.00
70,L2026,1147.00,2.00
71,AggresivePaloma,1144.00,1.50
72,Sandovlal,1142.50,1.50
73,KingFromTheDeep,1127.00,1.50
74,bigbearsoros,1123.50,1.50
75,Max Idiot Vibe,1119.00,1.50
76,DonkeyLogic,1111.50,1.50
77,Tragedienne_,1100.00,1.50
78,I-love-i-win,1098.00,1.50
79,QueEsLaVida,1086.00,1.50
80,Kkwal,1020.00,1.50
81,Until a million,1018.00,1.50
82,harris666,1017.00,1.50
83,Faker Sariel,1011.00,1.50
84,Jookeer88,997.00,1.50
85,Diamondhands1,967.50,1.50
86,blackmythwukong,953.00,1.50
87,WolfPoker27,951.50,1.50
88,cthhk,936.00,1.50
89,CupHeadR,934.00,1.50
90,Flash Pls,908.00,1.50
91,MuichiroT,904.00,1.00
92,Optzeci,892.00,1.00
93,Zaibak5,887.00,1.00
94,Abllerrt,886.00,1.00
95,TIM_LAI_GIAC_MO,885.00,1.00
96,AfterThirdBeer,880.00,1.00
97,Push2Shove77,867.00,1.00
98,simonun,861.50,1.00
99,saku_baba,850.00,1.00
100,DJdkll,845.50,1.00
101,1morebeer,830.00,1.00
102,AAron AArlson,810.50,1.00
103,Happy Give,809.50,1.00
104,Microwavebb,790.00,1.00
105,Que dificil no,785.00,1.00
106,JJPoker_youtube,785.00,1.00
107,ILoveYouSon_369,780.00,1.00
108,Pikachun,779.00,1.00
109,EddieBBPrinter,776.00,1.00
110,Royale Komodo,771.00,1.00
111,NachoDgz,770.00,1.00
112,dontbetme27,767.00,1.00
113,WynD,767.00,1.00
114,Jim FlybypRO,759.00,1.00
115,LumenMAT,744.00,1.00
116,wjAQ,728.00,1.00
117,PolloLoco06,723.00,1.00
118,Al_lA,715.50,1.00
119,Arhimandrit,714.00,1.00
120,square slices,713.00,1.00
