Rank,Nickname,Points,Prize
1,H Pesonen,2290.00,800.00
2,Misha Inner,1326.00,550.00
3,Siebe Hartog,1262.00,400.00
4,Antonio Scala,1228.00,280.00
5,Angelo Krom,897.00,200.00
6,Tuitamo,676.00,160.00
7,Teufelhohle!,610.00,140.00
8,Andrew Tate III,601.50,120.00
9,KhaleesiFire,594.00,110.00
10,Scott Corbett,551.50,110.00
11,Laboorieroo,504.50,100.00
12,Pagenotfound4o4,485.00,100.00
13,WorkAlpha,482.50,90.00
14,George Pittam,460.50,90.00
15,VendaS,448.00,90.00
16,Zeljko Tokic,446.00,80.00
17,Nyuli Tibor,439.00,80.00
18,dom_sz8b8,426.50,80.00
19,LuckyyyAri,408.00,80.00
20,BerMalBerIst,398.50,70.00
21,Mr_TA73,387.00,70.00
22,Vlad Archybasov,380.00,70.00
23,psyhoagromor,377.00,70.00
24,RocketCake,372.50,70.00
25,Pathetic Beluga,364.00,70.00
26,Alex Wejdrup,363.50,70.00
27,J Tacoronte,354.00,70.00
28,Michael Weiss,335.50,60.00
29,N Evdokimov,335.00,60.00
30,G Kovari,324.00,60.00
31,DISFRUTA,319.00,60.00
32,V Nebogin,314.00,60.00
33,Ben Raven,313.50,60.00
34,OneDecision,305.50,60.00
35,trollbag,268.00,60.00
36,OriVH30o,268.00,60.00
37,TrueProGambler,260.00,60.00
38,Boris Premovic,247.00,60.00
39,MMelo,243.00,60.00
40,Matjaz Vogrinec,235.50,60.00
41,JBSMJ,234.00,50.00
42,Zoltan Vrancsik,227.00,50.00
43,BerryTTT,215.50,50.00
44,Lisan al-Gaib!,207.00,50.00
45,IQunder40,201.00,50.00
46,George Froggatt,192.00,50.00
47,Matthias Ehlers,189.50,50.00
48,AtsuA,187.00,50.00
49,Franz Jaeger,170.00,50.00
50,Simon Kerrigan,167.00,50.00
51,Levente Szabo,162.00,50.00
52,OrangeWall,157.50,50.00
53,Semi Sun,151.00,50.00
54,John Galt!,145.00,50.00
55,Jean Lhuillier,141.00,50.00
56,Toni Verlander,139.50,50.00
57,KTGM,135.00,50.00
58,alei_c,134.00,50.00
59,Istvan Kovacs,133.00,50.00
60,P Sekinger,133.00,50.00
61,Maimodifier,129.00,
62,Vander9,126.00,
63,hugo211028,125.00,
64,KINTSUG1,122.00,
65,Kumcum,122.00,
66,Gordons House,121.00,
67,GrahamGooch,121.00,
68,BushL,119.50,
69,Gabor Burgony,119.00,
70,HeIIo World,119.00,
71,Animal8,114.00,
72,SabinBonea1999,112.00,
73,emowang@,111.00,
74,aveniroff,111.00,
75,qwerabcd,109.50,
76,TropicalTilt,106.00,
77,B__0__S__S,105.00,
78,Gergo Pinter,105.00,
79,SaorAlbaGuBrath,102.00,
80,Just-for-fun,100.00,
