Rank,Nickname,Points,Prize
1,A Goncharov,893.50,800.00
2,ThugPolk,791.00,550.00
3,Misha Inner,774.00,400.00
4,Antonio Scala,761.00,280.00
5,RocketCake,505.00,200.00
6,Scott Corbett,450.00,160.00
7,Tuitamo,431.00,140.00
8,SprasesAces,399.00,120.00
9,KTGM,391.00,110.00
10,David Lacasa,377.00,110.00
11,N Evdokimov,369.00,100.00
12,TrueProGambler,345.00,100.00
13,benimaru1,344.50,90.00
14,LuckyyyAri,332.50,90.00
15,WorkAlpha,328.00,90.00
16,ElPerroMagico1,327.00,80.00
17,Nyuli Tibor,308.50,80.00
18,BerMalBerIst,297.00,80.00
19,Laboorieroo,295.00,80.00
20,PokerokN1,292.00,70.00
21,Angelo Krom,291.50,70.00
22,SHEEZY,271.00,70.00
23,Matthias Ehlers,262.50,70.00
24,VendaS,251.00,70.00
25,OpenPalm,250.00,70.00
26,xiaozhhen,242.50,70.00
27,VHDY,241.00,70.00
28,Vlad Archybasov,233.00,60.00
29,Ditto1031,232.00,60.00
30,IAmThePope,229.00,60.00
31,R Gabdullin,222.00,60.00
32,Rodrigo Paredes,219.00,60.00
33,CiuciMima,214.00,60.00
34,Pagenotfound4o4,213.50,60.00
35,J Tacoronte,206.00,60.00
36,StitCx,205.00,60.00
37,H Rodriguez,200.00,60.00
38,Ivan Erena,198.00,60.00
39,psyhoagromor,192.50,60.00
40,onetim3p1z,188.00,60.00
41,Matjaz Vogrinec,187.00,50.00
42,FXDRAGON,180.00,50.00
43,Niv Heled,171.00,50.00
44,TirTalAmn,170.00,50.00
45,OneDecision,154.50,50.00
46,YippeKibluff,151.00,50.00
47,Peter Kovacs,149.00,50.00
48,Rafal Maluchnik,144.00,50.00
49,Halfy Potter,140.50,50.00
50,OG-OM,140.00,50.00
51,Lphuang,136.00,50.00
52,Toni Verlander,130.00,50.00
53,Istvan Kovacs,124.00,50.00
54,OhDidIWin,123.00,50.00
55,devil1988,123.00,50.00
56,Roman Duong,122.00,50.00
57,SirPauI,116.00,50.00
58,Hugh_Hustler,112.00,50.00
59,V Nebogin,111.00,50.00
60,Kodi14,111.00,50.00
