Rank,Nickname,Points,Prize
1,b1la,4703.00,500.00
2,StatiCKy,4213.50,420.00
3,Tomas Rosado,3776.00,360.00
4,Intelligent17,3321.00,300.00
5,CrispyPump,2647.00,260.00
6,Richard Martin,2200.00,220.00
7,Dr Dessert,2075.00,190.00
8,Mugi-Chan,2028.00,160.00
9,Andrey Kuklin,1976.00,130.00
10,DonnySoldier,1907.00,110.00
11,KOM TILL VASBY,1661.00,100.00
12,medellin,1424.00,90.00
13,VielenDank,1244.50,80.00
14,kkiru,1243.50,80.00
15,M Papiernik,1204.00,70.00
16,muzidezhou,1160.00,70.00
17,DMTAlien,1129.50,60.00
18,RAMBAZZZAMBAAA,1119.00,60.00
19,F Nuetzel,1118.50,50.00
20,DobbyNoBluffea,1055.00,50.00
21,L0rdL0yly,1043.50,50.00
22,IMBoofinRNBruv,978.00,50.00
23,CALLIFYOUDARE,964.00,40.00
24,jjs-1,897.50,40.00
25,Dpacks,858.00,40.00
26,Less is more@,820.50,40.00
27,Trato!,784.00,40.00
28,Thirty-seven,761.00,40.00
29,TiltedDetective,744.00,30.00
30,WhataRiver,722.00,30.00
31,A Passet,691.00,30.00
32,P9934-0402,690.00,30.00
33,hippo132327,670.00,30.00
34,Baktung,662.00,30.00
35,Jan Eckert,656.00,20.00
36,Dano Vloemans,620.00,20.00
37,ll Pinguino,614.00,20.00
38,Always0nT0p,597.00,20.00
39,A veces ligo,595.50,20.00
40,77ASTANA77,582.00,20.00
