Rank,Nickname,Points,Prize
1,LaliAgain,1353.50,800.00
2,Zoltan Vrancsik,1332.00,550.00
3,Antonio Scala,1287.00,400.00
4,playtheGGame,1182.50,280.00
5,Zeljko Tokic,986.00,200.00
6,Matheus Souza,908.00,160.00
7,Scott Corbett,891.50,140.00
8,Nassgebiet,863.00,120.00
9,Tuitamo,841.00,110.00
10,Niv Heled,810.00,110.00
11,David Lacasa,802.50,100.00
12,psyhoagromor,707.50,100.00
13,Misha Inner,707.00,90.00
14,Ditto1031,644.50,90.00
15,ElPerroMagico1,576.00,90.00
16,Laboorieroo,417.50,80.00
17,Siebe Hartog,412.00,80.00
18,Istvan Kovacs,386.00,80.00
19,VendaS,371.00,80.00
20,KTGM,368.00,70.00
21,Peter Kovacs,361.00,70.00
22,Nyuli Tibor,354.00,70.00
23,H Rodriguez,336.00,70.00
24,Ace02,323.00,70.00
25,WorkAlpha,297.00,70.00
26,VMI19,295.00,70.00
27,StitCx,277.00,70.00
28,Robin Lacey,276.00,60.00
29,TirTalAmn,251.00,60.00
30,Ivan Erena,250.00,60.00
31,ParisDedes,248.00,60.00
32,R Gabdullin,241.00,60.00
33,Diego A Torres,233.00,60.00
34,Southside13,230.00,60.00
35,G Reis Santos,228.00,60.00
36,Toni Verlander,227.50,60.00
37,Melker Almleaf,226.00,60.00
38,MiskaKiski,224.00,60.00
39,RePellonSu,224.00,60.00
40,Sharp red hands,214.50,60.00
41,V Nebogin,205.00,50.00
42,Broxah,198.00,50.00
43,Whakapapa,198.00,50.00
44,Mentalizing,196.00,50.00
45,LuckyyyAri,194.00,50.00
46,SUPER-TRUMP,193.00,50.00
47,OriVH30o,190.00,50.00
48,GrahamGooch,181.00,50.00
49,Filip685,180.00,50.00
50,N Evdokimov,178.00,50.00
51,RocketCake,174.00,50.00
52,J Tacoronte,171.50,50.00
53,Nickorama8,170.50,50.00
54,cascoonss,170.00,50.00
55,J Laczkowski,166.00,50.00
56,Simon Kerrigan,163.00,50.00
57,P Sekinger,163.00,50.00
58,OpenPalm,159.50,50.00
59,Checazzofai,153.00,50.00
60,TrueProGambler,153.00,50.00
61,George Pittam,147.00,
62,VHDY,145.00,
63,SHEEZY,145.00,
64,FitzyE,142.00,
65,illlililil,130.00,
66,Pirate1207,129.00,
67,biwei_9999,128.00,
68,Sergei Pronin,128.00,
69,PuntyMcPunt,119.00,
70,brother E,116.00,
71,Fiishking,114.50,
72,Anar330,112.00,
73,Halfy Potter,111.00,
74,Boris Premovic,108.00,
75,KingAdz,108.00,
76,Te Deum,103.00,
77,Shiny__Flakes,103.00,
78,Ilia Trusov,100.00,
79,Teufelhohle!,100.00,
80,thatpokerguy,96.00,
