Rank,Nickname,Points,Prize
1,Mister_MJ,913.50,1200.00
2,Jean Lhuillier,691.00,800.00
3,LiterallyPohui,636.50,550.00
4,Plsdontbluff,494.00,430.00
5,AV3RAGE,412.00,390.00
6,Hengsheng Lin,408.50,350.00
7,2pigs1pot,405.00,320.00
8,Alex Wejdrup,395.50,290.00
9,Anvar Muratov,376.00,260.00
10,Playerx10,316.50,240.00
11,BerryTTT,314.50,220.00
12,Robin Schmitt,286.50,200.00
13,KONGfuPANDA,273.00,180.00
14,Liam Brooker,239.50,170.00
15,Uladzimir B,227.00,160.00
16,J Schusteritsch,221.00,160.00
17,Gergo Zsiros,217.00,150.00
18,Lemil Ivoskodi,211.00,140.00
19,Evgeny Nazarev,195.50,130.00
20,csjj6699,183.00,120.00
21,Street punter,146.00,120.00
22,TropicalTilt,145.00,110.00
23,Eugene Tu,134.00,110.00
24,FunAmsterdam,123.50,100.00
25,Magical Monkey,119.00,100.00
