Rank,Nickname,Points,Prize
1,11AMVP11,2956.00,40.00
2,Waip,2646.50,30.00
3,GODHAND!,2565.00,24.00
4,Ihtiologul,2442.00,20.00
5,selfie1900,2102.00,18.00
6,BaBadBaB,2083.00,16.00
7,lizhenhua,2057.50,14.00
8,d3fman,1880.00,12.00
9,stasbucks,1801.50,10.00
10,sicjoker,1695.00,8.00
11,HanzGab1,1678.00,7.00
12,johnwill,1585.00,6.00
13,Alex Toma,1555.50,5.00
14,ThePif,1535.50,5.00
15,Haxix,1519.00,4.50
16,cray2001,1516.00,4.50
17,billykid81,1295.50,4.50
18,Miki Gold,1284.00,4.00
19,blameyourself,1265.00,4.00
20,Tuerrrr,1229.50,4.00
21,Axel Foley BH,1163.00,4.00
22,Viktor_Krupin,1160.50,3.50
23,QuickCR,1088.00,3.50
24,Sirius314,1069.50,3.00
25,poker202626,1056.00,3.00
26,Alex_Shredder,1042.00,3.00
27,Heliandriel,984.00,3.00
28,Spasibozadengi,983.00,2.50
29,Kindless,972.00,2.50
30,pokerudusi,913.00,2.50
31,Pit@Boss,880.50,2.50
32,Shion Sonozaki,877.00,2.50
33,sladok_ponchiq,835.00,2.50
34,Blunt Man,819.00,2.50
35,Exerman,816.00,2.00
36,SoftDe777,798.00,2.00
37,Lucky@LiWin,798.00,2.00
38,JrCaporal,783.00,1.80
39,LikeaFish11,773.00,1.60
40,popsil,761.00,1.60
41,Faiitan,743.00,1.40
42,Andrylban,742.00,1.40
43,PSS87,737.00,1.40
44,Bezbazarov,734.00,1.40
45,flowers_,732.00,1.40
46,matrahuka348,726.00,1.40
47,krot72,722.00,1.40
48,Ride Or Die,717.00,1.40
49,RotoRshchik,709.00,1.40
50,NightWOlfby,703.00,1.40
51,Solo_Joker,702.00,1.20
52,TheFunckyPaul,683.00,1.20
53,PTJames,665.00,1.20
54,frant1c,660.00,1.20
55,Dina Tolkunova,660.00,1.20
56,PardeJotas,647.00,1.20
57,Anchousis,646.00,1.20
58,nicucta,638.00,1.20
59,B1EL,636.00,1.20
60,Lavirey,615.00,1.20
61,vanhobo,589.00,1.00
62,the7alwayscomes,575.00,1.00
63,Madd95,569.50,1.00
64,Black_Prince,569.00,1.00
65,mq527,568.00,1.00
66,TakeM00N,563.00,1.00
67,fake_taxi,559.00,1.00
68,Claw60,559.00,1.00
69,DJ!MCN,556.00,1.00
70,E Borovskaya,545.00,1.00
71,Ponika,544.00,0.80
72,Stratosz,543.00,0.80
73,Ceviche_14,535.00,0.80
74,BlueFrog5,526.00,0.80
75,ioann_king,522.00,0.80
76,AlexArrow,509.00,0.80
77,Laguznyak,506.00,0.80
78,Fabri_Guilu,505.00,0.80
79,Pristo1900,501.00,0.80
80,alexitomc,500.00,0.80
81,Villacorey,498.00,0.80
82,captain pela3,474.00,0.80
83,AllIsFake,469.00,0.80
84,Bachateras,468.00,0.80
85,GoldenMachete71,465.00,0.80
86,Elponce4,464.50,0.80
87,AleksFilimonov,464.00,0.80
88,sr barristan,464.00,0.80
89,X@X@,459.00,0.80
90,strongbaby,459.00,0.80
91,God-OwxeR,458.00,0.60
92,MachadoBlack,457.00,0.60
93,CongBe,457.00,0.60
94,TarzanBoy6,452.00,0.60
95,igotnutsbaby,447.00,0.60
96,xKanu,443.00,0.60
97,yangang lv,441.00,0.60
98,Carlosvic,440.00,0.60
99,VB1983,434.50,0.60
100,Archi1,434.00,0.60
101,Shenjisfc,433.50,0.60
