Rank,Nickname,Points,Prize
1,Mubaraker,47670.00,30.00
2,FOCUS GOD,44204.00,25.00
3,Sergey Malyshev,43118.00,21.00
4,JustOneTime!,42890.00,21.00
5,Thierry2026,42871.00,17.00
6,fishhunter5,39755.00,17.00
7,PSevd0n1m [N1],37793.00,13.00
8,Asthma88,34602.00,13.00
9,Talupoeg,33269.00,10.00
10,Hau_Banker,33260.00,10.00
11,luckymonkey23,32737.00,7.00
12,Konetblizok,31965.00,5.00
13,Viktor_Krupin,31542.00,5.00
14,BluffCa7cher,28284.00,5.00
15,100Kx1Y,26116.00,5.00
16,saha3746,25657.00,4.50
17,Unluckyhero,25196.00,4.50
18,Natsumeo3o,23845.00,4.00
19,OhMyGodFish-A,23020.00,4.00
20,GGgood888,22274.00,4.00
21,paradoksja,21318.00,3.50
22,orobico,21222.00,3.50
23,Seductiveshadow,21105.00,3.50
24,Snoopy3747,20938.00,3.50
25,Nangonglatiao,20311.00,3.00
26,Azrail2,20307.00,3.00
27,nimitawa,19256.00,3.00
28,MoonBallad,18741.00,3.00
29,pokerudusi,18737.00,3.00
30,ZZZK17,18462.00,2.50
31,Enlightened01,18181.00,2.50
32,BolshoyPush,18018.00,2.50
33,annyu,17852.00,2.50
34,mary_htj,17795.00,2.50
35,Sticky Eye,17660.00,2.50
36,Vlad-is-Love,17502.00,2.00
37,Sangre _Yoven,16865.00,2.00
38,JasonDLL,16753.00,2.00
39,SCreandoRiqueza,16720.00,2.00
40,glorytohk,16715.00,2.00
41,halyav0s,16446.00,2.00
42,SoyBeGaard,16175.00,2.00
43,Rusakov Andrey,15700.00,2.00
44,saar999,15581.00,2.00
45,Bear Elephant,15201.00,2.00
46,PPP686,15054.00,2.00
47,xSHOGUNx,14880.00,2.00
48,Rake4high,14557.00,2.00
49,2k26,14529.00,2.00
50,Che crazy,14198.00,2.00
51,Daniel Sandoval,13975.00,2.00
52,Minrra,13935.00,2.00
53,Captain240101,13803.00,2.00
54,FuLuShou poker,13742.00,2.00
55,jimmy1012,13678.00,2.00
56,P9980-7665,13617.00,2.00
57,Jeazzeman,13596.00,2.00
58,my15,13502.00,2.00
59,Abracadabrov,13336.00,2.00
60,SixthSpeed,13046.00,2.00
61,Guanxing Zhuge,12901.00,1.80
62,Busy Child,12884.00,1.80
63,AyaroslauA,12868.00,1.80
64,TryTo5k,12830.00,1.80
65,Push72s,12580.00,1.80
66,itza777,12458.00,1.80
67,hofwind,12443.00,1.80
68,RikhardossBoss,12429.00,1.80
69,HA XAPAKTEPE,12409.00,1.80
70,Mikeloko,12377.00,1.80
71,guratp,12330.00,1.50
72,69Denis,12288.00,1.50
73,Claire Jin,12284.00,1.50
74,Hardy Nit,12178.00,1.50
75,henrynguyen4365,12152.00,1.50
76,N0m@d,12072.00,1.50
77,fols203,11707.00,1.50
78,Thinh 023,11636.00,1.50
79,Wraithblade,11568.00,1.50
80,Marcin888,11481.00,1.50
81,Rez9I,11480.00,1.40
82,0xAT,11471.00,1.40
83,fucgkg3,11466.00,1.40
84,zibulla,11398.00,1.40
85,puteez,11309.00,1.40
86,Hide,11303.00,1.40
87,ThisNutss,11282.00,1.40
88,NongP2,11223.00,1.40
89,FishProMaX_999,11206.00,1.40
90,Yu_Den,11182.00,1.40
91,b1gsl1ck_poker,11113.00,1.40
92,thangcu,11097.00,1.40
93,SuzaTong,11022.00,1.40
94,wealen,10932.00,1.40
95,timegoes,10823.00,1.40
96,blinkmefx,10789.00,1.40
97,sl@rk,10785.00,1.40
98,Colddeath,10697.00,1.40
99,jeimyhn,10591.00,1.40
100,mimige666,10586.00,1.40
101,Grinding Nemo!,10496.00,1.20
102,Mazzilla_87,10329.00,1.20
103,Glup_,10311.00,1.20
104,also bears,10296.00,1.20
105,zuguohe,10283.00,1.20
106,Masenist,10280.00,1.20
107,ericdun,10246.00,1.20
108,Alexandr-EE,10216.00,1.20
109,ag3nt911,10100.00,1.20
110,f3ng shui,10061.00,1.20
111,ghoatfx6,9983.00,1.20
112,OmgN1cE,9945.00,1.20
113,Vasanavanta,9936.00,1.20
114,SirenaDozor,9927.00,1.20
115,Fold4PublicGood,9923.00,1.20
116,WinterOMG,9855.00,1.20
117,Ajima12,9766.00,1.20
118,M kikava,9648.00,1.20
119,HiroOtani,9639.00,1.20
120,Eridan Noa,9632.00,1.20
121,Caoooo,9487.00,1.10
122,Azazello!,9482.00,1.10
123,Hainaatuu,9451.00,1.10
124,Marco Po1o,9445.00,1.10
125,luccavince,9407.00,1.10
126,Ghost!,9374.00,1.10
127,MyNameIs4cid,9366.00,1.10
128,Alemba,9284.00,1.10
129,makaronii,9282.00,1.10
130,lion-nnt,9257.00,1.10
131,Sausssyy,9248.00,1.10
132,Antichrist666,9219.00,1.10
133,FAwotaFA!PEpe,9188.00,1.10
134,ALLGAS!!,9116.00,1.10
135,Merowian,9091.00,1.10
136,lorelleo,9083.00,1.10
137,RAFAELAUGUSTO,9079.00,1.10
138,Moldrim,9071.00,1.10
139,Qhx10,8898.00,1.10
140,Gustavo20780,8859.00,1.10
141,yujinjin,8784.00,1.00
142,damingzhou,8779.00,1.00
143,SasuCajbeC,8733.00,1.00
144,dimas1156,8710.00,1.00
145,eighth,8693.00,1.00
146,FlowPoker,8674.00,1.00
147,Pokerok fan No1,8657.00,1.00
148,CowBoyIS,8627.00,1.00
149,Galtran,8620.00,1.00
150,BBeignette,8571.00,1.00
151,MrYippeeKiYay,8570.00,0.90
152,BBJP500,8545.00,0.90
153,bad_russian36,8545.00,0.90
154,Pr0mise,8506.00,0.90
155,Bra2,8467.00,0.90
156,HeiBoLi,8441.00,0.90
157,kratos13,8398.00,0.90
158,F_Pissanu,8396.00,0.90
159,A[Wu],8374.00,0.90
160,emilem87,8367.00,0.90
161,EdgeAccumulator,8366.00,0.90
162,ManOn@Mission,8336.00,0.90
163,Sharhan3795,8334.00,0.90
164,GOR371,8296.00,0.90
