Rank,Nickname,Points,Prize
1,KOORA3,4742.00,150.00
2,A-BAO,4618.00,120.00
3,shake ying,4467.50,100.00
4,MZ998,4322.50,85.00
5,Smeargle,4146.50,70.00
6,Quebracho_EV,4089.50,55.00
7,DCB1234,4030.50,45.00
8,Espelunca,3555.00,35.00
9,StrokanStas,2909.00,30.00
10,cccccchh,2701.50,25.00
11,htmht,2609.00,25.00
12,Chan Chu,2579.00,20.00
13,Jakinimabi,2575.00,20.00
14,TheHiddenAce,2439.00,20.00
15,Navuhodonosr,2347.00,18.00
16,osprey10,2272.00,18.00
17,DeepAntE,2148.00,16.00
18,KoosWerkloos,2103.00,16.00
19,S Scherbovsky,2077.00,15.00
20,SBSTNBOCCO,1894.00,14.00
21,Badala Menti,1668.00,13.00
22,krunz,1606.50,13.00
23,ragerB,1602.00,12.00
24,Sofii,1582.00,12.00
25,Paszuly,1537.00,11.00
26,ConkeyDong,1518.00,11.00
27,Teds,1316.00,11.00
28,jnqjx,1314.50,10.00
29,rocKoK,1288.00,10.00
30,Dancing Queen,1253.00,10.00
31,Godess_Of_Poker,1252.50,9.00
32,Perro Dinero,1223.50,9.00
33,JogaBonito11,1200.00,9.00
34,Compostela,1190.50,8.00
35,neverfoldes,1157.00,8.00
36,RSNL,1154.00,8.00
37,VasiBanu,1135.00,8.00
38,Luny326,1117.50,7.00
39,pazitas,1115.00,7.00
40,SIRIE,1083.50,7.00
41,Edelweiss128,1071.00,6.00
42,zaiyuan1,1045.00,6.00
43,fearteller,1027.50,6.00
44,KobraKGY,993.00,6.00
45,Zumbazippo,970.00,6.00
46,Icook,956.00,6.00
47,abadasini,947.00,6.00
48,amor-fati,916.00,6.00
49,SCounterS,913.00,6.00
50,axis7,897.00,6.00
51,Plutonium239,893.00,5.00
52,JACK19830521,883.00,5.00
53,MunBun13,875.00,5.00
54,5_hawn,873.00,5.00
55,DiepBaoAnh,869.00,5.00
56,Max Betstappen,864.00,5.00
57,Johannes Raver,849.00,5.00
58,Alan Watts,846.00,5.00
59,Megechi Kham,829.00,5.00
60,GG jjlk,790.00,5.00
