Rank,Nickname,Points,Prize
1,5240,2501.50,350.00
2,Stevie Jazz,1773.00,270.00
3,bccxm,1623.00,210.00
4,Slopertje,1619.50,170.00
5,Richard Martin,1464.00,130.00
6,Ude Party,1222.00,100.00
7,ILovEnrichetta,1188.00,80.00
8,Rick Rule,1155.00,60.00
9,ForwardOnly,1046.00,50.00
10,Evil horse,1018.00,50.00
11,Qian_Qian,965.00,40.00
12,iantampolski,936.00,40.00
13,WarriorFlamE,926.00,30.00
14,R Malakhov,900.00,30.00
15,Hyperventilatin,832.00,30.00
16,Yipee,815.00,30.00
17,TrActorGG,789.00,25.00
18,justtwo,745.50,25.00
19,Nearzzzz,734.00,25.00
20,Grovsk,734.00,25.00
21,Erandiel,689.00,25.00
22,PelosyStock,676.00,25.00
23,El Apostochito,663.00,25.00
24,JackpotBee,645.00,20.00
25,Barry1961,641.00,20.00
26,ReiLuizinho,624.00,20.00
27,MachoAppa,620.00,20.00
28,N@yerbany,617.00,20.00
29,IWILLKOYOU,615.00,20.00
30,whyaIwaysme,606.00,20.00
31,QueenOfDisaster,598.00,20.00
32,tOxic_toxiC,580.50,20.00
33,shtrfgb,578.00,20.00
34,Xvmiles,563.50,15.00
35,zrv_258k,539.00,15.00
36,Caipirinhas,506.00,15.00
37,lucky dad,503.00,15.00
38,FlexMode,497.00,15.00
39,DDale27o,497.00,15.00
40,Call Me Tincho,482.00,15.00
41,G Reis Santos,450.00,15.00
42,no hair,445.00,15.00
43,Hugh_Hustler,436.00,15.00
44,Kerchak,432.00,15.00
45,Kakic,425.00,15.00
46,riseaboveitall,405.00,15.00
47,Tu Bui,394.50,15.00
48,AsanteOnwatugwu,392.50,15.00
49,AAD19,377.00,15.00
50,VVVIPablo,358.00,15.00
51,S Kaiba,355.00,15.00
52,S-carlett,355.00,15.00
53,HerCyborg,346.00,15.00
54,Thesis,345.00,15.00
55,D300,342.00,15.00
56,StrepsilsDOG,339.50,15.00
57,21reas0ns,336.00,15.00
58,flowstate23,328.00,15.00
59,JackOVO,322.00,15.00
60,SanSanJo!,321.00,15.00
61,Fettleif,318.00,15.00
62,ManOnFire0,309.00,15.00
63,mikekal98,308.00,15.00
64,PuntyMcPunt,308.00,15.00
65,LoumTchaouna20,307.00,15.00
66,End1,305.00,15.00
67,PakiachiYako,305.00,15.00
68,Dirlanda,303.00,15.00
69,Eagleeye87,302.00,15.00
70,BBJey,300.00,15.00
71,WannaParties,296.00,10.00
72,DOOMSWITCHER,295.00,10.00
73,2titi,294.00,10.00
74,dezefaixa,293.00,10.00
75,iNoBluf,286.00,10.00
76,um777rc,285.00,10.00
77,o0oo,279.00,10.00
78,Nikita_205,276.00,10.00
79,winner0902,273.00,10.00
80,GraciasDios22,268.00,10.00
81,Thu_X,254.50,10.00
82,TopG-AndrewT,251.50,10.00
83,TAILZ,245.00,10.00
84,D Zabolotni,242.00,10.00
85,EEH_NOR,240.00,10.00
86,IwantMiIIioN,240.00,10.00
87,ZushaShochat,239.00,10.00
88,Chipopotamus,239.00,10.00
89,FriendlyGambool,228.00,10.00
90,WRAITH!,228.00,10.00
91,6 of hart,221.00,10.00
92,kolaz03,220.00,10.00
93,belikesmart,219.00,10.00
94,Ice@Moon,217.00,10.00
95,Laafujch,215.00,10.00
96,lucky66166,211.00,10.00
97,imsanturron,209.00,10.00
98,VukovarBBB,209.00,10.00
99,tappydze,206.00,10.00
100,chenxing9112,199.00,10.00
101,issarahhh,198.00,10.00
102,wsdcf,196.50,10.00
103,ToxicF[][][][]r,196.00,10.00
104,ArmsPeddler,192.50,10.00
105,SoccerW,182.00,10.00
106,miro pauko,174.00,10.00
107,Southside13,171.00,10.00
108,magi128,171.00,10.00
109,InFIlux,170.00,10.00
110,Janck,167.00,10.00
