Rank,Nickname,Points,Prize
1,freezee_9,4001.00,60.00
2,selfie1900,3252.50,45.00
3,RocketSocket,3056.00,35.00
4,GermlinTTV,2861.00,30.00
5,GoldPavlin,2856.50,25.00
6,Tano Cariddi,2825.50,20.00
7,koshka-eroshka,2673.00,16.00
8,Scugnizzopoker,2061.00,13.00
9,GongXiFaCaiALL,2025.00,11.00
10,NazguL88,2015.00,9.00
11,000deathman000,1866.00,8.00
12,kzixxx,1855.50,7.00
13,BayGanyo,1768.00,7.00
14,Mump0qpaH,1607.00,6.00
15,XuMuK,1605.00,6.00
16,pokerudusi,1557.00,6.00
17,YourBunnyGG,1509.00,5.00
18,svenikkk,1506.00,5.00
19,Swaxx,1462.00,5.00
20,PSS87,1452.50,5.00
21,Vla-Sof,1449.50,5.00
22,qweasd168,1437.00,4.00
23,0din0,1397.00,4.00
24,LAFELLA1,1388.00,4.00
25,Bunin777,1332.00,4.00
26,GabyLuck,1324.50,4.00
27,Demitriy20,1309.50,4.00
28,MARUSENbKAAA,1193.00,3.00
29,ElManquito,1185.00,3.00
30,Artem Volkoedov,1164.00,3.00
31,youchasingme,1160.00,3.00
32,guDy-,1108.00,3.00
33,johnwill,1106.00,3.00
34,SENORAREPAP,1106.00,3.00
35,w00k4,1096.00,3.00
36,Artur Trushyn,1091.50,3.00
37,lXgioserXl,1083.00,3.00
38,ValentinEdery,1057.00,3.00
39,GESaniok,1032.00,3.00
40,Andrey Pankov,1021.00,2.00
41,JosephBidon,997.00,2.00
42,gonzagg,997.00,2.00
43,Miguel Fuerte,980.00,2.00
44,sunrunsun,961.00,2.00
45,Blunt Man,950.00,2.00
46,999kkk,925.00,2.00
47,CaroChessPoker,915.00,2.00
48,OpenShot,913.00,2.00
49,silversurfer19,892.00,2.00
50,Venonat,838.00,2.00
51,proteinodin,825.00,2.00
52,Give_Me_Jackpot,822.00,2.00
53,2times4JackPot,815.00,2.00
54,Sirius314,802.00,2.00
55,Andrei875,801.00,2.00
56,BenzE300L,799.00,2.00
57,zzzzzNzzzzz,796.00,2.00
58,BL_Forever,792.50,2.00
59,listanegra,788.00,2.00
60,leo1973,772.00,2.00
61,malonV,769.00,1.50
62,LikeaFish11,768.00,1.50
63,D4NCEWITHME,760.00,1.50
64,Red Rain,757.50,1.50
65,KalinkaKK,754.00,1.50
66,3bettorake,751.00,1.50
67,ropesalesman,751.00,1.50
68,alejandrinho,747.00,1.50
69,Aidar33,737.00,1.50
70,IBuriiI,733.50,1.50
71,x-MoneyMaker-x,732.00,1.50
72,longbaobao,731.50,1.50
73,NiKuLiCiRO,720.00,1.50
74,3umph,718.50,1.50
75,rekreacyjny,717.00,1.50
76,Sin Alma,711.00,1.50
77,Yauheni Pistsou,705.00,1.50
78,ThePif,699.00,1.50
79,LeoBlade,689.00,1.50
80,Jeckeld86,683.00,1.50
81,Nafaka,682.00,1.20
82,chamaeleontis,680.00,1.20
83,Brashkababashka,678.00,1.20
84,EDUARDOAZ,672.00,1.20
85,8good,659.00,1.20
86,tolyn71,657.00,1.20
87,ovi68,654.00,1.20
88,MarPKR,650.00,1.20
89,WhiteMagic13,643.50,1.20
90,Palamo76,638.00,1.20
91,leproso3843,633.00,1.20
92,NgD Son,632.50,1.20
93,XTC4NRG,620.00,1.20
94,cazaAA,619.00,1.20
95,musashi07,617.00,1.20
96,fage20,613.50,1.20
97,doctorgabo,611.00,1.20
