Rank,Nickname,Points,Prize
1,Michael Weiss,1008.00,1400.00
2,Robbert Stevens,899.00,800.00
3,Matjaz Vogrinec,831.00,500.00
4,Gergely Kulcsar,670.00,380.00
5,R Gabdullin,603.00,320.00
6,Joseph Adams,592.50,300.00
7,PiscoSour,522.50,280.00
8,Melker Almleaf,506.00,280.00
9,winsagain2025,479.50,260.00
10,G Kovari,441.00,240.00
11,GREAGYPoker,430.00,220.00
12,Rodrigo Paredes,430.00,220.00
13,Robin Lacey,424.00,200.00
14,Angelo Krom,387.00,200.00
15,iamfatty,316.00,180.00
16,VietJetAir,285.50,180.00
17,CiuciMima,280.00,180.00
18,H Rodriguez,279.00,160.00
19,I MP I,273.00,160.00
20,Naoufel Smires,269.00,160.00
21,Kamil Szulc,249.00,160.00
22,FrequencyRaiser,225.00,140.00
23,tomakawk,225.00,140.00
24,Timothy Jenkins,225.00,140.00
25,ElPerroMagico1,203.00,140.00
26,Filip685,192.50,140.00
27,Hugh_Hustler,191.00,140.00
28,Zeljko Tokic,181.00,120.00
29,zzzcccc0421,181.00,120.00
30,KONGfuPANDA,169.50,120.00
31,BerMalBerIst,163.00,120.00
32,Damon Tee,161.00,100.00
33,Angel Ganchev,160.00,100.00
34,ltorro,160.00,100.00
35,N Evdokimov,143.00,100.00
36,chiptake,124.50,100.00
37,Jo Hiratsuka,118.00,100.00
38,Nik811,115.00,100.00
39,dons889,114.00,100.00
40,BigS777,109.00,100.00
41,LLinusLL0ve,109.00,
42,TropicalTilt,109.00,
43,GrahamGooch,106.00,
44,SIR NAPKINS,96.00,
45,ggman11,92.50,
46,BaoBao520AA,86.50,
47,Istvan Kovacs,82.00,
48,Fission888,81.00,
49,Ali88aw88,78.00,
50,MrBloofer,77.00,
