Rank,Nickname,Points,Prize
1,BBProMax,46876.00,90.00
2,kruuuun,44582.00,70.00
3,Gulo gulo Lin,42459.00,65.00
4,WhyAlw@ysMe,37381.00,60.00
5,Hate You,35111.00,55.00
6,4ydo_,32051.00,50.00
7,zzouo1,31623.00,45.00
8,Dracula69,30680.00,40.00
9,ggbao11,30215.00,35.00
10,seeseeKSQ,28540.00,35.00
11,Transcend,27556.00,30.00
12,Jason8444,23400.00,25.00
13,Diplomacia,23290.00,20.00
14,luck-2025,22869.00,15.00
15,99mans99,21450.00,10.00
16,sanches24,20567.00,10.00
17,Beleuta Alin,19782.00,9.00
18,kpinek,19514.00,9.00
19,Kboy0501,19107.00,9.00
20,Monkey -D- Bot,18855.00,9.00
21,Sirop_,18296.00,9.00
22,eznieH,17807.00,8.00
23,LXHY0058,17757.00,8.00
24,luckykid213,16406.00,8.00
25,G4NSTA,16337.00,8.00
26,Sleep_Tight94,15977.00,8.00
27,dalangwubian,15937.00,7.00
28,Gagik Gevorgyan,15793.00,7.00
29,INA00a51,15553.00,7.00
30,cthhk,15505.00,7.00
31,Arui winner--,15493.00,7.00
32,ggcotykurwo,15255.00,7.00
33,Wayennn,14568.00,6.00
34,liaochang,14344.00,6.00
35,SayYesStoicism,14234.00,6.00
36,SkyBoy23,14183.00,6.00
37,SuprA80,14168.00,6.00
38,XXXTiltacion,14116.00,6.00
39,akweiliang,14104.00,6.00
40,nomorelight,14006.00,6.00
41,breakingGrieven,13971.00,6.00
42,ironbet,13855.00,6.00
43,JACKYHU,13782.00,6.00
44,Super SetMan,13698.00,6.00
45,Ya Luo,13454.00,6.00
46,BenzE300L,13408.00,6.00
47,kumahits,13362.00,6.00
48,Knaller,13080.00,6.00
49,SWEET DREAM,13063.00,6.00
50,suffer well,13036.00,6.00
51,fong0000,13010.00,6.00
52,simex93,12989.00,6.00
53,caigou6,12957.00,6.00
54,GGATM,12566.00,6.00
55,lmpl,12467.00,6.00
56,Liamjames,12459.00,6.00
57,T2NA,12439.00,6.00
58,fnt59,12368.00,6.00
59,21372137,12299.00,6.00
60,FishWarmYou,12291.00,6.00
61,Wurli 70,12217.00,6.00
62,pipecmolodec,12141.00,6.00
63,DoubleJazzy,12141.00,6.00
64,CraZyGirL1337,12056.00,6.00
65,GeoBot,11996.00,6.00
66,oreomilkshake-,11990.00,6.00
67,iouccc,11973.00,6.00
68,Ybeatles,11964.00,6.00
69,runpoker,11867.00,6.00
70,Ryokan Taigu,11810.00,6.00
71,Magpie_,11620.00,6.00
72,RveltAces32,11591.00,6.00
73,yanguo111,11515.00,6.00
74,Summerrain,11497.00,6.00
75,Asocail,11448.00,6.00
76,NeverrB,11427.00,6.00
77,China-fishy2,11331.00,6.00
78,BenAA12,11298.00,6.00
79,32079924,11186.00,6.00
80,M A N O N,11169.00,6.00
81,mysterycrab,11073.00,5.00
82,cyyyy_2323,10984.00,5.00
83,theboywholies,10943.00,5.00
84,playASpsycho,10913.00,5.00
85,Dianfu Zhao,10868.00,5.00
86,Oralna Krucjata,10835.00,5.00
87,czz233,10762.00,5.00
88,wkpfss,10720.00,5.00
89,kippari300,10671.00,5.00
90,LockMyClock,10570.00,5.00
91,SIAM 400,10554.00,5.00
92,Eskorbulla,10481.00,5.00
93,Angler_Fish,10466.00,5.00
94,MeryjanePL,10441.00,5.00
95,ExacT9,10398.00,5.00
96,OCESOLAPA,10344.00,5.00
97,atonobolson,10327.00,5.00
98,jhon3710,10117.00,5.00
99,Hero_[@],10114.00,5.00
100,Fancheck,10043.00,5.00
101,MVP !,10032.00,5.00
102,xy111,9913.00,5.00
103,irvinjose,9876.00,5.00
104,Kittyhaha,9854.00,5.00
105,holtomigLAN,9753.00,5.00
106,svgr,9749.00,5.00
107,Gv0tt,9742.00,5.00
108,maxiponken,9727.00,5.00
109,DMS008,9715.00,5.00
110,0X0TA,9675.00,5.00
111,JH76,9658.00,5.00
112,Jie2026,9607.00,5.00
113,PescadiKto,9496.00,5.00
114,mr-Felix,9417.00,5.00
115,EDUARDOAZ,9395.00,5.00
116,Tang J,9338.00,5.00
117,all_donkey,9290.00,5.00
118,Carlosyeee,9221.00,5.00
119,CNdameng,9197.00,5.00
120,HBforever,9150.00,5.00
121,Coldweather__,9114.00,5.00
122,sora@joshua@,9032.00,5.00
123,kean1992,8955.00,5.00
124,cdskldc,8929.00,5.00
125,kennyholsh,8910.00,5.00
126,Kainna,8905.00,5.00
127,LaaKer,8899.00,5.00
128,Luoda16,8867.00,5.00
129,TriLei,8825.00,5.00
130,HumbleJake,8821.00,5.00
131,li-hua,8645.00,5.00
132,GCZ138,8555.00,5.00
133,Brosandi,8539.00,5.00
134,LolAtYou,8534.00,5.00
135,vicbobo,8533.00,5.00
136,Prime_26,8532.00,5.00
137,eddyzzk,8476.00,5.00
138,Yursan6,8401.00,5.00
139,Errrsss,8388.00,5.00
140,MyYear,8361.00,5.00
141,PRace13,8358.00,5.00
142,FN8DMM,8298.00,5.00
143,constantine232,8287.00,5.00
144,Grant_F,8281.00,5.00
145,BigBadWolf@,8231.00,5.00
146,DeNN1s23,8198.00,5.00
147,cpgogogo,8165.00,5.00
148,moneyprintrgobr,8162.00,5.00
149,China-fishy3,8149.00,5.00
150,FishHunter2711,8135.00,5.00
151,Winter Ting,8121.00,5.00
152,Nangonglatiao,8116.00,5.00
153,Nakiriayame,8100.00,5.00
154,Mistic_,8066.00,5.00
155,P8241-8832,8056.00,5.00
156,ClariseStarling,7965.00,5.00
157,Nepenthes_A,7956.00,5.00
158,PuertoVallarta,7949.00,5.00
159,Toms_,7933.00,5.00
160,lvies,7930.00,5.00
161,moomini,7916.00,5.00
162,NegDani,7895.00,5.00
163,Shust333,7871.00,5.00
164,fromoregon,7829.00,5.00
165,secrn poker,7820.00,5.00
166,Nayexbb,7815.00,5.00
167,DominikDCoco,7791.00,5.00
168,AmissK,7789.00,5.00
169,Scrappy_KOKO,7780.00,5.00
170,MPNL,7777.00,5.00
171,Chance WENG,7745.00,5.00
172,hanhanh777,7743.00,5.00
173,Jiu Shu,7725.00,5.00
174,Ris3,7693.00,5.00
175,Zhongyudayingle,7661.00,5.00
176,zalpao,7629.00,5.00
177,ikunpoker,7604.00,5.00
178,FairPlayJack,7591.00,5.00
179,Naksu-,7569.00,5.00
180,Nik_Gkoltsios,7523.00,5.00
181,Dentonz,7520.00,4.00
182,Mr King Kong,7458.00,4.00
183,Nik1for,7456.00,4.00
184,Timoxa87,7429.00,4.00
185,ruchey124441,7408.00,4.00
186,MoonKiss,7405.00,4.00
187,Valentin Lina,7403.00,4.00
188,schex_on,7354.00,4.00
189,kerchiggg,7343.00,4.00
190,CPDiin,7334.00,4.00
191,GhostPants,7301.00,4.00
192,TheEvernight,7221.00,4.00
193,powerrrrrrr,7220.00,4.00
194,WxHuangyang,7216.00,4.00
195,Leon_zik,7203.00,4.00
196,YouTube Xiao Yu,7132.00,4.00
197,noBluffBR,7119.00,4.00
198,Tribalcuban,7116.00,4.00
199,MISS ALL SUNDAY,7105.00,4.00
200,Banana168,7091.00,4.00
201,JxHashimoto,7090.00,4.00
202,Alex Nevskiy,6983.00,4.00
203,FaBC,6980.00,4.00
204,exploit@gto,6952.00,4.00
205,MamaYaZareyzil,6921.00,4.00
206,147902435672,6889.00,4.00
207,Tw Wei Li DCAC,6885.00,4.00
208,Krutch,6881.00,4.00
209,Hyroi4,6867.00,4.00
210,beardoz,6840.00,4.00
211,RUNNAGIULIA,6810.00,4.00
212,Perengi,6796.00,4.00
213,LarryOnTheMoon,6757.00,4.00
214,hahaheihei,6750.00,4.00
215,il_bula,6746.00,4.00
216,happy814,6729.00,4.00
217,beP0sitivE!,6716.00,4.00
218,dabenxiong,6696.00,4.00
219,MollY_404,6690.00,4.00
220,Bigfish0001,6649.00,4.00
221,nanyanen,6648.00,4.00
222,Maxim_Valentik,6628.00,4.00
223,techchang,6531.00,4.00
224,1 Klass!,6444.00,4.00
225,J Oscar L,6401.00,4.00
226,Gentleman888,6372.00,4.00
227,acesulfamo,6370.00,4.00
228,Olesya Farion,6363.00,4.00
229,Pocket_Jimzz94,6352.00,4.00
230,JumpOver,6351.00,4.00
231,ala7din,6343.00,4.00
232,kivitek,6340.00,4.00
233,KasTas_,6329.00,4.00
234,W1PG05,6305.00,4.00
235,Valleryy,6290.00,4.00
236,Equity Investor,6282.00,4.00
237,Frvz,6274.00,4.00
238,dspearce,6273.00,4.00
239,Harden13,6210.00,4.00
240,PuercoPotter,6205.00,4.00
241,LIN Hannnnn,6187.00,4.00
242,Katasunis,6132.00,4.00
243,LEE8,6131.00,4.00
244,leewailim,6123.00,4.00
245,StaffOfMoses,6094.00,4.00
246,salladhor,6093.00,4.00
247,Baisiii,6055.00,4.00
248,monkeytaker,5970.00,4.00
249,ChillWinVibes,5951.00,4.00
250,Kinousk,5939.00,4.00
251,GGxiaohao,5933.00,3.00
252,fishlovepoke,5921.00,3.00
253,kanekiszn,5896.00,3.00
254,Mr@KA,5895.00,3.00
255,Danz0rr,5878.00,3.00
256,gaodeding66,5871.00,3.00
257,Tuman92,5846.00,3.00
258,dingdezhu88,5798.00,3.00
259,tito davalos,5794.00,3.00
260,Happy_S,5782.00,3.00
261,Collody,5739.00,3.00
262,hightide88,5696.00,3.00
263,rabidora,5696.00,3.00
264,Ferra63,5685.00,3.00
265,tucuna_paca,5673.00,3.00
266,TALACOWA,5662.00,3.00
267,Outcognito,5660.00,3.00
268,DbCross,5658.00,3.00
269,BucoMa,5653.00,3.00
270,Limp your AsXs,5641.00,3.00
271,BlackYisus23,5625.00,3.00
272,dushurenyu,5621.00,3.00
273,bAlleskAnk,5606.00,3.00
274,Haim Kael,5580.00,3.00
275,Idiotequed,5580.00,3.00
276,outcast,5565.00,3.00
277,AnglerMss,5563.00,3.00
278,TUOXIE047,5526.00,3.00
279,Amaranthos,5519.00,3.00
280,Don Demonio,5505.00,3.00
281,blackswan_style,5501.00,3.00
282,laozhuo333,5501.00,3.00
283,HittndRun,5487.00,3.00
284,OMNBMHZTT,5483.00,3.00
285,DLemma,5478.00,3.00
286,Slaziss1,5471.00,3.00
287,Jhonny Nebunu,5444.00,3.00
288,bieszczolek,5432.00,3.00
289,Richardjoker,5419.00,3.00
290,PAM14,5410.00,3.00
291,Suff1x,5403.00,3.00
292,va1s_,5396.00,3.00
293,Fr1423,5385.00,3.00
294,Xalikis,5382.00,3.00
295,Canxu Huang,5338.00,3.00
296,Stan4o,5326.00,3.00
297,Ethan008,5324.00,3.00
298,FishlikeZebra,5302.00,3.00
299,VLADIQPRIME,5289.00,3.00
300,Maximilien811,5260.00,3.00
