Rank,Nickname,Points,Prize
1,mffff333,6700.50,120.00
2,ggbao11,6369.00,100.00
3,miracle49,6306.50,80.00
4,LXHY0058,5217.50,65.00
5,Blazar421,4826.00,50.00
6,Alichka4444,4168.50,40.00
7,Roly Poly,3908.00,35.00
8,MaxWin go allin,3872.00,30.00
9,FLO!THE!CHAMP!,3370.00,25.00
10,yar_stein,3278.00,20.00
11,KOORA3,3275.00,15.00
12,MKP [Ginta],3255.00,14.00
13,Beblebabla,2914.00,13.00
14,Dr- Gener,2892.00,12.00
15,BrayOoo,2407.00,11.00
16,VKGS,2332.00,11.00
17,14AAs,2330.50,10.00
18,S0Blessed,2149.00,10.00
19,leveleleven!,2083.00,9.00
20,UnDosTresCheck,2078.00,9.00
21,Internetive,2050.00,8.00
22,Max Idiot Vibe,2037.00,8.00
23,TRK26,1942.00,8.00
24,Nztpokerman,1891.00,7.00
25,Thomas2100,1891.00,7.00
26,chihuoghvho,1869.50,7.00
27,StrongerRicher,1709.00,7.00
28,JOKICH,1699.50,7.00
29,0TO200,1641.00,6.00
30,qi an xu,1628.00,6.00
31,lucasino21,1598.00,6.00
32,ro2hok,1567.50,6.00
33,Nobody8888,1564.00,6.00
34,LICHARDO,1555.00,6.00
35,macfaelan,1548.00,6.00
36,Ara66,1537.00,5.00
37,Morning Calm,1536.00,5.00
38,wanghan,1515.00,5.00
39,A--jun,1508.00,5.00
40,Kiwiinjapan,1505.50,5.00
41,SpleenRiffa,1499.00,4.00
42,feij1ge,1457.00,4.00
43,Jonito100,1435.00,4.00
44,CH Jay,1428.00,4.00
45,NVNNUV,1421.00,4.00
46,RogerroooONY,1419.00,4.00
47,2andahalfmen777,1410.00,4.00
48,nemoim,1402.00,4.00
49,Ridikulus,1385.00,4.00
50,Bibz86,1379.00,4.00
51,Leon_zik,1374.00,4.00
52,Smokey Nagata,1342.00,4.00
53,ololopush,1338.00,4.00
54,ArtPapazyan,1331.00,4.00
55,MikaPaasonen,1305.00,4.00
56,La Ta Da Wang,1303.50,4.00
57,Alex240789,1284.00,4.00
58,Nikolaikos63,1261.00,4.00
59,Dr_ Fish,1251.00,4.00
60,HJ2024,1245.00,4.00
61,Aphex Twin,1242.00,3.00
62,Catabh,1234.00,3.00
63,Mr-Eugenius,1233.00,3.00
64,lukou111,1227.50,3.00
65,candyBB,1202.00,3.00
66,quimebasallo,1190.00,3.00
67,Pilocarpine,1164.50,3.00
68,Lapiain,1151.50,3.00
69,freekingall,1139.50,3.00
70,jiaodashengnan,1131.00,3.00
71,EVILIO,1119.00,3.00
72,andyset,1105.00,3.00
73,mich_bjukenon,1099.00,3.00
74,lkjhgfdsazxcvbn,1079.00,3.00
75,3AXPAHKO,1072.50,3.00
76,goodlunky,1057.00,3.00
77,valyont09,1054.00,3.00
78,whh88,1036.00,3.00
79,Roma1111,1033.00,3.00
80,TTTgogogo,1022.50,3.00
81,SattvaMind,1020.00,3.00
82,zhulu321,998.00,3.00
83,pepe wu,984.50,3.00
84,AxeSea,933.50,3.00
85,Rinta1214,923.50,3.00
86,CTRLGG,906.00,3.00
87,CaChaBaCha10,903.00,3.00
88,liangshao,903.00,3.00
89,Megechi Kham,896.50,3.00
90,boroda22,890.00,3.00
91,reco2026,890.00,2.50
92,oumitoufo121,874.00,2.50
93,GG_Albert,872.50,2.50
94,Miqiwangka,870.50,2.50
95,gonzo72s,867.00,2.50
96,Maksonchik,853.00,2.50
97,Strange things,841.00,2.50
98,fog frog,801.00,2.50
99,Wifecoach,775.00,2.50
100,jejepoker,762.00,2.50
