Rank,Nickname,Points,Prize
1,Malong1993,3875.50,500.00
2,counterfactual,3536.50,420.00
3,hippo132327,3256.50,360.00
4,zhuimeng01,2926.50,300.00
5,Abanlan,2821.50,260.00
6,Haarlem 91,2707.00,220.00
7,StatiCKy,2459.00,190.00
8,KOM TILL VASBY,2322.00,160.00
9,Richard Martin,2190.00,130.00
10,Diego Emperador,2029.00,110.00
11,Lavoisier,1995.00,100.00
12,Vis Telimus,1915.00,90.00
13,Mugi-Chan,1743.00,80.00
14,L0rdL0yly,1726.50,80.00
15,Andrey Kuklin,1697.00,70.00
16,Joseph Warren,1654.00,70.00
17,Dr Dessert,1643.00,60.00
18,Avmeza,1612.00,60.00
19,Huangsirg,1547.00,50.00
20,Hantren,1545.00,50.00
21,Manuel Medley,1480.00,50.00
22,Always0nT0p,1430.00,50.00
23,IMBoofinRNBruv,1299.00,40.00
24,csjj6699,1248.00,40.00
25,Mateo58,1240.50,40.00
26,MaxilLARY,954.00,40.00
27,Plsdontbluff,936.50,40.00
28,Potss,903.00,40.00
29,morfondu,892.50,30.00
30,Mike wang x,869.50,30.00
31,liqunliqun,847.00,30.00
32,Jan Eckert,844.00,30.00
33,Revan7,820.00,30.00
34,Sobermiss,802.00,30.00
35,Pennyswise,768.00,20.00
36,A Passet,766.00,20.00
37,Thirty-seven,763.00,20.00
38,hdakhahda,708.00,20.00
39,ILoveYOuall,670.00,20.00
40,DaVinchip,640.00,20.00
