Rank,Nickname,Points,Prize
1,Kuromi!,4013.00,250.00
2,Evgeny Paketov,3374.00,200.00
3,Kirill Ivantsov,3133.00,170.00
4,SupremacyV1,2698.00,140.00
5,yilufa8,2599.00,120.00
6,Rabbit_Life,2569.00,100.00
7,Martimar,2221.50,80.00
8,Bellius,2195.00,70.00
9,whyiplaythis,2159.00,60.00
10,zhuimeng01,2119.50,50.00
11,BIDEN2024!!!,2109.00,40.00
12,staeckd,2006.00,40.00
13,Sambayon,1954.00,40.00
14,MaxExploit,1809.00,30.00
15,7878kai,1807.00,30.00
16,Pennyswise,1790.00,30.00
17,xTwistedFate,1742.50,30.00
18,Avmeza,1697.00,30.00
19,atao-tt,1693.50,30.00
20,trionslater,1685.00,25.00
21,de_Dakwerker,1598.00,25.00
22,dar0s25,1513.00,20.00
23,Zdravko19,1477.50,20.00
24,CREAT0R0fGOD,1413.00,20.00
25,NoShitSherlock!,1406.00,20.00
26,DOHK1XOT,1391.00,20.00
27,PapyRain,1313.00,20.00
28,waskikoluder,1231.00,20.00
29,Eterno10,1229.50,20.00
30,BronBron23,1184.50,20.00
31,RaiseStack,1151.00,20.00
32,kolaz03,1110.00,20.00
33,pokerwangAAA,1096.50,20.00
34,SportwettenAndi,1026.00,10.00
35,Abyss -,1006.00,10.00
36,hzc3,994.00,10.00
37,Ziltoid,979.50,10.00
38,Pie-o-My,977.00,10.00
39,retiarius,972.00,10.00
40,Nedostup_92,952.00,10.00
41,mouseabuse,942.00,10.00
42,OcuIus Tertius,942.00,10.00
43,mxfmxf,909.00,10.00
44,alexdina,908.50,10.00
45,yayalailo,853.00,10.00
46,seoks4024,843.50,10.00
47,Irsai Oliver,831.00,10.00
48,Hidemi-,826.00,10.00
49,Edelweiss128,823.00,10.00
50,BrotherLehman,823.00,10.00
