Rank,Nickname,Points,Prize
1,Muten-Roshi,4699.00,250.00
2,Evgeny Paketov,4435.00,200.00
3,OceanW!sdom,3910.00,170.00
4,YouGottaPay,3640.50,140.00
5,seiteeen,3060.50,120.00
6,Honey Pot,2712.00,100.00
7,Goldpoker01,2386.00,80.00
8,lovetrips,2029.00,70.00
9,Avmeza,1950.00,60.00
10,KOM TILL VASBY,1717.00,50.00
11,yilufa8,1716.00,40.00
12,KIKO7788,1668.00,40.00
13,Q10heart,1655.50,40.00
14,CALLIFYOUDARE,1648.50,30.00
15,Toxic cookie,1626.00,30.00
16,Pyro57,1610.00,30.00
17,A veces ligo,1593.00,30.00
18,DiacCatalin,1584.00,30.00
19,Lin16,1523.50,30.00
20,kamfe,1486.00,25.00
21,MINI BOBER,1471.00,25.00
22,Stolik,1447.00,20.00
23,SmartArt,1392.00,20.00
24,MaxilLARY,1386.00,20.00
25,xTwistedFate,1351.00,20.00
26,TOMBATLE,1256.00,20.00
27,elmalditorey,1186.00,20.00
28,DOHK1XOT,1124.50,20.00
29,dontblinkk,1123.00,20.00
30,Vince V,1061.00,20.00
31,Plutonium239,1012.00,20.00
32,KS0626,979.50,20.00
33,Dont Be Shy,951.00,20.00
34,Compostela,943.00,10.00
35,LamboToni,939.00,10.00
36,lallamaquellama,927.00,10.00
37,adsmartins1985,926.00,10.00
38,zhuimeng01,793.00,10.00
39,strongcolour,787.00,10.00
40,sooraba,775.00,10.00
41,cyfr00n,762.00,10.00
42,Lisan_AlGaib,747.00,10.00
43,Stable Genius,735.00,10.00
44,TheCamel,695.00,10.00
45,Sambayon,685.00,10.00
46,DavidAAA,630.00,10.00
47,mqgblf,605.00,10.00
48,Maisons94,591.00,10.00
49,kelevra5619,586.00,10.00
50,Valteriod,585.00,10.00
51,David9T,578.00,
52,L escroque,569.00,
53,Amnyam,548.00,
54,Kautetahi,545.00,
55,owen1995,501.00,
56,kingsleyyi,488.50,
57,TheKub@n,482.00,
58,hatamaro,481.00,
59,Johan Nr14,480.00,
60,ZEDLin,479.00,
