Rank,Nickname,Points,Prize
1,Keep sunshine,7757.00,150.00
2,MikaPaasonen,4678.00,120.00
3,Michael-999,4422.00,100.00
4,A-BAO,4053.00,85.00
5,Valteriod,3928.00,70.00
6,Hellowestkkk,3416.50,55.00
7,Smeargle,3394.00,45.00
8,samgwan,2966.50,35.00
9,Quebracho_EV,2575.00,30.00
10,SzymonK,2452.00,25.00
11,Ping_Tian,2406.50,25.00
12,shake ying,2209.50,20.00
13,Johannes Raver,2144.00,20.00
14,JogaBonito11,2144.00,20.00
15,Liberata388,2101.00,18.00
16,cccccchh,2083.00,18.00
17,Perro Dinero,2078.50,16.00
18,Teds,2063.50,16.00
19,MateeCocido,2022.00,15.00
20,SBSTNBOCCO,1903.00,14.00
21,Badala Menti,1879.00,13.00
22,teamwhite,1823.00,13.00
23,111XXX,1776.50,12.00
24,KoosWerkloos,1732.00,12.00
25,Zdravko19,1706.00,11.00
26,Eduard Krylov,1639.00,11.00
27,Rafafa,1622.00,11.00
28,Paszuly,1621.00,10.00
29,lukaaso,1503.00,10.00
30,S Scherbovsky,1481.00,10.00
31,zaiyuan1,1477.00,9.00
32,axis7,1469.00,9.00
33,Espelunca,1460.00,9.00
34,krunz,1419.00,8.00
35,SCounterS,1391.50,8.00
36,SpravaMyasoBlt,1377.00,8.00
37,ALLPC,1305.50,8.00
38,dalepalmer,1289.00,7.00
39,Qqqqooo,1285.50,7.00
40,DopeKill,1273.00,7.00
41,Kase O,1217.00,6.00
42,Tongtong-baba,1188.00,6.00
43,Edelweiss128,1175.00,6.00
44,ConkeyDong,1165.00,6.00
45,VasiBanu,1132.50,6.00
46,JACK19830521,1121.00,6.00
47,Zumbazippo,1117.00,6.00
48,ragerB,1113.00,6.00
49,YAOYAOLXX,1086.50,6.00
50,DOHK1XOT,1061.50,6.00
51,Humo23,1059.00,5.00
52,Alan Watts,1040.50,5.00
53,JustBe88,1018.00,5.00
54,xuanxuan2024,1007.50,5.00
55,Virtud,962.50,5.00
56,Compostela,962.00,5.00
57,EugeneTD,939.00,5.00
58,BaddTeddy,927.00,5.00
59,Heretlc66,898.50,5.00
60,Super_Hans_,897.00,5.00
