Rank,Nickname,Points,Prize
1,H Pesonen,1791.00,800.00
2,StatiCKy,1216.00,550.00
3,Nassgebiet,1168.00,400.00
4,Misha Inner,968.00,280.00
5,RiverRunAA,884.50,200.00
6,Iblundered,837.00,160.00
7,HabibiStackWeg,713.00,140.00
8,Ben Raven,464.50,120.00
9,Andrew Tate III,464.00,110.00
10,R Gabdullin,446.00,110.00
11,H Rodriguez,414.00,100.00
12,Lisan al-Gaib!,376.00,100.00
13,Matjaz Vogrinec,376.00,90.00
14,Scott Corbett,371.00,90.00
15,hulahHULAH,360.00,90.00
16,Maimodifier,341.00,80.00
17,George Pittam,336.50,80.00
18,erreus,335.50,80.00
19,Tomasz Cichocki,329.00,80.00
20,Gergely Kulcsar,327.00,70.00
21,VietJetAir,312.00,70.00
22,A Goncharov,308.00,70.00
23,Filip685,300.50,70.00
24,iamfatty,287.00,70.00
25,Matthias Ehlers,265.50,70.00
26,Manuel Saavedra,255.00,70.00
27,TrueProGambler,255.00,70.00
28,lagano,242.00,60.00
29,BerMalBerIst,241.00,60.00
30,Zlata Roka,232.50,60.00
31,Simon Kerrigan,231.00,60.00
32,pablo escob,230.00,60.00
33,psyhoagromor,227.00,60.00
34,Abu1006,213.50,60.00
35,Toni Verlander,210.00,60.00
36,Evgeny Nazarev,186.50,60.00
37,RocketCake,178.50,60.00
38,Jan Rullkoetter,171.00,60.00
39,CiuciMima,166.00,60.00
40,oucherpp,164.00,60.00
41,I MP I,157.00,50.00
42,P Sekinger,152.00,50.00
43,Tabbypoint,149.50,50.00
44,cascoonss,145.00,50.00
45,Catuai Amarelo,134.00,50.00
46,Checazzofai,130.00,50.00
47,joaofilho,129.00,50.00
48,N Evdokimov,123.50,50.00
49,Aki80,120.50,50.00
50,MMelo,120.00,50.00
51,Gergo Pinter,108.00,50.00
52,Howard Roark,99.00,50.00
53,Znak,91.00,50.00
54,lucky66166,90.00,50.00
55,superaffa1971,85.00,50.00
56,Matulla,84.00,50.00
57,FitzyE,83.00,50.00
58,Traax,75.00,50.00
59,Robin Lacey,74.00,50.00
60,Vander9,74.00,50.00
61,D Vicente,73.00,
62,NikWin,71.00,
63,mugos,69.00,
64,FlowingVictory,69.00,
65,Rodrigo Motoki,68.00,
66,Gordons House,67.00,
67,Lebert Gordon,67.00,
68,InFIuX,63.00,
69,Whakapapa,62.00,
70,HIGH ENERGY,62.00,
71,Nyuli Tibor,60.00,
72,AngelORDemon,57.50,
73,LeapingFish,57.00,
74,Ronparty,52.00,
75,JianTeng Feng,52.00,
76,U Sidoranka,52.00,
77,Pierre Quignard,51.00,
