Rank,Nickname,Points,Prize
1,kalbe,3505.00,50.00
2,xkl7777,3287.00,44.00
3,RoOimKangaRoO,3196.50,38.00
4,keledong,3031.00,32.00
5,SystemShock,2514.00,28.00
6,Internetive,2375.00,24.00
7,yanghuanhuan,2365.00,20.00
8,ontheway888,2318.00,17.00
9,HanSolo101,1806.50,15.00
10,faltoyano,1804.50,13.00
11,Royale Komodo,1801.50,11.00
12,BINXIANhanxin,1800.00,10.00
13,Robbi66,1729.00,9.00
14,Z_E_B997,1647.00,8.00
15,richdearler,1590.50,7.00
16,nfear,1485.00,7.00
17,Danansti,1450.50,6.00
18,LoveGGRiver,1421.50,6.00
19,BeerendBotje,1400.00,5.00
20,Real Caleta,1257.00,5.00
21,OH EM GEEE!,1217.00,4.00
22,xiaobao_123,1201.50,4.00
23,MeGaFaN,1193.00,4.00
24,FragmatiGG,1155.50,4.00
25,KuberaGold!,1154.00,4.00
26,longlongc,997.00,4.00
27,NiceTryKid,996.00,4.00
28,HongJie Dai,989.50,3.00
29,mhdta,984.50,3.00
30,Vildeanu,961.00,3.00
31,Sea Mountains,961.00,3.00
32,hnyzxc,931.00,2.50
33,st604,909.50,2.50
34,AA!KK,896.00,2.50
35,Flush696,872.00,2.50
36,hhl669888,868.00,2.50
37,Little brother,866.00,2.50
38,3 de M,865.00,2.50
39,Rgon,861.00,2.50
40,Luckymeh,849.00,2.00
41,Jerry Allen,819.00,2.00
42,Antirius,812.00,2.00
43,TRIETTRI,805.50,2.00
44,Alebare,798.00,2.00
45,Cassio,796.00,2.00
46,Miley100,786.00,2.00
47,mr_Well,783.00,2.00
48,Kapttmakris,783.00,2.00
49,KkbbmmdD,773.00,2.00
50,Wololoooo!,765.00,2.00
51,ddlong1,732.00,1.60
52,Jinwandalaosu,725.00,1.60
53,3solo3wow3,722.00,1.60
54,VeronKV,721.00,1.60
55,Ansonluo85,720.00,1.60
56,FoldShaman,709.00,1.60
57,Aorz,707.00,1.60
58,laki90,706.00,1.60
59,P363-129,700.00,1.60
60,Shani_8572,699.50,1.60
61,oIo_mea,691.00,1.20
62,11MAWER11,659.00,1.20
63,BIG FISH AK,657.00,1.20
64,DAXIGUAAA,653.00,1.20
65,Krafit74,636.50,1.20
66,Remus Roncov,635.00,1.20
67,Traicionero,627.00,1.20
68,Lightofhope1,621.00,1.20
69,oleg18,611.00,1.20
70,dajjj8,605.50,1.20
71,372546,604.00,1.00
72,s0mega,602.00,1.00
73,Tilltmachine,600.50,1.00
74,hodlmoar,598.00,1.00
75,Karl1220,597.50,1.00
76,jsike23,586.50,1.00
77,EdenM,582.00,1.00
78,Cvrchak,575.00,1.00
79,m@cter,571.00,1.00
80,Glad Mumia,570.00,1.00
81,Jooooosef,566.00,1.00
82,CHINa-Zes_nmbr2,556.00,1.00
83,DTQ6666,546.00,1.00
84,A3166,530.00,1.00
85,SousaLeandro,519.00,1.00
86,Neoscry,516.00,1.00
87,moctopus,515.00,1.00
88,ParAleX!,503.50,1.00
89,MuaNguon1926,500.50,1.00
90,robbie_J4o,500.00,1.00
91,Sandovlal,495.00,0.50
92,fengge1018,494.00,0.50
93,wqq2026,491.00,0.50
94,Mushroom@TCL,488.00,0.50
95,spiwsy,488.00,0.50
96,Davidggob,482.00,0.50
97,78Lucky87,479.00,0.50
98,Diamondhands1,478.00,0.50
99,6ixth Man,478.00,0.50
100,JohnBruno,463.00,0.50
101,KurumiKurokawa,454.00,0.50
102,I Crack u T__T,450.50,0.50
103,velnel,449.00,0.50
104,WZXHSD,448.00,0.50
105,qweasd168,447.50,0.50
106,yuan886,430.00,0.50
107,readerq2,424.00,0.50
108,Domergues,421.00,0.50
109,TookySM,417.00,0.50
110,taki124,416.50,0.50
111,ShadowDealler91,412.00,0.50
112,FriendlyPitbull,412.00,0.50
113,Sunlight Dan,411.00,0.50
114,FishButLearning,410.00,0.50
115,AndrzejBomba,410.00,0.50
116,shunka_KK,408.00,0.50
117,I lovE Pokepok,407.00,0.50
118,MLH1688,404.50,0.50
119,Pirre Carson,401.00,0.50
120,GokuGaymer777,401.00,0.50
