Rank,Nickname,Points,Prize
1,wudalang,41201.00,250.00
2,nyashmyash,40503.00,180.00
3,EVA92,39112.00,160.00
4,LosingDay,30160.00,150.00
5,vlglsR,29654.00,140.00
6,kiwifff,27725.00,140.00
7,Fritzie,25034.00,130.00
8,HKpokerfish,24944.00,130.00
9,pivovarich98,22379.00,120.00
10,Firess,22117.00,120.00
11,Stuntkabouter,21613.00,100.00
12,niepan2026,19599.00,80.00
13,JC_0127,19070.00,70.00
14,Magness,18999.00,60.00
15,DCB1234,18463.00,50.00
16,J4PhD,18215.00,40.00
17,ikunpoker,17639.00,30.00
18,XANDRRR,16909.00,30.00
19,agrippa94,16090.00,30.00
20,MoreLuckyPlease,15451.00,30.00
21,Chenchao Fei,15315.00,30.00
22,mengardinha,15102.00,30.00
23,Goodbyepika,14913.00,30.00
24,Risk_LDZ,14642.00,30.00
25,Sena QAQ,14089.00,30.00
26,XiaoYuerM,13837.00,30.00
27,Ta1bos,13660.00,20.00
28,MaxEV88,12692.00,20.00
29,Aholicplayer,12240.00,20.00
30,HustleRain,11245.00,20.00
31,Sky-xia,10931.00,20.00
32,Coold,10815.00,20.00
33,Endl3ssBattl3,10714.00,20.00
34,pikszi,10665.00,20.00
35,Egor1982,10611.00,20.00
36,kei2000,10579.00,20.00
37,BreezyPoker,10440.00,20.00
38,LootNRun,10235.00,20.00
39,iIlusion1,10135.00,20.00
40,Sjaak989,10124.00,20.00
41,gogo-tang,10114.00,15.00
42,Ilya Zhernosek,10034.00,15.00
43,Bigdoo69,9946.00,15.00
44,Dave Mustaine,9796.00,15.00
45,Wego,9791.00,15.00
46,OmgItsLuigi,9735.00,15.00
47,EreTheSunRises,9719.00,15.00
48,BeauParleur,9624.00,15.00
49,LetHerGoAA,9581.00,15.00
50,Toufu12327,9542.00,15.00
51,BAdrian95,9424.00,15.00
52,BlufferMan1,9401.00,15.00
53,Luo Cheng Jian,9333.00,15.00
54,zaziza,9268.00,15.00
55,HittndRun,9202.00,15.00
56,kellynina,9096.00,15.00
57,yukleo,9045.00,15.00
58,Rayyy7777,8989.00,15.00
59,Smithysmiler,8925.00,15.00
60,CrossRoss,8854.00,15.00
61,Cuzq,8837.00,15.00
62,JetTalonnn,8810.00,15.00
63,Anabasis,8686.00,15.00
64,BEGO@CC,8317.00,15.00
65,Mr 168,8075.00,15.00
66,GCVII,8051.00,15.00
67,H8BADBETS,7995.00,15.00
68,SBwpkgg,7986.00,15.00
69,Purp1e,7936.00,15.00
70,ZHANG SIYI,7671.00,15.00
71,Fast1Fast,7478.00,15.00
72,Fenrir7,7432.00,15.00
73,super00998178,7335.00,15.00
74,RobPoker12,7273.00,15.00
75,L3V3L_UP,7217.00,15.00
76,TakeMyNuts,7174.00,15.00
77,WCraft,7042.00,15.00
78,Kalthorr,7021.00,15.00
79,IlIlIIlIIlIlIll,6956.00,15.00
80,Pkr_McPkrFace,6912.00,15.00
81,lazyAby,6893.00,15.00
82,GalaxyGlider,6829.00,15.00
83,shux_Wei,6750.00,15.00
84,Te88er4ct,6726.00,15.00
85,SaQuu,6623.00,15.00
86,slabii,6414.00,15.00
87,Ryokan Taigu,6401.00,15.00
88,chuansha 99,6379.00,15.00
89,Hannah13,6365.00,15.00
90,NTxxxTN,6321.00,15.00
91,whoismyfishh,6317.00,15.00
92,UnleashTheEdge,6280.00,15.00
93,Chefxxx,6190.00,15.00
94,GTOAPPrentice,6143.00,15.00
95,Kristo914,6100.00,15.00
96,Plum!,6069.00,15.00
97,xiaoliu1111,6063.00,15.00
98,tantiehua,6041.00,15.00
99,Restartzz,6017.00,15.00
100,LaoYingB,6016.00,15.00
101,Martin Imbrogno,6012.00,15.00
102,4-OT,5984.00,15.00
103,CatEngineer,5917.00,15.00
104,maDe888,5903.00,15.00
105,Meliaceae,5850.00,15.00
106,strong88,5844.00,15.00
107,InSpiteOfRNG,5843.00,15.00
108,JarczykPL,5741.00,15.00
109,HuangHe2046,5656.00,15.00
110,ShawnZZZ,5601.00,15.00
111,M!sterR15,5584.00,15.00
112,skolniex,5582.00,15.00
113,ArtofWaar,5580.00,15.00
114,xiaozongzibaba,5527.00,15.00
115,SaysONZ,5506.00,15.00
116,TTwo999,5483.00,15.00
117,1________1,5447.00,15.00
118,Carr1er,5424.00,15.00
