Rank,Nickname,Points,Prize
1,Liam Brooker,1866.00,750.00
2,b1la,1356.50,580.00
3,hippo132327,1207.00,450.00
4,Angelo Krom,1188.50,350.00
5,Pagenotfound4o4,1101.00,270.00
6,Andrey Kuklin,942.00,230.00
7,Jan Eckert,914.00,210.00
8,zmbyyzvv,748.50,190.00
9,Owl Howell,713.50,170.00
10,ZaDoteR,625.00,150.00
11,FitzyE,617.00,140.00
12,Nelson Alves,597.00,130.00
13,Plsdontbluff,582.00,120.00
14,N Dobrachev,551.00,110.00
15,Mister_MJ,546.00,100.00
16,F Nuetzel,543.00,100.00
17,P Hasenburger,538.50,90.00
18,LeLoup24,527.00,90.00
19,KONGfuPANDA,523.50,80.00
20,Lavoisier,513.00,80.00
21,ERR0r_,483.00,70.00
22,Trato!,481.00,70.00
23,Matheus Souza,454.00,70.00
24,BushL,448.50,70.00
25,shenxian999,438.00,60.00
26,Siebe Hartog,421.00,60.00
27,Vincent Li,418.00,60.00
28,FunAmsterdam,399.50,50.00
29,SirPauI,351.00,50.00
30,VielenDank,346.00,50.00
