Rank,Nickname,Points,Prize
1,nvxia,2561.00,25.00
2,Nazarii20,2467.00,21.00
3,TryMe27,2042.00,18.00
4,buyushashou,1766.00,15.00
5,1morebeer,1684.00,13.00
6,SaNDal90,1352.00,11.00
7,mmzuihao,1342.50,9.00
8,Yashilagggou,1240.00,8.00
9,jiahua-Lv,1223.00,7.00
10,BIG FISH AK,1218.00,6.00
11,Mr @,1197.50,5.00
12,helltck,1084.50,4.50
13,ColdExecutor,1081.50,4.00
14,wenzhoulang,1067.00,3.50
15,timliu1988,1020.00,3.50
16,dashjkg,998.00,3.00
17,liangyuxing,960.50,3.00
18,Gin6gg,938.00,2.50
19,dainilaile,916.00,2.50
20,MuraBesPoker,881.00,2.50
21,ShaBi-GG,865.50,2.50
22,Pybody,857.50,2.50
23,staratel17rus,830.00,2.00
24,LovGZW,830.00,2.00
25,Hao Yun Lai,821.50,2.00
26,Robot001,815.00,1.80
27,ALL-INA89,813.00,1.80
28,Orias,812.00,1.80
29,LEILA0225,808.00,1.60
30,candybox,789.00,1.60
31,Leonid Zhuk,787.00,1.60
32,OOOOOOOOOOOOO,772.00,1.40
33,srngd,755.00,1.40
34,jimobanzhiyan,744.00,1.40
35,QYJJZ,739.00,1.40
36,puker_,734.00,1.40
37,Troopie,727.00,1.20
38,zafksm,685.00,1.20
39,MOSgerilaMOSbun,672.00,1.20
40,pkJust,671.00,1.20
41,Dikkevis,664.00,1.00
42,SweetEmotions,664.00,1.00
43,AAlwaysFun,657.00,1.00
44,xiaopanzi,652.50,1.00
45,w136614,651.00,1.00
46,Dadayanjing,644.00,1.00
47,bratbugor,644.00,1.00
48,bomag,623.50,1.00
49,dianaz35,621.00,1.00
50,DrewThePot,619.00,1.00
51,zaj11,617.00,0.80
52,al210584,608.00,0.80
53,fjdfg,607.50,0.80
54,avramia1,601.50,0.80
55,hhgdts,599.00,0.80
56,skvmsdkvmfdk,598.00,0.80
57,jjpqjj,597.00,0.80
58,PITUCA,594.00,0.80
59,Kiedis,593.00,0.80
60,xiaogoupi1,587.00,0.80
61,eoright119,584.00,0.60
62,MARUSENbKAAA,583.00,0.60
63,DonkeyLogic,557.50,0.60
64,DayOneToday,555.00,0.60
65,maohongqi,553.00,0.60
66,IG@bingzheli,553.00,0.60
67,Boltazar,553.00,0.60
68,FiLTHy RICH,553.00,0.60
69,KosVik777,548.00,0.60
70,99JIUJIU,548.00,0.60
71,520xunchanglu,537.00,0.60
72,Happymesz21,532.00,0.60
73,Val888,530.00,0.60
74,Abu40,529.00,0.60
75,kungfufighting,520.50,0.60
76,Xldongggwin,519.00,0.60
77,Max_Money,518.50,0.60
78,saneeeeek,507.00,0.60
79,chuty21,503.00,0.60
80,R0bur-,500.00,0.60
81,Chernobaevka,491.00,0.40
82,LuckyAnton,489.00,0.40
83,Soldier9,484.00,0.40
84,nananukAA,481.00,0.40
85,Por Shiva,479.00,0.40
86,AAlwj0516,477.00,0.40
87,fengyu2077,476.50,0.40
88,Akkardionych,466.00,0.40
89,66JJ,464.50,0.40
90,sldexz,451.00,0.40
91,Ivan Seregin,450.00,0.40
92,RitchieUK,450.00,0.40
93,room and I,447.50,0.40
94,PolloLoco06,441.50,0.40
95,OLD FISHHHHHH,439.00,0.40
96,Agent_Chucha,439.00,0.40
97,alligatore19,438.50,0.40
98,Evgeny Kon,434.50,0.40
99,Pejep,429.00,0.40
100,dGerZzz,429.00,0.40
101,0raetlabora,428.00,0.30
102,bixusige,419.00,0.30
103,BezPereezdovPLS,415.50,0.30
104,SU777,415.00,0.30
105,9KAZAK9,415.00,0.30
106,dragon7189a,414.00,0.30
107,Legenda-One,413.00,0.30
108,IwannabluffU,406.50,0.30
109,peresito,405.00,0.30
110,Borgir77,396.00,0.30
111,6ixth Man,393.00,0.30
112,Hotei29,386.00,0.30
113,Knockaudiitor,385.00,0.30
114,pennyoo,384.00,0.30
115,0TO200,383.00,0.30
116,P@X M@N,382.00,0.30
117,Borghild,378.00,0.30
118,20! WINRATE NIT,374.00,0.30
119,taknyosferi,372.00,0.30
120,lapidys,369.00,0.30
121,JuulM,369.00,0.20
122,Lennyhro,368.00,0.20
123,zalet,366.00,0.20
124,CozyT,362.00,0.20
125,Sukh@,361.00,0.20
126,ggwcsn,360.00,0.20
127,JLUMaster,360.00,0.20
128,Murzilk@,360.00,0.20
129,zaj999,358.00,0.20
130,M24_ACE,356.50,0.20
131,ChickenBoyYy,356.00,0.20
132,Borisova V,352.00,0.20
133,Pablo Burgos,350.00,0.20
134,Unsurpassed,348.00,0.20
135,im_ahead,347.00,0.20
136,Leo-2046,346.50,0.20
137,ThePrindiMaker,340.00,0.20
138,Kadiee,340.00,0.20
139,Teddyshh,340.00,0.20
140,Cavans,339.00,0.20
141,AAppleU,337.00,0.20
142,Mryin2024,336.00,0.20
143,golovastikkk,334.00,0.20
144,DavidGianG,334.00,0.20
145,moosheeca,334.00,0.20
146,fafaalltime,333.50,0.20
147,273ksSCM@@2026,332.00,0.20
148,AbduIkhakim,330.00,0.20
149,evil100,330.00,0.20
150,starsisbetter,324.00,0.20
