Rank,Nickname,Points,Prize
1,Siebe Hartog,1026.00,750.00
2,StatiCKy,955.00,580.00
3,Avalorn12,922.00,450.00
4,Azarix,886.00,350.00
5,Owl Howell,866.00,270.00
6,Zeljko Tokic,862.00,230.00
7,Osgiliath,756.50,210.00
8,Dano Vloemans,571.00,190.00
9,Angelo Krom,563.00,170.00
10,P Sekinger,522.00,150.00
11,Raf TMNT,496.00,140.00
12,Matheus Souza,462.00,130.00
13,SirPauI,452.50,120.00
14,smallreg,437.00,110.00
15,CALLIFYOUDARE,378.00,100.00
16,D Vicente,366.00,100.00
17,LeLoup24,337.00,90.00
18,Bbc123321,334.00,90.00
19,Bruinbeer,324.00,80.00
20,isoahti,290.00,80.00
21,Roman Duong,290.00,70.00
22,FitzyE,289.00,70.00
23,VielenDank,279.50,70.00
24,N Dobrachev,272.00,70.00
25,WavesAndWins,272.00,60.00
26,TropicalTilt,260.00,60.00
27,AbundanceFlow,260.00,60.00
28,Lavoisier,255.00,50.00
29,knxwledge,246.00,50.00
30,ChiJing,230.00,50.00
