Rank,Nickname,Points,Prize
1,H Pesonen,1796.50,800.00
2,A Goncharov,1195.00,550.00
3,Andrew Tate III,1128.00,400.00
4,Bring_Them_Home,971.00,280.00
5,Afouteza,631.00,200.00
6,H Rodriguez,593.00,160.00
7,KhaleesiFire,585.00,140.00
8,Peter Kovacs,523.00,120.00
9,Lavoisier,432.00,110.00
10,Feel Galfond,408.00,110.00
11,Gokuzzz7_,405.50,100.00
12,AA!AA!AA,399.50,100.00
13,Marco Zevola,387.00,90.00
14,R Gabdullin,322.00,90.00
15,Matthias Ehlers,318.00,90.00
16,Vander9,317.00,80.00
17,knxwledge,305.00,80.00
18,DrPoker7,293.50,80.00
19,dom_sz8b8,290.00,80.00
20,Rodrigo Paredes,271.50,70.00
21,KopjeKoffie,256.00,70.00
22,Ditto1031,243.50,70.00
23,hulahHULAH,236.00,70.00
24,OneMoreEspresso,236.00,70.00
25,KONGfuPANDA,232.50,70.00
26,GenerousGod,216.00,70.00
27,Sergei Pronin,212.00,70.00
28,LaabD,209.00,60.00
29,szoszo,205.00,60.00
30,CiuciMima,205.00,60.00
31,ElPerroMagico1,204.00,60.00
32,Ben Raven,200.00,60.00
33,Michael Weiss,189.50,60.00
34,magi128,188.50,60.00
35,Dinana6718,184.00,60.00
36,Antonio Scala,165.00,60.00
37,iamfatty,157.50,60.00
38,Dav101,153.00,60.00
39,Filip685,146.50,60.00
40,Wwwwwyp123,141.00,60.00
41,TrueProGambler,132.00,50.00
42,Taro1955,123.00,50.00
43,Lemil Ivoskodi,121.50,50.00
44,Aheuristicor,114.00,50.00
45,N Evdokimov,106.50,50.00
46,HELP!!!,104.50,50.00
47,pile,104.00,50.00
48,oucherpp,103.50,50.00
49,A Zgirouski,103.00,50.00
50,Fredy1287,102.00,50.00
51,HikkaMikka,101.50,50.00
52,IntoTheVoid,99.00,50.00
53,ob9871,98.00,50.00
54,TropicalTilt,97.00,50.00
55,vibropikachu,96.00,50.00
56,Donk3Bet,95.00,50.00
57,GrahamGooch,94.00,50.00
58,tomakawk,94.00,50.00
59,Dkeating20,93.00,50.00
60,Tre_Kronor,92.00,50.00
61,Halfy Potter,90.00,
62,VJCThao,89.00,
63,makaproon,88.00,
64,JustdoIt53,87.00,
65,Nomer Odin,86.00,
66,Eoken,83.00,
67,CallmybluffAAKK,80.50,
68,David Lacasa,75.50,
69,FrequencyRaiser,75.00,
70,OJBKC,75.00,
71,Jan Rullkoetter,74.00,
72,CARLlTOS,74.00,
73,qwerabcd,73.50,
74,HiDanDi,72.00,
75,superaffa1971,71.00,
76,BatmansAce,70.00,
77,buggychoker,69.00,
78,davaacao,67.00,
79,JokerLau86,67.00,
80,jiangchunfeng,66.00,
