Rank,Nickname,Points,Prize
1,BBProMax,48172.00,60.00
2,LuckyYN99,45307.00,45.00
3,SIXFIGURE,41944.00,35.00
4,Macrennery,41927.00,35.00
5,Edward Morra,40173.00,30.00
6,brownside,37262.00,30.00
7,The Strat,35951.00,25.00
8,RR123123,35041.00,25.00
9,Masenist,32390.00,20.00
10,Paparazzl,31074.00,20.00
11,Ekaterina_Green,28157.00,16.00
12,saar999,27038.00,12.00
13,action_kj,25348.00,10.00
14,sharp shark,24902.00,8.00
15,D@vidut,24606.00,7.00
16,przz,22260.00,7.00
17,kaijiayongshi3,22142.00,7.00
18,KittyCrusher,19351.00,7.00
19,Dyzelis,18971.00,6.00
20,Jeazzeman,18047.00,6.00
21,yoguart,18010.00,6.00
22,ConTro1,17790.00,6.00
23,Damon W,17760.00,6.00
24,Yi 666,17465.00,5.00
25,angelass55,17366.00,5.00
26,MAEDA ATSUKO,16887.00,5.00
27,kai Teacher,16817.00,5.00
28,MoonBallad,16415.00,5.00
29,SayYesStoicism,16185.00,4.50
30,Hi_Jacker1,16138.00,4.50
31,Aravirrr,16042.00,4.50
32,MrWoodpecker,15641.00,4.50
33,BlackBerd,15599.00,4.50
34,Sempre_nuts,14739.00,4.50
35,Audrey31,14674.00,4.00
36,M2SD,14405.00,4.00
37,AntonYufarev,14089.00,4.00
38,SasuCajbeC,14047.00,4.00
40,ThePrindiMaker,13897.00,4.00
41,AceHigh!,13762.00,3.50
42,wtukatup,13736.00,3.50
43,nimomo,13591.00,3.50
44,mikiemck,13365.00,3.50
45,Joe K!ng,13283.00,3.50
46,NightKi11er,13160.00,3.50
47,Ibetsu,12857.00,3.50
48,RaDagazT,12826.00,3.50
49,OtB_PeruvnPsych,12744.00,3.50
50,UUP983,12685.00,3.50
51,v3tvv,12600.00,3.50
52,Kai0ken,12286.00,3.50
53,whyme@v@,12280.00,3.50
54,Motul1,12201.00,3.50
55,ChillikAut,11993.00,3.50
56,Jiu Shu,11884.00,3.50
57,KAZAN16,11771.00,3.50
58,Paid Attempt,11739.00,3.50
59,Eonkiy,11597.00,3.50
60,NoEyeDeerJohn,11429.00,3.50
61,Vabamark,11419.00,3.50
62,M kikava,11401.00,3.50
63,SpieWNogach,11371.00,3.50
64,Thanatos_06,11145.00,3.50
65,BBBBXM,11124.00,3.50
66,Am@nitaMuscaria,11062.00,3.50
67,Shuurgan_D,10885.00,3.50
68,Juzian,10840.00,3.50
69,Tachijinz,10775.00,3.50
70,Moreira_GG,10586.00,3.50
71,LuckyOne_BR,10494.00,3.50
72,Hau_Banker,10347.00,3.50
73,Nikitin,10321.00,3.50
74,moonlight2021,10177.00,3.50
75,72oBestHand,9911.00,3.50
76,zhsnb,9772.00,3.50
77,Momo005,9746.00,3.50
78,MGreen,9666.00,3.50
79,RedHeartPi,9589.00,3.50
80,dupa kota,9570.00,3.50
81,SmokesAAy,9531.00,3.00
82,NickiLuck,9501.00,3.00
83,heisenberg-sun,9451.00,3.00
84,wildpelican,9320.00,3.00
85,Errrsss,9302.00,3.00
86,SergioPro,9225.00,3.00
87,AlShpil,9201.00,3.00
88,Angler_Fish,9199.00,3.00
89,KK kingk,9198.00,3.00
90,RoninNishiki,9155.00,3.00
91,winacar,9053.00,3.00
92,Lu Kia Shin,8983.00,3.00
93,YoungsBaby,8869.00,3.00
94,nanLying,8775.00,3.00
95,Sleep_Tight94,8738.00,3.00
96,nkick,8697.00,3.00
97,Haohang mr,8659.00,3.00
98,Li Poker,8573.00,3.00
99,bonatcat3,8563.00,3.00
100,1000000TWD,8517.00,3.00
101,olejek777,8509.00,3.00
102,99sqbm,8426.00,3.00
103,lorelleo,8336.00,3.00
104,limitkeyan,8333.00,3.00
105,Dima doma !,8302.00,3.00
106,taka_333,8231.00,3.00
107,Empadinha,8137.00,3.00
108,Alde1988,8077.00,3.00
109,Ivmi,8074.00,3.00
110,lamfish1,8072.00,3.00
111,LIANGyaaa,8000.00,3.00
112,Gamblemanfish,7960.00,3.00
113,GG_fisher,7929.00,3.00
114,hanzhixxxx,7920.00,3.00
115,Ex[]dus,7917.00,3.00
116,Paullus,7899.00,3.00
117,Denis2393,7863.00,3.00
118,Mallow77,7860.00,3.00
