Rank,Nickname,Points,Prize
1,H Rodriguez,875.00,1400.00
2,N Evdokimov,847.00,800.00
3,Matjaz Vogrinec,835.50,500.00
4,GREAGYPoker,578.00,380.00
5,Gabor Burgony,491.00,320.00
6,Pedro Toledo,483.00,300.00
7,Zeljko Tokic,449.00,280.00
8,Michael Weiss,392.00,280.00
9,Boris Premovic,346.00,260.00
10,N Dobrachev,341.00,240.00
11,J Tacoronte,320.00,220.00
12,PadThaiYung,279.00,220.00
13,Rodrigo Motoki,276.00,200.00
14,ElPerroMagico1,276.00,200.00
15,joaofilho,248.00,180.00
16,A Goncharov,233.50,180.00
17,George Pittam,232.00,180.00
18,Kumcum,222.00,160.00
19,P Sekinger,220.00,160.00
20,D Kaladjurdjevic,198.00,160.00
21,Matthias Ehlers,184.50,160.00
22,Sharp red hands,183.50,140.00
23,Agustin Coelli,179.50,140.00
24,J[]YB[]Y,171.00,140.00
25,Nyuli Tibor,170.00,140.00
26,Matheus Souza,168.00,140.00
27,Pagenotfound4o4,164.00,140.00
28,V Nebogin,156.00,120.00
29,Roeland Peeks,153.00,120.00
30,R Gabdullin,144.50,120.00
31,Tre_Kronor,142.00,120.00
32,D Vicente,141.50,100.00
33,forh7,138.00,100.00
34,djcs,132.00,100.00
35,LuckyyyAri,131.00,100.00
36,Saulo Costa,126.00,100.00
37,TropicalTilt,122.00,100.00
38,Davide Suriano,121.00,100.00
39,onetim3p1z,119.00,100.00
40,LaabD,113.00,100.00
41,Antonio Scala,102.00,
42,SIR NAPKINS,101.00,
43,Alexsad999,100.00,
44,M Ciccarelli,98.00,
45,A Cvetkovic,94.00,
46,dom_sz8b8,94.00,
47,T1gAch,82.00,
48,Gabriel11111,82.00,
49,AStiglitz,76.50,
50,D Zarifulin,73.00,
