Rank,Nickname,Points,Prize
1,Olesya Psaunova,48819.00,90.00
2,biGmit,38184.00,70.00
3,MiraclePandaSol,36094.00,65.00
4,ppkkndwsi,34906.00,60.00
5,steezback,30804.00,55.00
6,Somesaylove,27315.00,50.00
7,eclibrise,26207.00,45.00
8,Gentleman001,26068.00,40.00
9,WhyAlw@ysMe,25219.00,35.00
10,Khozyaev Ilya,24945.00,35.00
11,wlsrnjs123,23556.00,30.00
12,bartez08,22704.00,25.00
13,LaaKer,22258.00,20.00
14,chinchia,22168.00,15.00
15,fish12138,21239.00,10.00
16,Grzybula,19943.00,10.00
17,ARuiSoGood,19198.00,9.00
18,Sept1m,19074.00,9.00
19,robot_99,17869.00,9.00
20,Noctar,17847.00,9.00
21,SolvedGoodMan,17177.00,9.00
22,hatefate,16723.00,8.00
23,CrazyPapillon,15903.00,8.00
24,Jacks Joker,15440.00,8.00
25,aang61,15411.00,8.00
26,sixihappy,15020.00,8.00
27,KTO_Poker,14745.00,7.00
28,DuzyNiedzwiedz,14743.00,7.00
29,Polarizing1337,14719.00,7.00
30,Angler_Fish,14599.00,7.00
31,endeavor11,14427.00,7.00
32,daxianghrh,14371.00,7.00
33,TTming,13841.00,6.00
34,P2026-1731,13644.00,6.00
35,AK6677777,13023.00,6.00
36,C@!@lb@tros,12984.00,6.00
37,Rickkpoker,12978.00,6.00
39,P5344-4734,12847.00,6.00
40,OneTimers,12578.00,6.00
41,TTT0909,12471.00,6.00
42,irvinjose,12373.00,6.00
43,Sempre_nuts,12215.00,6.00
44,Chrzaszcz,12043.00,6.00
45,sNaPPiS1MBa,11984.00,6.00
46,paul____,11893.00,6.00
47,unst0pabl3,11684.00,6.00
48,BLIND RUNNER,11665.00,6.00
50,Give me T2o,11515.00,6.00
51,shenky95,11416.00,6.00
52,RoyalRolya,11376.00,6.00
53,CTinman,11351.00,6.00
54,wkpfss,11164.00,6.00
55,Jason8444,11130.00,6.00
56,I am Lucky 999,10955.00,6.00
57,tilt1975,10910.00,6.00
58,pipecmolodec,10904.00,6.00
59,zaozao36,10862.00,6.00
60,santorotoro,10782.00,6.00
61,GG77AA,10714.00,6.00
62,xiaohappy,10705.00,6.00
63,1vvvlucy,10573.00,6.00
64,breakingGrieven,10520.00,6.00
65,exploit@gto,10461.00,6.00
66,XSY1999,10279.00,6.00
67,dollar69,10236.00,6.00
68,cybers,10235.00,6.00
69,Fr3nch_Ass4ssin,10203.00,6.00
70,Reywqf,10112.00,6.00
71,bravespirit26,10048.00,6.00
72,Yeicoly,9953.00,6.00
73,TTPH1,9865.00,6.00
74,Duksha,9826.00,6.00
75,Mikevvv,9784.00,6.00
76,NAIBISHUI,9736.00,6.00
77,Santuccio,9624.00,6.00
78,SayYesStoicism,9532.00,6.00
79,YO_SOY,9258.00,6.00
80,ig0tWORMS,9100.00,6.00
81,whh88,9058.00,5.00
82,Duplicity,9032.00,5.00
83,kevesmax34,9027.00,5.00
84,O-_-O[Russ],9022.00,5.00
85,Dr Zhu,8995.00,5.00
86,bluffingk1,8947.00,5.00
87,Nefertari Li,8911.00,5.00
88,SilverHand7,8871.00,5.00
89,TonyPoker0409,8855.00,5.00
90,REMBER,8829.00,5.00
91,Preda Petru,8688.00,5.00
92,newmumba,8663.00,5.00
93,110HW@MP651,8589.00,5.00
94,Mr-Spock,8555.00,5.00
95,furrrst,8543.00,5.00
96,RlaDlf0710,8513.00,5.00
97,fishblast,8396.00,5.00
98,91-Poker,8345.00,5.00
99,Ohnonevermore,8285.00,5.00
100,bakagawa,8234.00,5.00
101,Limp your AsXs,8200.00,5.00
102,Hsiang9527,8161.00,5.00
103,Redcr7,8141.00,5.00
104,majors68,8002.00,5.00
105,akasiro,7996.00,5.00
106,YouTube Xiao Yu,7903.00,5.00
107,Yursan6,7696.00,5.00
108,Jiu Shu,7609.00,5.00
109,WoWulam,7524.00,5.00
110,LuckyJQ,7515.00,5.00
111,AAcePoker,7500.00,5.00
112,babyfish1,7473.00,5.00
113,NVMkk,7427.00,5.00
114,Mistic_,7374.00,5.00
115,Eluny,7362.00,5.00
116,steelheart94s,7354.00,5.00
117,GeoBot,7342.00,5.00
118,shudao1,7325.00,5.00
119,GoldCarry123,7319.00,5.00
120,MurrMuration,7244.00,5.00
121,I need Justice,7233.00,5.00
122,Upstream,7189.00,5.00
123,FoldToLife,7174.00,5.00
124,Bimboslav,7169.00,5.00
125,zkr1217,7118.00,5.00
126,bigDDsangbiao,7114.00,5.00
127,Isaan Kitchen,7108.00,5.00
128,perixolo,7103.00,5.00
129,Toms_,7097.00,5.00
130,KATJQ,7061.00,5.00
131,INA00a51,7036.00,5.00
132,abcd1233210,6984.00,5.00
133,Jeckeld86,6967.00,5.00
134,cantlosesor,6914.00,5.00
135,HaryMaguire,6910.00,5.00
136,diaspora680,6905.00,5.00
137,Ro00888,6824.00,5.00
138,lvies,6801.00,5.00
139,roxon456,6799.00,5.00
140,AGGP,6795.00,5.00
141,BalAdaMat,6768.00,5.00
142,tianxia666,6739.00,5.00
143,whyalways[me],6719.00,5.00
144,bacon1008,6708.00,5.00
145,jk6699,6670.00,5.00
146,gaodeding66,6654.00,5.00
147,YOU GEN,6638.00,5.00
148,SEGA-,6636.00,5.00
149,fiphti---fiphti,6622.00,5.00
150,Yidunyy,6555.00,5.00
151,P1801-9641,6547.00,5.00
152,Jsonday,6494.00,5.00
153,Habpy1,6447.00,5.00
154,ww_abab,6411.00,5.00
155,HermanPoker,6353.00,5.00
156,maDe888,6321.00,5.00
157,Cyber12,6312.00,5.00
158,ZJS11,6303.00,5.00
159,JGCarry13,6300.00,5.00
160,Smithysmiler,6294.00,5.00
161,MACTEP_6ygga,6280.00,5.00
162,Johnston123,6253.00,5.00
163,Krutch,6243.00,5.00
164,PisicutaMica,6219.00,5.00
165,drpo3,6165.00,5.00
166,oogway123,6159.00,5.00
167,LinkenPK,6143.00,5.00
168,AlwaysSunRun,6057.00,5.00
169,BlueBull99,6041.00,5.00
170,Canxu Huang,6023.00,5.00
171,an_nea,6010.00,5.00
172,Viktor Frankl,5995.00,5.00
173,ElementY,5958.00,5.00
174,SphericalC,5936.00,5.00
175,stan2024,5934.00,5.00
176,dfdsg,5848.00,5.00
177,MaxNguyen@1,5819.00,5.00
178,FishWarmYou,5777.00,5.00
179,MidName,5771.00,5.00
180,Yue Zheng,5768.00,5.00
181,jason jang,5766.00,4.00
182,Born2Tilt,5745.00,4.00
183,gramgrubo,5717.00,4.00
184,FishlikeZebra,5698.00,4.00
185,GG_Mystery_,5667.00,4.00
186,watermelon82,5657.00,4.00
187,poosandayo,5633.00,4.00
188,KingVidz,5631.00,4.00
189,Alan lin,5625.00,4.00
190,familybombx,5624.00,4.00
191,dingdezhu88,5606.00,4.00
192,sinaps_bot,5599.00,4.00
193,ruiruio,5597.00,4.00
194,dabuyingni,5574.00,4.00
195,Adrian0s,5564.00,4.00
196,LLLblue,5548.00,4.00
197,don_energo,5546.00,4.00
198,Theprincess50,5536.00,4.00
199,Hong69,5479.00,4.00
200,acesulfamo,5457.00,4.00
201,I_Trenkov,5425.00,4.00
202,Medoukazch1k,5412.00,4.00
203,bank!roll,5410.00,4.00
204,8888dre,5409.00,4.00
205,luvstyle2,5395.00,4.00
206,PRace13,5393.00,4.00
207,Covecs,5375.00,4.00
208,konstantin4303,5359.00,4.00
209,plbink,5355.00,4.00
210,tianlanqing,5317.00,4.00
211,CantstopMyself,5305.00,4.00
212,DukeNukemF,5294.00,4.00
213,Ritatita,5280.00,4.00
214,WayneDuan,5278.00,4.00
215,sunyi321,5272.00,4.00
216,AXAX99,5267.00,4.00
217,LuckyPokerYT,5258.00,4.00
218,DahaiYan,5215.00,4.00
219,MAC180,5213.00,4.00
220,pongsheep,5210.00,4.00
221,teeeer,5202.00,4.00
222,SRT64,5181.00,4.00
223,always lucky1,5177.00,4.00
224,jstd0it,5170.00,4.00
225,FORTUNA_1,5149.00,4.00
226,Smartandsexy,5135.00,4.00
227,StenBerg,5114.00,4.00
228,taurus133,5111.00,4.00
229,angusfdfdf,5095.00,4.00
230,arcshy,5052.00,4.00
231,Steveshore69,5034.00,4.00
232,johnnyflush,5001.00,4.00
233,lifish1,4970.00,4.00
234,Dominic0208,4955.00,4.00
235,AMATEUer,4934.00,4.00
236,dr37,4903.00,4.00
237,leodibe69,4902.00,4.00
238,pot[black],4900.00,4.00
239,UBASA,4898.00,4.00
240,21_21Yzzz,4852.00,4.00
241,DeadDed89,4816.00,4.00
242,savva kashuta,4814.00,4.00
243,doktorsigi,4808.00,4.00
244,JxHashimoto,4807.00,4.00
245,TheDutchRabbit,4804.00,4.00
246,HJ61,4793.00,4.00
247,wdtrader,4791.00,4.00
248,Eraldo coil,4774.00,4.00
249,Angel Queen,4769.00,4.00
250,rharyell,4745.00,4.00
251,AndyS_,4739.00,3.00
252,GTOBLUFF,4725.00,3.00
253,elatizador,4717.00,3.00
254,QuestAstra,4708.00,3.00
255,ZZC10,4707.00,3.00
256,koorah,4705.00,3.00
257,qod1,4681.00,3.00
258,DonkLivesMatter,4661.00,3.00
259,DUWANING,4652.00,3.00
260,Calm cautious,4652.00,3.00
261,StaryPijany,4618.00,3.00
262,Overlord!,4591.00,3.00
263,BigBadWolf@,4588.00,3.00
264,Mark_Ou,4581.00,3.00
265,Romantic Be,4552.00,3.00
266,daguaishou1,4534.00,3.00
267,SNAKE 89,4519.00,3.00
268,Hohohohohohoo,4498.00,3.00
269,LADASPORT,4497.00,3.00
270,zyl518,4492.00,3.00
271,big_fudge555,4481.00,3.00
272,Dentisit_chan,4477.00,3.00
273,one_way_ticket,4436.00,3.00
274,luckkkkyPoker,4426.00,3.00
275,MaksikBaksik,4416.00,3.00
276,zjaiml,4415.00,3.00
277,Sky Ting,4412.00,3.00
278,epic-triumph,4404.00,3.00
279,Villanuev@,4376.00,3.00
280,KostiaNo,4375.00,3.00
281,Nakiriayame,4364.00,3.00
282,Goblin730,4350.00,3.00
283,Masto,4339.00,3.00
284,NikRazinkov23,4329.00,3.00
285,Ramlel,4327.00,3.00
286,Wangdon123,4326.00,3.00
287,Maliciouss,4321.00,3.00
288,I YU,4317.00,3.00
289,Give_Me_Jackpot,4313.00,3.00
290,wanznu,4304.00,3.00
291,Cesar Ramirez,4302.00,3.00
292,player34532,4302.00,3.00
293,Djonni44,4286.00,3.00
294,DuWang7,4263.00,3.00
295,ggkkhiro,4256.00,3.00
296,Osuna,4234.00,3.00
297,2026DPTBBY,4234.00,3.00
298,UK_Raz,4224.00,3.00
299,Laur03,4210.00,3.00
300,VukM24,4208.00,3.00
301,ALphonse001,4201.00,
302,RomeroLimaGolf,4201.00,
303,SgtDodowitz,4187.00,
304,German352,4158.00,
305,Qs-mochi,4136.00,
306,Zqyyyyyyyyyyyyy,4136.00,
307,Shambala413,4121.00,
308,Kkjip,4087.00,
309,Artzense,4085.00,
310,uray0,4075.00,
311,wukaixun,4073.00,
312,betterman14,4070.00,
313,EasyBrizi,4063.00,
314,Andrzej-Savc,4058.00,
315,Cro_SS,4054.00,
316,Brent sisiren,4049.00,
317,Jasomunq,4048.00,
318,P0kerd0ss1,4047.00,
319,fishriver,4037.00,
320,neverbluff666,4025.00,
321,pokergame999,4023.00,
322,wdbza,4007.00,
323,Joi Point,4006.00,
324,hahaheihei,4006.00,
325,CeKTopra3a,3978.00,
326,Aka_Reno,3976.00,
327,Zanfs,3966.00,
328,Jedy0402,3963.00,
329,Mark!!!,3952.00,
330,j1aCenN,3936.00,
