Rank,Nickname,Points,Prize
1,Malong1993,3710.50,500.00
2,b1la,3361.00,420.00
3,Thirty-seven,3145.00,360.00
4,TiltedDetective,2590.50,300.00
5,CuIuIIus,2350.50,260.00
6,F Nuetzel,2154.00,220.00
7,Fishku,2119.00,190.00
8,KOM TILL VASBY,2084.00,160.00
9,CrispyPump,2056.50,130.00
10,zhuimeng01,1981.50,110.00
11,Diego Emperador,1700.00,100.00
12,Andrey Kuklin,1696.00,90.00
13,DonnySoldier,1673.00,80.00
14,Joseph Warren,1603.00,80.00
15,VielenDank,1332.50,70.00
16,Less is more@,1292.50,70.00
17,Shiny__Flakes,1289.00,60.00
18,OpenPalm,1279.50,60.00
19,muzidezhou,1271.00,50.00
20,Potss,1240.50,50.00
21,L0rdL0yly,1207.50,50.00
22,M Papiernik,1178.00,50.00
23,unagibaby,1105.50,40.00
24,IMBoofinRNBruv,1047.00,40.00
25,JozefKovac18,1040.00,40.00
26,VerifiedBE,987.00,40.00
27,AbundanceFlow,943.00,40.00
28,And Stoenescu,936.00,40.00
29,Dpacks,927.00,30.00
30,hippo132327,916.50,30.00
31,Mister_MJ,915.00,30.00
32,Hantren,908.50,30.00
33,P9934-0402,853.00,30.00
34,A Passet,832.00,30.00
35,FitzyE,829.00,20.00
36,Always0nT0p,812.50,20.00
37,DobbyNoBluffea,803.00,20.00
38,Mateo58,775.00,20.00
39,AAlleyOOp,734.00,20.00
40,hzc3,734.00,20.00
