Rank,Nickname,Points,Prize
1,Pagenotfound4o4,1092.00,1200.00
2,Osgiliath,859.00,800.00
3,Roman Duong,661.00,550.00
4,LiterallyPohui,504.50,430.00
5,SirPauI,477.50,390.00
6,Angelo Krom,465.50,350.00
7,Sharp red hands,451.00,320.00
8,psyhoagromor,379.00,290.00
9,BasiniK,340.00,260.00
10,Owl Howell,330.50,240.00
11,Dano Vloemans,296.00,220.00
12,Plsdontbluff,262.00,200.00
13,P Sekinger,252.00,180.00
14,Nyuli Tibor,233.50,170.00
15,David Lacasa,229.50,160.00
16,Pedro Toledo,227.00,160.00
17,FitzyE,219.00,150.00
18,Davide Suriano,206.00,140.00
19,G Kovari,204.00,130.00
20,N Evdokimov,196.00,120.00
21,Gooodcards,189.50,120.00
22,willo_o,188.00,110.00
23,Medved2912,184.00,110.00
24,xiaozhhen,184.00,100.00
25,Jean Lhuillier,181.00,100.00
