Rank,Nickname,Points,Prize
1,hippo132327,4519.50,500.00
2,CALLIFYOUDARE,3411.00,420.00
3,Malong1993,3308.50,360.00
4,Hantren,3014.00,300.00
5,Nightwish !,2997.50,260.00
6,NEINICH,2611.00,220.00
7,NOOOWAY,2264.00,190.00
8,Andrey Kuklin,2020.00,160.00
9,Marikaza,1997.00,130.00
10,FengMo-L,1997.00,110.00
11,ll Pinguino,1921.00,100.00
12,Joseph Warren,1903.50,90.00
13,urnotindanger,1889.00,80.00
14,KOM TILL VASBY,1792.00,80.00
15,Vis Telimus,1773.00,70.00
16,liam-cris-alva,1553.00,70.00
17,yilufa8,1501.50,60.00
18,L0rdL0yly,1495.00,60.00
19,jjs-1,1416.50,50.00
20,Dr Dessert,1414.00,50.00
21,Raf TMNT,1399.00,50.00
22,Dont Be Shy,1349.00,50.00
23,metranos,1302.00,40.00
24,Pathetic Beluga,1205.00,40.00
25,Jin Chen,1147.00,40.00
26,AAlleyOOp,1102.50,40.00
27,Lavoisier,1079.00,40.00
28,Abanlan,1044.50,40.00
29,PaulwalkeRR,984.00,30.00
30,Jungle blue,940.00,30.00
31,Thirty-seven,904.00,30.00
32,WhataRiver,816.50,30.00
33,flavor is,722.00,30.00
34,zmbyyzvv,719.00,30.00
35,morfondu,692.00,20.00
36,Roulette,669.00,20.00
37,BRT6,628.00,20.00
38,Gordon-AK,596.00,20.00
39,Pennyswise,549.00,20.00
40,Karkirkurkarkor,540.00,20.00
