Rank,Nickname,Points,Prize
1,Max Idiot Vibe,6847.00,60.00
2,D Ushakov,5238.00,50.00
3,Internetive,4962.50,44.00
4,Kill Line,4870.00,38.00
5,Jookeer88,4846.00,32.00
6,xiaoxsheng,4786.00,26.00
7,LXHY0058,4144.00,22.00
8,LuXoR15,3731.00,18.00
9,Shamamix,3722.00,15.00
10,LW1234,3331.50,13.00
11,TheTwoFourLaws,3125.50,11.00
12,TheDutchRabbit,3092.00,10.00
13,Nztpokerman,2926.00,9.00
14,JoePuke,2701.00,8.00
15,iterum,2613.00,8.00
16,chuty21,2451.00,7.00
17,Arhimandrit,2438.00,7.00
18,Cole Poker,2398.50,7.00
19,MyYear,2331.00,6.00
20,RiverEastKing,2241.00,6.00
21,lllIlllIlllIll,2237.00,5.00
22,Waitcoffee,1981.50,5.00
23,Bannalia,1888.00,5.00
24,osprey10,1886.00,5.00
25,Mr--Luo,1884.00,5.00
26,KingFromTheDeep,1839.00,5.00
27,Serhii Marchuk,1780.00,5.00
28,SpleenRiffa,1700.00,4.00
29,HUMO89,1687.50,4.00
30,Jerry Allen,1663.00,4.00
31,maguito,1660.00,4.00
32,FGTH,1658.00,3.00
33,JokerXX,1635.00,3.00
34,Teifur,1632.00,3.00
35,Royale Komodo,1617.00,3.00
36,bigbearsoros,1610.00,3.00
37,Naitaiz,1590.00,3.00
38,gongyifei1993,1580.00,3.00
39,0TO200,1562.50,3.00
40,Zsombor Viola,1538.00,3.00
41,BaJI6geMaR,1518.00,2.50
42,yucall6ove,1491.00,2.50
43,sadbadmadfu,1451.00,2.50
44,borntoplay,1390.00,2.50
45,stoneback,1380.00,2.50
46,overcalm,1377.00,2.50
47,Lcs1573,1350.50,2.50
48,seguilaolinap,1313.00,2.50
49,10tacle,1292.00,2.50
50,Baltics,1271.00,2.50
51,SP222,1259.00,2.00
52,redrabbit,1249.50,2.00
53,simonun,1215.00,2.00
54,OH EM GEEE!,1213.00,2.00
55,DJdkll,1198.00,2.00
56,WhatisValueBluf,1191.00,2.00
57,nl-50,1177.00,2.00
58,tengajie666,1171.50,2.00
59,A619272,1149.00,2.00
60,Tsukanov V,1140.00,2.00
61,EL TOLOLOCHE,1139.00,2.00
62,Knockaudiitor,1113.00,2.00
63,SinGHaT@,1109.00,2.00
64,Chalong Miracle,1098.00,2.00
65,huakai2025,1091.00,2.00
66,Hexiaojain,1071.00,2.00
67,FPenovi,1070.00,2.00
68,fucxxkme,1060.00,2.00
69,WUHENG,1059.00,2.00
70,YaEbanutiyFish,1042.00,2.00
71,XIAORONGRONG,1026.00,1.50
72,DemonHunter001,1015.00,1.50
73,ROMA59446,1010.00,1.50
74,ChinaMing666,1008.50,1.50
75,R_Hotzenplotz,999.00,1.50
76,Kh Lam,987.00,1.50
77,yuzove,976.00,1.50
78,license,976.00,1.50
79,AzReLM,950.00,1.50
80,lengjingw,945.00,1.50
81,wyh402,944.00,1.50
82,Rake Runner,939.00,1.50
83,Jimmy85918,937.00,1.50
84,I lovE Pokepok,931.00,1.50
85,QueEsLaVida,927.00,1.50
86,Push2Shove77,919.00,1.50
87,Zenkis,908.00,1.50
88,Rockziller,891.00,1.50
89,GameFowl,888.00,1.50
90,gtobluffrobot,883.00,1.50
91,DHgz497q27zt,879.50,1.00
92,GreetFisher,863.50,1.00
93,AggroDog,846.00,1.00
94,like bluffing,845.00,1.00
95,Tragedienne_,839.00,1.00
96,KaiHavertzlol,827.00,1.00
97,DaXiGua28,825.00,1.00
98,soda green,823.50,1.00
99,EddieBBPrinter,820.50,1.00
100,Mageshmagi,819.00,1.00
101,GGArty888,817.00,1.00
102,L2026,816.00,1.00
103,PushKKin,814.00,1.00
104,emyy poker,813.00,1.00
105,senseipk,797.00,1.00
106,Ceiga,790.00,1.00
107,Sanko808,790.00,1.00
108,TomDg23,785.50,1.00
109,Sunny220,779.00,1.00
110,anelkaaa99,779.00,1.00
111,t3amw0rk,774.00,1.00
112,yz-d,770.00,1.00
113,XyLiuGun2025,766.50,1.00
114,wudizhang1,762.00,1.00
115,Anu-Saukko,761.00,1.00
116,wjAQ,752.00,1.00
117,Felixu,747.00,1.00
118,Linghoney,745.00,1.00
119,G Iulius Caesar,737.00,1.00
120,GaliusPoker,737.00,1.00
