Rank,Nickname,Points,Prize
1,Ivan Stepic,3867.50,350.00
2,NIUXZ,3456.00,270.00
3,ForwardOnly,3060.00,210.00
4,GiorDream,2168.50,170.00
5,nandao12,2008.00,130.00
6,Slopertje,1930.50,100.00
7,B Riemann,1533.00,80.00
8,pohyikol,1527.50,60.00
9,MateyM47,1460.00,50.00
10,Vinicius C,1355.00,50.00
11,BBeatClownfish,1143.00,40.00
12,Caipirinhas,1113.00,40.00
13,Nightwish !,1065.00,30.00
14,TAILZ,1055.00,30.00
15,Szczepanowski,1026.00,30.00
16,WOoooo!!!,1024.00,30.00
17,Armada__,1002.00,25.00
18,Ude Party,997.00,25.00
19,G Reis Santos,950.00,25.00
20,iantampolski,924.00,25.00
21,IWILLKOYOU,875.00,25.00
22,End of Summer,860.50,25.00
23,Domboricrew,844.00,25.00
24,GrahamGooch,829.00,20.00
25,Hugh_Hustler,816.00,20.00
26,R Malakhov,772.00,20.00
27,Aamakualenalena,726.00,20.00
28,Mafalda100,681.00,20.00
29,MaestroRUS,677.50,20.00
30,ILoveYOuall,656.00,20.00
31,pangxiong27,646.50,20.00
32,C Chassagne,633.00,20.00
33,GGbannedMe,628.00,20.00
34,sp0tlight,625.00,15.00
35,Lorne Malvo,620.00,15.00
36,ToxicF[][][][]r,580.00,15.00
37,HeIIo World,572.00,15.00
38,ILovEnrichetta,558.00,15.00
39,jinsanpang0101,554.50,15.00
40,FlexMode,545.50,15.00
41,SanSanJo!,526.00,15.00
42,th0rr,525.00,15.00
43,SkinnyGoat,520.00,15.00
44,whyaIwaysme,491.00,15.00
45,HerCyborg,478.00,15.00
46,magi128,467.00,15.00
47,Barry1961,467.00,15.00
48,Stevie Jazz,464.00,15.00
49,tOxic_toxiC,455.50,15.00
50,Notactor,446.50,15.00
51,NeverMore21,437.00,15.00
52,Call Me Tincho,436.00,15.00
53,QueenOfDisaster,426.00,15.00
54,UntilClimax,424.00,15.00
55,MarioMario10,423.00,15.00
56,Tu Bui,416.50,15.00
57,AdAugusta,375.00,15.00
58,Andrew Tate III,366.00,15.00
59,Hyperventilatin,358.00,15.00
60,PelosyStock,357.50,15.00
61,Zhao Lei!,338.00,15.00
62,GeneralSiska,322.50,15.00
63,Enlassombras,322.00,15.00
64,Dreamyen1987,321.50,15.00
65,issarahhh,319.00,15.00
66,DuttyMuck,317.50,15.00
67,Coloso2102,316.00,15.00
68,N Dubovskiy,308.00,15.00
69,CDICS,305.00,15.00
70,Thu_Z,304.00,15.00
71,um777rc,297.00,10.00
72,LFCCHRIS,294.00,10.00
73,theblacklotus,290.00,10.00
74,Cikooo48,288.00,10.00
75,imsanturron,287.00,10.00
76,helloting,286.00,10.00
77,S Kaiba,286.00,10.00
78,lvhongkai888,275.00,10.00
79,Weazel_1991,268.00,10.00
80,rainbow123,265.00,10.00
81,AssurAhaIddina,259.00,10.00
82,Giocatore88,250.00,10.00
83,DoubleUWayne,246.00,10.00
84,heung-min-san,243.00,10.00
85,EveryDayHere,238.00,10.00
86,Qian_Qian,238.00,10.00
87,JA KING,235.00,10.00
88,iBetYouCall!,232.00,10.00
89,NoHandHoldEm,226.00,10.00
90,GinTOnick,226.00,10.00
91,SanBerdooSun,223.00,10.00
92,Gaffero,220.00,10.00
93,V Kharitonov,218.00,10.00
94,happyzz1,218.00,10.00
95,JusticeServed,217.00,10.00
96,JZoni,215.50,10.00
97,InFIlux,213.00,10.00
98,dongquyipilang,211.50,10.00
99,Evil horse,207.00,10.00
100,ERA7ER,206.00,10.00
101,Dinger55,205.00,10.00
102,Neo1508,204.00,10.00
103,AsanteOnwatugwu,201.00,10.00
104,wpx2023,197.00,10.00
105,LetsGoSmokes,197.00,10.00
106,Mar_KK,197.00,10.00
107,ememem,196.00,10.00
108,Djon Wik,191.00,10.00
109,Gelipter,188.00,10.00
110,mikekal98,183.00,10.00
