Rank,Nickname,Points,Prize
1,xiaokalami999,5351.50,500.00
2,hippo132327,4262.00,420.00
3,b1la,3733.00,360.00
4,zhuimeng01,2499.50,300.00
5,Richard Martin,2464.00,260.00
6,Fishku,2269.00,220.00
7,StatiCKy,2266.50,190.00
8,Andrey Kuklin,2225.00,160.00
9,Abanlan,2184.00,130.00
10,OpenPalm,1965.50,110.00
11,Joseph Warren,1891.00,100.00
12,Diego Emperador,1838.00,90.00
13,P9934-0402,1820.50,80.00
14,Mateo58,1608.00,80.00
15,Dr Dessert,1529.00,70.00
16,Lavoisier,1480.00,70.00
17,F Nuetzel,1400.00,60.00
18,Manuel Medley,1336.00,60.00
19,KOM TILL VASBY,1309.00,50.00
20,Always0nT0p,1271.50,50.00
21,Pennyswise,1236.00,50.00
22,ll Pinguino,1135.00,50.00
23,Hantren,1105.00,40.00
24,VielenDank,980.00,40.00
25,Raf TMNT,948.00,40.00
26,Komplet,927.00,40.00
27,Potss,923.00,40.00
28,RAMBAZZZAMBAAA,908.00,40.00
29,CALLIFYOUDARE,883.00,30.00
30,Haarlem 91,860.00,30.00
31,Avmeza,824.00,30.00
32,Mister_MJ,793.00,30.00
33,Revan7,753.00,30.00
34,unagibaby,743.50,30.00
35,M Filinovich,713.00,20.00
36,A Passet,702.50,20.00
37,FitzyE,686.00,20.00
38,DonnySoldier,681.00,20.00
39,OurBoiBoris,674.00,20.00
40,UNA-VIDA-MEJOR,673.00,20.00
